,상권업종대분류코드,상권업종대분류명,상권업종중분류코드,상권업종중분류명,상권업종소분류코드,상권업종소분류명,시도코드,시도명,시군구코드,시군구명,행정동코드,행정동명,법정동코드,법정동명,지번코드,경도,위도,좌표_x,대학교,면적(m^2),반경,시도,시군구,읍면동,하위,좌표_y,코드종류,읍면동코드,주소코드,1km 이내 거리(m)
938,D,소매,D05,의복의류,D05A01,일반의류,42,강원도,42190,태백시,4219054000,상장동,4219010100.0,황지동,4219010100106640002,128.982513192579,37.162565598277,"(128.982513192579, 37.162565598277)",강원관광대학교,184661.0,429.7220031601826,강원도,태백시,황지동,-,"(128.97419025184723, 37.16149477794874)",B,4219010100,4219010100,498.77386324402204
1155,Q,음식,Q01,한식,Q01A02,갈비/삼겹살,42,강원도,42190,태백시,4219054000,상장동,4219010100.0,황지동,4219010100104070008,128.983482042674,37.1591333641985,"(128.983482042674, 37.1591333641985)",강원관광대학교,184661.0,429.7220031601826,강원도,태백시,황지동,-,"(128.97419025184723, 37.16149477794874)",B,4219010100,4219010100,616.5983738113771
2224,F,생활서비스,F15,주택수리,F15A01,주택수리종합,42,강원도,42190,태백시,4219053500,삼수동,4219010900.0,화전동,4219010900100040068,128.978898552315,37.179986807198,"(128.978898552315, 37.179986807198)",강원관광대학교,184661.0,429.7220031601826,강원도,태백시,황지동,-,"(128.97419025184723, 37.16149477794874)",B,4219010100,4219010100,965.5902269580447
2710,Q,음식,Q01,한식,Q01A02,갈비/삼겹살,42,강원도,42190,태백시,4219054000,상장동,4219010100.0,황지동,4219010100102400016,128.985277832734,37.1621731922359,"(128.985277832734, 37.1621731922359)",강원관광대학교,184661.0,429.7220031601826,강원도,태백시,황지동,-,"(128.97419025184723, 37.16149477794874)",B,4219010100,4219010100,804.0753197109141
3165,D,소매,D03,종합소매점,D03A02,수퍼마켓,42,강원도,42190,태백시,4219054000,상장동,4219010100.0,황지동,4219010100106620000,128.984027003125,37.162958534866,"(128.984027003125, 37.162958534866)",강원관광대학교,184661.0,429.7220031601826,강원도,태백시,황지동,-,"(128.97419025184723, 37.16149477794874)",B,4219010100,4219010100,668.8576443187683
3428,D,소매,D03,종합소매점,D03A02,수퍼마켓,42,강원도,42190,태백시,4219051500,황지동,4219010100.0,황지동,4219010100100590113,128.985888424124,37.1675747372682,"(128.985888424124, 37.1675747372682)",강원관광대학교,184661.0,429.7220031601826,강원도,태백시,황지동,-,"(128.97419025184723, 37.16149477794874)",B,4219010100,4219010100,938.8124089956357
4936,D,소매,D16,화장품소매,D16A01,화장품판매점,42,강원도,42190,태백시,4219054000,상장동,4219010100.0,황지동,4219010100101880021,128.985572048755,37.1553493825123,"(128.985572048755, 37.1553493825123)",강원관광대학교,184661.0,429.7220031601826,강원도,태백시,황지동,-,"(128.97419025184723, 37.16149477794874)",B,4219010100,4219010100,906.8839723997387
5049,D,소매,D14,운동/경기용품소매,D14A01,운동/경기용품,42,강원도,42190,태백시,4219054000,상장동,4219010100.0,황지동,4219010100104920006,128.972054891178,37.1573983986985,"(128.972054891178, 37.1573983986985)",강원관광대학교,184661.0,429.7220031601826,강원도,태백시,황지동,-,"(128.97419025184723, 37.16149477794874)",B,4219010100,4219010100,-57.62838672263922
5259,D,소매,D20,의약/의료품소매,D20A01,의료용품소매,42,강원도,42190,태백시,4219054000,상장동,4219010100.0,황지동,4219010100104210061,128.97675626811,37.1526649820303,"(128.97675626811, 37.1526649820303)",강원관광대학교,184661.0,429.7220031601826,강원도,태백시,황지동,-,"(128.97419025184723, 37.16149477794874)",B,4219010100,4219010100,250.5656139231507
5287,R,학문/교육,R05,학원-음악미술무용,R05A02,피아노/바이올린/기타,42,강원도,42190,태백시,4219054000,상장동,4219010100.0,황지동,4219010100104100000,128.980851840021,37.1551091991022,"(128.980851840021, 37.1551091991022)",강원관광대학교,184661.0,429.7220031601826,강원도,태백시,황지동,-,"(128.97419025184723, 37.16149477794874)",B,4219010100,4219010100,435.24461420589506
5432,D,소매,D01,음/식료품소매,D01A13,청과물소매,42,강원도,42190,태백시,4219054000,상장동,4219010100.0,황지동,4219010100102290016,128.986727673528,37.159376716665,"(128.986727673528, 37.159376716665)",강원관광대학교,184661.0,429.7220031601826,강원도,태백시,황지동,-,"(128.97419025184723, 37.16149477794874)",B,4219010100,4219010100,972.2278114617359
6448,Q,음식,Q01,한식,Q01A03,곱창/양구이전문,42,강원도,42190,태백시,4219054000,상장동,4219010100.0,황지동,4219010100104000025,128.98011297488,37.1597920486974,"(128.98011297488, 37.1597920486974)",강원관광대학교,184661.0,429.7220031601826,강원도,태백시,황지동,-,"(128.97419025184723, 37.16149477794874)",B,4219010100,4219010100,239.53718597096457
6486,D,소매,D03,종합소매점,D03A02,수퍼마켓,42,강원도,42190,태백시,4219054000,상장동,4219010100.0,황지동,4219010100108440000,128.978198627991,37.160636882168,"(128.978198627991, 37.160636882168)",강원관광대학교,184661.0,429.7220031601826,강원도,태백시,황지동,-,"(128.97419025184723, 37.16149477794874)",B,4219010100,4219010100,20.010383597377427
6710,Q,음식,Q01,한식,Q01A19,냉면집,42,강원도,42190,태백시,4219054000,상장동,4219010100.0,황지동,4219010100104090054,128.980320212393,37.1549153544875,"(128.980320212393, 37.1549153544875)",강원관광대학교,184661.0,429.7220031601826,강원도,태백시,황지동,-,"(128.97419025184723, 37.16149477794874)",B,4219010100,4219010100,392.69991871341136
7119,F,생활서비스,F01,이/미용/건강,F01A01,여성미용실,42,강원도,42190,태백시,4219054000,상장동,4219010100.0,황지동,4219010100106620000,128.984027003125,37.162958534866,"(128.984027003125, 37.162958534866)",강원관광대학교,184661.0,429.7220031601826,강원도,태백시,황지동,-,"(128.97419025184723, 37.16149477794874)",B,4219010100,4219010100,668.8576443187683
7794,D,소매,D23,자동차/자동차용품,D23A06,자동차부품판매,42,강원도,42190,태백시,4219053500,삼수동,4219010900.0,화전동,4219010900100140053,128.975361627474,37.1790517956936,"(128.975361627474, 37.1790517956936)",강원관광대학교,184661.0,429.7220031601826,강원도,태백시,황지동,-,"(128.97419025184723, 37.16149477794874)",B,4219010100,4219010100,805.0920169099925
7822,D,소매,D03,종합소매점,D03A01,편의점,42,강원도,42190,태백시,4219054000,상장동,4219010100.0,황지동,4219010100106650000,128.983721735017,37.1611228162513,"(128.983721735017, 37.1611228162513)",강원관광대학교,184661.0,429.7220031601826,강원도,태백시,황지동,-,"(128.97419025184723, 37.16149477794874)",B,4219010100,4219010100,630.451315518882
9079,F,생활서비스,F02,세탁/가사서비스,F02A01,세탁소/빨래방,42,강원도,42190,태백시,4219054000,상장동,4219010100.0,황지동,4219010100104030004,128.980841683583,37.1595517325139,"(128.980841683583, 37.1595517325139)",강원관광대학교,184661.0,429.7220031601826,강원도,태백시,황지동,-,"(128.97419025184723, 37.16149477794874)",B,4219010100,4219010100,322.26698754768046
9305,F,생활서비스,F09,대중목욕탕/휴게,F09A02,사우나/증기탕/온천,42,강원도,42190,태백시,4219054000,상장동,4219010100.0,황지동,4219010100106620000,128.983608641525,37.1619527711267,"(128.983608641525, 37.1619527711267)",강원관광대학교,184661.0,429.7220031601826,강원도,태백시,황지동,-,"(128.97419025184723, 37.16149477794874)",B,4219010100,4219010100,618.0464209740703
9604,R,학문/교육,R09,학원기타,R09A01,학원(종합),42,강원도,42190,태백시,4219051500,황지동,4219010100.0,황지동,4219010100108460000,128.985895658854,37.1689984203612,"(128.985895658854, 37.1689984203612)",강원관광대학교,184661.0,429.7220031601826,강원도,태백시,황지동,-,"(128.97419025184723, 37.16149477794874)",B,4219010100,4219010100,973.7013112296006
9896,Q,음식,Q01,한식,Q01A01,한식/백반/한정식,42,강원도,42190,태백시,4219053500,삼수동,4219010900.0,화전동,4219010900100040019,128.978621457445,37.1803315149432,"(128.978621457445, 37.1803315149432)",강원관광대학교,184661.0,429.7220031601826,강원도,태백시,황지동,-,"(128.97419025184723, 37.16149477794874)",B,4219010100,4219010100,976.8764833131502
10337,R,학문/교육,R08,유아교육,R08A02,어린이집,42,강원도,42190,태백시,4219054000,상장동,4219010100.0,황지동,4219010100106620000,128.983353576168,37.1639913836574,"(128.983353576168, 37.1639913836574)",강원관광대학교,184661.0,429.7220031601826,강원도,태백시,황지동,-,"(128.97419025184723, 37.16149477794874)",B,4219010100,4219010100,604.0503092105712
10349,F,생활서비스,F01,이/미용/건강,F01A01,여성미용실,42,강원도,42190,태백시,4219054000,상장동,4219010100.0,황지동,4219010100102000032,128.986664041419,37.1570794292582,"(128.986664041419, 37.1570794292582)",강원관광대학교,184661.0,429.7220031601826,강원도,태백시,황지동,-,"(128.97419025184723, 37.16149477794874)",B,4219010100,4219010100,991.2706972104368
11200,Q,음식,Q01,한식,Q01A01,한식/백반/한정식,42,강원도,42190,태백시,4219051500,황지동,4219010100.0,황지동,4219010100100590202,128.986379604012,37.1663811931681,"(128.986379604012, 37.1663811931681)",강원관광대학교,184661.0,429.7220031601826,강원도,태백시,황지동,-,"(128.97419025184723, 37.16149477794874)",B,4219010100,4219010100,968.1051442723447
11439,D,소매,D15,가구소매,D15A01,일반가구소매,42,강원도,42190,태백시,4219053500,삼수동,4219010100.0,황지동,4219010100104660001,128.975459518763,37.173527228941,"(128.975459518763, 37.173527228941)",강원관광대학교,184661.0,429.7220031601826,강원도,태백시,황지동,-,"(128.97419025184723, 37.16149477794874)",B,4219010100,4219010100,423.57286899769707
11853,Q,음식,Q05,닭/오리요리,Q05A02,닭갈비전문,42,강원도,42190,태백시,4219054000,상장동,4219010100.0,황지동,4219010100106620000,128.983608641525,37.1619527711267,"(128.983608641525, 37.1619527711267)",강원관광대학교,184661.0,429.7220031601826,강원도,태백시,황지동,-,"(128.97419025184723, 37.16149477794874)",B,4219010100,4219010100,618.0464209740703
12021,Q,음식,Q01,한식,Q01A01,한식/백반/한정식,42,강원도,42190,태백시,4219054000,상장동,4219010100.0,황지동,4219010100106620000,128.983135814804,37.1619566946365,"(128.983135814804, 37.1619566946365)",강원관광대학교,184661.0,429.7220031601826,강원도,태백시,황지동,-,"(128.97419025184723, 37.16149477794874)",B,4219010100,4219010100,565.5051590772721
13543,D,소매,D07,가정/주방/인테리어,D07A15,유리/페인트/철물건축자재,42,강원도,42190,태백시,4219054000,상장동,4219010100.0,황지동,4219010100108470000,128.976723765878,37.1606400357685,"(128.976723765878, 37.1606400357685)",강원관광대학교,184661.0,429.7220031601826,강원도,태백시,황지동,-,"(128.97419025184723, 37.16149477794874)",B,4219010100,4219010100,-141.7346695063631
13775,D,소매,D10,건강/미용식품,D10A02,생식판매,42,강원도,42190,태백시,4219053500,삼수동,4219010100.0,황지동,4219010100103620016,128.980055961446,37.1771748114357,"(128.980055961446, 37.1771748114357)",강원관광대학교,184661.0,429.7220031601826,강원도,태백시,황지동,-,"(128.97419025184723, 37.16149477794874)",B,4219010100,4219010100,846.2788067479189
14241,D,소매,D03,종합소매점,D03A01,편의점,42,강원도,42190,태백시,4219053500,삼수동,4219010100.0,황지동,4219010100106740001,128.98173400864,37.176313883812,"(128.98173400864, 37.176313883812)",강원관광대학교,184661.0,429.7220031601826,강원도,태백시,황지동,-,"(128.97419025184723, 37.16149477794874)",B,4219010100,4219010100,903.6886869475129
14554,N,관광/여가/오락,N02,무도/유흥/가무,N02A01,노래방,42,강원도,42190,태백시,4219054000,상장동,4219010100.0,황지동,4219010100106620000,128.984027003125,37.162958534866,"(128.984027003125, 37.162958534866)",강원관광대학교,184661.0,429.7220031601826,강원도,태백시,황지동,-,"(128.97419025184723, 37.16149477794874)",B,4219010100,4219010100,668.8576443187683
14750,L,부동산,L03,분양,L03A04,건물분양-종합,42,강원도,42190,태백시,4219054000,상장동,4219010100.0,황지동,4219010100106620000,128.983608641525,37.1619527711267,"(128.983608641525, 37.1619527711267)",강원관광대학교,184661.0,429.7220031601826,강원도,태백시,황지동,-,"(128.97419025184723, 37.16149477794874)",B,4219010100,4219010100,618.0464209740703
14904,L,부동산,L01,부동산중개,L01A01,부동산중개,42,강원도,42190,태백시,4219054000,상장동,4219010100.0,황지동,4219010100106670001,128.984715409944,37.1622139111067,"(128.984715409944, 37.1622139111067)",강원관광대학교,184661.0,429.7220031601826,강원도,태백시,황지동,-,"(128.97419025184723, 37.16149477794874)",B,4219010100,4219010100,741.7042440969653
15107,Q,음식,Q07,패스트푸드,Q07A01,피자전문,42,강원도,42190,태백시,4219054000,상장동,4219010100.0,황지동,4219010100108450000,128.978230543111,37.1604924419203,"(128.978230543111, 37.1604924419203)",강원관광대학교,184661.0,429.7220031601826,강원도,태백시,황지동,-,"(128.97419025184723, 37.16149477794874)",B,4219010100,4219010100,24.975362364707507
15160,D,소매,D03,종합소매점,D03A06,종합소매,42,강원도,42190,태백시,4219054000,상장동,4219010100.0,황지동,4219010100104180013,128.982621314479,37.1543916790602,"(128.982621314479, 37.1543916790602)",강원관광대학교,184661.0,429.7220031601826,강원도,태백시,황지동,-,"(128.97419025184723, 37.16149477794874)",B,4219010100,4219010100,631.2808932571108
16501,Q,음식,Q09,유흥주점,Q09A01,호프/맥주,42,강원도,42190,태백시,4219054000,상장동,4219010100.0,황지동,4219010100108450000,128.978230543111,37.1604924419203,"(128.978230543111, 37.1604924419203)",강원관광대학교,184661.0,429.7220031601826,강원도,태백시,황지동,-,"(128.97419025184723, 37.16149477794874)",B,4219010100,4219010100,24.975362364707507
17066,Q,음식,Q01,한식,Q01A01,한식/백반/한정식,42,강원도,42190,태백시,4219054000,상장동,4219010100.0,황지동,4219010100106670001,128.984715409944,37.1622139111067,"(128.984715409944, 37.1622139111067)",강원관광대학교,184661.0,429.7220031601826,강원도,태백시,황지동,-,"(128.97419025184723, 37.16149477794874)",B,4219010100,4219010100,741.7042440969653
17330,D,소매,D01,음/식료품소매,D01A01,식료품점,42,강원도,42190,태백시,4219053500,삼수동,4219010900.0,화전동,4219010900100210015,128.97732672874,37.1812342925897,"(128.97732672874, 37.1812342925897)",강원관광대학교,184661.0,429.7220031601826,강원도,태백시,황지동,-,"(128.97419025184723, 37.16149477794874)",B,4219010100,4219010100,994.244779970873
18038,R,학문/교육,R01,학원-보습교습입시,R01A01,학원-입시,42,강원도,42190,태백시,4219054000,상장동,4219010100.0,황지동,4219010100104070011,128.983263430491,37.1596397969134,"(128.983263430491, 37.1596397969134)",강원관광대학교,184661.0,429.7220031601826,강원도,태백시,황지동,-,"(128.97419025184723, 37.16149477794874)",B,4219010100,4219010100,587.4795727104342
18143,Q,음식,Q04,분식,Q04A02,국수/만두/칼국수,42,강원도,42190,태백시,4219053500,삼수동,4219010900.0,화전동,4219010900100040070,128.978809747372,37.1800866620748,"(128.978809747372, 37.1800866620748)",강원관광대학교,184661.0,429.7220031601826,강원도,태백시,황지동,-,"(128.97419025184723, 37.16149477794874)",B,4219010100,4219010100,968.4073130670226
18422,Q,음식,Q07,패스트푸드,Q07A03,핫도그,42,강원도,42190,태백시,4219054000,상장동,4219010100.0,황지동,4219010100106620000,128.983608641525,37.1619527711267,"(128.983608641525, 37.1619527711267)",강원관광대학교,184661.0,429.7220031601826,강원도,태백시,황지동,-,"(128.97419025184723, 37.16149477794874)",B,4219010100,4219010100,618.0464209740703
18485,D,소매,D14,운동/경기용품소매,D14A03,자전거판매,42,강원도,42190,태백시,4219054000,상장동,4219010100.0,황지동,4219010100104400003,128.977098398093,37.1608802459241,"(128.977098398093, 37.1608802459241)",강원관광대학교,184661.0,429.7220031601826,강원도,태백시,황지동,-,"(128.97419025184723, 37.16149477794874)",B,4219010100,4219010100,-103.50657420710286
19516,R,학문/교육,R09,학원기타,R09A01,학원(종합),42,강원도,42190,태백시,4219054000,상장동,4219010100.0,황지동,4219010100108450000,128.978230543111,37.1604924419203,"(128.978230543111, 37.1604924419203)",강원관광대학교,184661.0,429.7220031601826,강원도,태백시,황지동,-,"(128.97419025184723, 37.16149477794874)",B,4219010100,4219010100,24.975362364707507
19705,R,학문/교육,R09,학원기타,R09A01,학원(종합),42,강원도,42190,태백시,4219054000,상장동,4219010100.0,황지동,4219054000106660010,128.984528974548,37.1617288637485,"(128.984528974548, 37.1617288637485)",강원관광대학교,184661.0,429.7220031601826,강원도,태백시,황지동,-,"(128.97419025184723, 37.16149477794874)",B,4219010100,4219010100,720.0096904349091
19904,D,소매,D14,운동/경기용품소매,D14A01,운동/경기용품,42,강원도,42190,태백시,4219053500,삼수동,4219010100.0,황지동,4219010100105310005,128.963216423197,37.1706537384756,"(128.963216423197, 37.1706537384756)",강원관광대학교,184661.0,429.7220031601826,강원도,태백시,황지동,-,"(128.97419025184723, 37.16149477794874)",B,4219010100,4219010100,948.3923403313679
20002,Q,음식,Q02,중식,Q02A00,중국음식/중국집,42,강원도,42190,태백시,4219054000,상장동,4219010100.0,황지동,4219010100104180057,128.981263645007,37.15387127536,"(128.981263645007, 37.15387127536)",강원관광대학교,184661.0,429.7220031601826,강원도,태백시,황지동,-,"(128.97419025184723, 37.16149477794874)",B,4219010100,4219010100,520.511396967152
20123,P,스포츠,P02,실내운동시설,P02A13,헬스클럽,42,강원도,42190,태백시,4219053500,삼수동,4219010900.0,화전동,4219010900100040066,128.979045636114,37.1800396580751,"(128.979045636114, 37.1800396580751)",강원관광대학교,184661.0,429.7220031601826,강원도,태백시,황지동,-,"(128.97419025184723, 37.16149477794874)",B,4219010100,4219010100,975.2226742019091
20482,D,소매,D03,종합소매점,D03A02,수퍼마켓,42,강원도,42190,태백시,4219054000,상장동,4219010100.0,황지동,4219010100104090013,128.981618232313,37.1551749422839,"(128.981618232313, 37.1551749422839)",강원관광대학교,184661.0,429.7220031601826,강원도,태백시,황지동,-,"(128.97419025184723, 37.16149477794874)",B,4219010100,4219010100,507.07896195585596
20525,Q,음식,Q01,한식,Q01A01,한식/백반/한정식,42,강원도,42190,태백시,4219054000,상장동,4219010100.0,황지동,4219010100106660006,128.985181338803,37.161678387067,"(128.985181338803, 37.161678387067)",강원관광대학교,184661.0,429.7220031601826,강원도,태백시,황지동,-,"(128.97419025184723, 37.16149477794874)",B,4219010100,4219010100,792.500269557487
20687,D,소매,D07,가정/주방/인테리어,D07A01,인테리어/욕실용품/커튼,42,강원도,42190,태백시,4219054000,상장동,4219010100.0,황지동,4219010100104180053,128.98075698213,37.1538664581544,"(128.98075698213, 37.1538664581544)",강원관광대학교,184661.0,429.7220031601826,강원도,태백시,황지동,-,"(128.97419025184723, 37.16149477794874)",B,4219010100,4219010100,474.6288854809447
20972,D,소매,D03,종합소매점,D03B04,시장/종합상가,42,강원도,42190,태백시,4219053500,삼수동,4219010100.0,황지동,4219010100106220010,128.979623027701,37.1750427782722,"(128.979623027701, 37.1750427782722)",강원관광대학교,184661.0,429.7220031601826,강원도,태백시,황지동,-,"(128.97419025184723, 37.16149477794874)",B,4219010100,4219010100,694.0413125676971
20983,R,학문/교육,R08,유아교육,R08A02,어린이집,42,강원도,42190,태백시,4219054000,상장동,4219010100.0,황지동,4219010100106670000,128.98449975865,37.1620805371772,"(128.98449975865, 37.1620805371772)",강원관광대학교,184661.0,429.7220031601826,강원도,태백시,황지동,-,"(128.97419025184723, 37.16149477794874)",B,4219010100,4219010100,717.3763706556088
21278,D,소매,D03,종합소매점,D03A01,편의점,42,강원도,42190,태백시,4219054000,상장동,4219010100.0,황지동,4219010100106650000,128.983721735017,37.1611228162513,"(128.983721735017, 37.1611228162513)",강원관광대학교,184661.0,429.7220031601826,강원도,태백시,황지동,-,"(128.97419025184723, 37.16149477794874)",B,4219010100,4219010100,630.451315518882
21499,D,소매,D14,운동/경기용품소매,D14A09,스키장비판매,42,강원도,42190,태백시,4219053500,삼수동,4219010100.0,황지동,4219010100105310038,128.963003071287,37.1707005277597,"(128.963003071287, 37.1707005277597)",강원관광대학교,184661.0,429.7220031601826,강원도,태백시,황지동,-,"(128.97419025184723, 37.16149477794874)",B,4219010100,4219010100,970.9417856696971
22099,Q,음식,Q09,유흥주점,Q09A08,빠/카페/스탠드빠,42,강원도,42190,태백시,4219054000,상장동,4219010100.0,황지동,4219010100104180017,128.983777131371,37.1541027477658,"(128.983777131371, 37.1541027477658)",강원관광대학교,184661.0,429.7220031601826,강원도,태백시,황지동,-,"(128.97419025184723, 37.16149477794874)",B,4219010100,4219010100,755.0632393662725
22106,Q,음식,Q01,한식,Q01A99,기타고기요리,42,강원도,42190,태백시,4219054000,상장동,4219010100.0,황지동,4219010100104000025,128.98011297488,37.1597920486974,"(128.98011297488, 37.1597920486974)",강원관광대학교,184661.0,429.7220031601826,강원도,태백시,황지동,-,"(128.97419025184723, 37.16149477794874)",B,4219010100,4219010100,239.53718597096457
23107,F,생활서비스,F14,자동차/이륜차,F14A01,자동차정비/카센타,42,강원도,42190,태백시,4219053500,삼수동,4219010900.0,화전동,4219010900100160001,128.973600691101,37.1796069397367,"(128.973600691101, 37.1796069397367)",강원관광대학교,184661.0,429.7220031601826,강원도,태백시,황지동,-,"(128.97419025184723, 37.16149477794874)",B,4219010100,4219010100,838.70072155095
23173,Q,음식,Q09,유흥주점,Q09A01,호프/맥주,42,강원도,42190,태백시,4219054000,상장동,4219010100.0,황지동,4219010100106660012,128.984202149562,37.1617045453385,"(128.984202149562, 37.1617045453385)",강원관광대학교,184661.0,429.7220031601826,강원도,태백시,황지동,-,"(128.97419025184723, 37.16149477794874)",B,4219010100,4219010100,683.6484495561829
23205,D,소매,D03,종합소매점,D03A01,편의점,42,강원도,42190,태백시,4219054000,상장동,4219010100.0,황지동,4219010100106650000,128.983721735017,37.1611228162513,"(128.983721735017, 37.1611228162513)",강원관광대학교,184661.0,429.7220031601826,강원도,태백시,황지동,-,"(128.97419025184723, 37.16149477794874)",B,4219010100,4219010100,630.451315518882
23552,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,42,강원도,42190,태백시,4219054000,상장동,4219010100.0,황지동,4219010100104180017,128.983777131371,37.1541027477658,"(128.983777131371, 37.1541027477658)",강원관광대학교,184661.0,429.7220031601826,강원도,태백시,황지동,-,"(128.97419025184723, 37.16149477794874)",B,4219010100,4219010100,755.0632393662725
23892,D,소매,D03,종합소매점,D03A02,수퍼마켓,42,강원도,42190,태백시,4219051500,황지동,4219010100.0,황지동,4219010100108460000,128.985363803777,37.1687955903656,"(128.985363803777, 37.1687955903656)",강원관광대학교,184661.0,429.7220031601826,강원도,태백시,황지동,-,"(128.97419025184723, 37.16149477794874)",B,4219010100,4219010100,913.5760183380219
24875,F,생활서비스,F12,광고/인쇄,F12A05,광고물제작-종합,42,강원도,42190,태백시,4219053500,삼수동,4219010900.0,화전동,4219010900100140059,128.975138647409,37.1783507709822,"(128.975138647409, 37.1783507709822)",강원관광대학교,184661.0,429.7220031601826,강원도,태백시,황지동,-,"(128.97419025184723, 37.16149477794874)",B,4219010100,4219010100,753.8785762290559
24963,Q,음식,Q01,한식,Q01A99,기타고기요리,42,강원도,42190,태백시,4219054000,상장동,4219010100.0,황지동,4219010100106640004,128.982499019211,37.162340439669,"(128.982499019211, 37.162340439669)",강원관광대학교,184661.0,429.7220031601826,강원도,태백시,황지동,-,"(128.97419025184723, 37.16149477794874)",B,4219010100,4219010100,496.0635490943433
25359,Q,음식,Q01,한식,Q01A02,갈비/삼겹살,42,강원도,42190,태백시,4219054000,상장동,4219010100.0,황지동,4219010100102400016,128.985277832734,37.1621731922359,"(128.985277832734, 37.1621731922359)",강원관광대학교,184661.0,429.7220031601826,강원도,태백시,황지동,-,"(128.97419025184723, 37.16149477794874)",B,4219010100,4219010100,804.0753197109141
25433,Q,음식,Q01,한식,Q01A03,곱창/양구이전문,42,강원도,42190,태백시,4219054000,상장동,4219010100.0,황지동,4219010100104400003,128.977098398093,37.1608802459241,"(128.977098398093, 37.1608802459241)",강원관광대학교,184661.0,429.7220031601826,강원도,태백시,황지동,-,"(128.97419025184723, 37.16149477794874)",B,4219010100,4219010100,-103.50657420710286
25719,R,학문/교육,R08,유아교육,R08A02,어린이집,42,강원도,42190,태백시,4219054000,상장동,4219010100.0,황지동,4219010100104090019,128.981545025717,37.1556080792847,"(128.981545025717, 37.1556080792847)",강원관광대학교,184661.0,429.7220031601826,강원도,태백시,황지동,-,"(128.97419025184723, 37.16149477794874)",B,4219010100,4219010100,485.8924252301137
26271,Q,음식,Q03,일식/수산물,Q03A07,민물장어전문,42,강원도,42190,태백시,4219053500,삼수동,4219010100.0,황지동,4219010100104630032,128.973819761201,37.1721079616324,"(128.973819761201, 37.1721079616324)",강원관광대학교,184661.0,429.7220031601826,강원도,태백시,황지동,-,"(128.97419025184723, 37.16149477794874)",B,4219010100,4219010100,313.6864455654393
26311,Q,음식,Q01,한식,Q01A01,한식/백반/한정식,42,강원도,42190,태백시,4219054000,상장동,4219010100.0,황지동,4219010100104180129,128.983140404078,37.154486495747,"(128.983140404078, 37.154486495747)",강원관광대학교,184661.0,429.7220031601826,강원도,태백시,황지동,-,"(128.97419025184723, 37.16149477794874)",B,4219010100,4219010100,679.6652957492804
26791,D,소매,D03,종합소매점,D03A02,수퍼마켓,42,강원도,42190,태백시,4219054000,상장동,4219010100.0,황지동,4219010100101880053,128.985635028017,37.1549974276865,"(128.985635028017, 37.1549974276865)",강원관광대학교,184661.0,429.7220031601826,강원도,태백시,황지동,-,"(128.97419025184723, 37.16149477794874)",B,4219010100,4219010100,921.596316630902
26845,Q,음식,Q09,유흥주점,Q09A01,호프/맥주,42,강원도,42190,태백시,4219054000,상장동,4219010100.0,황지동,4219010100106320064,128.980650889185,37.1595983667092,"(128.980650889185, 37.1595983667092)",강원관광대학교,184661.0,429.7220031601826,강원도,태백시,황지동,-,"(128.97419025184723, 37.16149477794874)",B,4219010100,4219010100,300.8116670854052
27148,D,소매,D03,종합소매점,D03A01,편의점,42,강원도,42190,태백시,4219054000,상장동,4219010100.0,황지동,4219010100106790000,128.977492423569,37.1591288524718,"(128.977492423569, 37.1591288524718)",강원관광대학교,184661.0,429.7220031601826,강원도,태백시,황지동,-,"(128.97419025184723, 37.16149477794874)",B,4219010100,4219010100,-26.972751269612218
27731,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,42,강원도,42190,태백시,4219054000,상장동,4219010100.0,황지동,4219010100104200001,128.977596194431,37.1549468663971,"(128.977596194431, 37.1549468663971)",강원관광대학교,184661.0,429.7220031601826,강원도,태백시,황지동,-,"(128.97419025184723, 37.16149477794874)",B,4219010100,4219010100,164.55564871982352
27975,Q,음식,Q09,유흥주점,Q09A01,호프/맥주,42,강원도,42190,태백시,4219054000,상장동,4219010100.0,황지동,4219010100104040003,128.981486111011,37.1588885905361,"(128.981486111011, 37.1588885905361)",강원관광대학교,184661.0,429.7220031601826,강원도,태백시,황지동,-,"(128.97419025184723, 37.16149477794874)",B,4219010100,4219010100,401.7689594565774
28216,Q,음식,Q03,일식/수산물,Q03A13,낙지/오징어,42,강원도,42190,태백시,4219054000,상장동,4219010100.0,황지동,4219010100106640006,128.982417182497,37.1621068309495,"(128.982417182497, 37.1621068309495)",강원관광대학교,184661.0,429.7220031601826,강원도,태백시,황지동,-,"(128.97419025184723, 37.16149477794874)",B,4219010100,4219010100,486.0733520987017
28316,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,42,강원도,42190,태백시,4219054000,상장동,4219010100.0,황지동,4219010100104210038,128.978968345516,37.1539713566969,"(128.978968345516, 37.1539713566969)",강원관광대학교,184661.0,429.7220031601826,강원도,태백시,황지동,-,"(128.97419025184723, 37.16149477794874)",B,4219010100,4219010100,318.05468659082777
28543,Q,음식,Q01,한식,Q01A01,한식/백반/한정식,42,강원도,42190,태백시,4219054000,상장동,4219010100.0,황지동,4219010100104090012,128.982701565037,37.1553732187472,"(128.982701565037, 37.1553732187472)",강원관광대학교,184661.0,429.7220031601826,강원도,태백시,황지동,-,"(128.97419025184723, 37.16149477794874)",B,4219010100,4219010100,609.0437225962457
