"[A]행정구역(시군구)별","행정구역(시군구)별","[Item]항목","항목","단위","2011 년","2012 년","2013 년","2014 년","2015 년","2016 년","2017 년","2018 년","2019 년","2020 년","2021 년",
"41850","용인군","T50","시도간전출","명","0","0","0","0","0","0","0","0","0","0","0",
"41860","안성군","T10","총전입","명","0","0","0","0","0","0","0","0","0","0","0",
"41860","안성군","T20","총전출","명","0","0","0","0","0","0","0","0","0","0","0",
"41860","안성군","T25","순이동","명","0","0","0","0","0","0","0","0","0","0","0",
"41860","안성군","T30","시도내이동-시군구내","명","0","0","0","0","0","0","0","0","0","0","0",
"41860","안성군","T31","시도내이동-시군구간 전입","명","0","0","0","0","0","0","0","0","0","0","0",
"41860","안성군","T32","시도내이동-시군구간 전출","명","0","0","0","0","0","0","0","0","0","0","0",
"41860","안성군","T40","시도간전입","명","0","0","0","0","0","0","0","0","0","0","0",
"41860","안성군","T50","시도간전출","명","0","0","0","0","0","0","0","0","0","0","0",
"41870","김포군","T10","총전입","명","0","0","0","0","0","0","0","0","0","0","0",
"41870","김포군","T20","총전출","명","0","0","0","0","0","0","0","0","0","0","0",
"41870","김포군","T25","순이동","명","0","0","0","0","0","0","0","0","0","0","0",
"41870","김포군","T30","시도내이동-시군구내","명","0","0","0","0","0","0","0","0","0","0","0",
"41870","김포군","T31","시도내이동-시군구간 전입","명","0","0","0","0","0","0","0","0","0","0","0",
"41870","김포군","T32","시도내이동-시군구간 전출","명","0","0","0","0","0","0","0","0","0","0","0",
"41870","김포군","T40","시도간전입","명","0","0","0","0","0","0","0","0","0","0","0",
"41870","김포군","T50","시도간전출","명","0","0","0","0","0","0","0","0","0","0","0",
"42","강원도","T10","총전입","명","236077","225896","217917","228369","227125","223484","211653","216398","217626","223354","217103",
"42","강원도","T20","총전출","명","231424","225184","214931","226284","222352","221592","209618","220252","215965","217897","210422",
"42","강원도","T25","순이동","명","4653","712","2986","2085","4773","1892","2035","-3854","1661","5457","6681",
"42","강원도","T30","시도내이동-시군구내","명","106092","101616","98433","106944","101138","101820","92243","103018","104679","105809","98709",
"42","강원도","T31","시도내이동-시군구간 전입","명","41050","39033","37608","38306","38880","39101","38720","37068","35002","35254","34936",
"42","강원도","T32","시도내이동-시군구간 전출","명","41050","39033","37608","38306","38880","39101","38720","37068","35002","35254","34936",
"42","강원도","T40","시도간전입","명","88935","85247","81876","83119","87107","82563","80690","76312","77945","82291","83458",
"42","강원도","T50","시도간전출","명","84282","84535","78890","81034","82334","80671","78655","80166","76284","76834","76777",
"42110","춘천시","T10","총전입","명","49545","43883","42444","49629","46847","45937","41251","42479","42958","46268","46551",
"42110","춘천시","T20","총전출","명","47593","44014","41920","48767","45080","43653","41450","42314","42216","44586","43354",
"42110","춘천시","T25","순이동","명","1952","-131","524","862","1767","2284","-199","165","742","1682","3197",
"42110","춘천시","T30","시도내이동-시군구내","명","29498","25196","25492","31327","28009","26720","23788","24933","25844","27720","27033",
"42110","춘천시","T31","시도내이동-시군구간 전입","명","6188","5575","5346","5898","6121","6548","5828","6165","5427","5803","6201",
"42110","춘천시","T32","시도내이동-시군구간 전출","명","5322","5205","4752","5257","5027","4811","5178","4794","4548","4545","4258",
"42110","춘천시","T40","시도간전입","명","13859","13112","11606","12404","12717","12669","11635","11381","11687","12745","13317",
"42110","춘천시","T50","시도간전출","명","12773","13613","11676","12183","12044","12122","12484","12587","11824","12321","12063",
"42130","원주시","T10","총전입","명","59402","56099","50952","55708","57929","57766","51559","54277","61367","59935","56022",
"42130","원주시","T20","총전출","명","54862","53976","50872","53998","53155","53491","48472","51668","56401","54774","51820",
"42130","원주시","T25","순이동","명","4540","2123","80","1710","4774","4275","3087","2609","4966","5161","4202",
"42130","원주시","T30","시도내이동-시군구내","명","32190","31774","29133","32830","32240","32095","28243","30810","35337","32901","29521",
"42130","원주시","T31","시도내이동-시군구간 전입","명","7213","6790","5791","6231","6749","6652","6274","6495","7057","6932","6439",
"42130","원주시","T32","시도내이동-시군구간 전출","명","5348","5191","5157","5105","4861","5055","4770","4817","4665","4728","4832",
"42130","원주시","T40","시도간전입","명","19999","17535","16028","16647","18940","19019","17042","16972","18973","20102","20062",
"42130","원주시","T50","시도간전출","명","17324","17011","16582","16063","16054","16341","15459","16041","16399","17145","17467",
"42150","강릉시","T10","총전입","명","30489","31492","28827","29605","28757","30907","29115","32191","31980","31595","31820",
"42150","강릉시","T20","총전출","명","31680","31480","29769","30415","29942","31404","28575","32583","30787","30983","30668",
"42150","강릉시","T25","순이동","명","-1191","12","-942","-810","-1185","-497","540","-392","1193","612","1152",
"42150","강릉시","T30","시도내이동-시군구내","명","17164","17370","16010","16694","16379","18230","16051","19591","18780","18010","18032",
"42150","강릉시","T31","시도내이동-시군구간 전입","명","4659","4672","4141","4136","4176","4221","4247","4308","4212","4199","4109",
"42150","강릉시","T32","시도내이동-시군구간 전출","명","4825","4345","4506","4147","4247","4161","3939","3738","3490","3833","3647",
"42150","강릉시","T40","시도간전입","명","8666","9450","8676","8775","8202","8456","8817","8292","8988","9386","9679",
"42150","강릉시","T50","시도간전출","명","9691","9765","9253","9574","9316","9013","8585","9254","8517","9140","8989",
"42170","동해시","T10","총전입","명","13867","11774","14956","11789","11283","10520","11004","10856","10516","12978","11364",
"42170","동해시","T20","총전출","명","13465","13809","13782","12488","11954","11151","11413","12215","11039","12623","11376",
"42170","동해시","T25","순이동","명","402","-2035","1174","-699","-671","-631","-409","-1359","-523","355","-12",
"42170","동해시","T30","시도내이동-시군구내","명","5088","4825","6481","5019","4659","4203","4743","5152","4711","6281","4804",
"42170","동해시","T31","시도내이동-시군구간 전입","명","3085","2524","3184","2368","2281","2276","2030","1949","2078","2584","2302",
"42170","동해시","T32","시도내이동-시군구간 전출","명","2950","2970","2581","2446","2345","2335","2235","2634","2193","2164","2244",
"42170","동해시","T40","시도간전입","명","5694","4425","5291","4402","4343","4041","4231","3755","3727","4113","4258",
"42170","동해시","T50","시도간전출","명","5427","6014","4720","5023","4950","4613","4435","4429","4135","4178","4328",
"42190","태백시","T10","총전입","명","7324","6690","6135","6800","5695","6243","4876","4943","4763","4330","3698",
"42190","태백시","T20","총전출","명","7987","7372","6828","7353","6388","6591","5876","5836","5600","5282","4712",
"42190","태백시","T25","순이동","명","-663","-682","-693","-553","-693","-348","-1000","-893","-837","-952","-1014",
"42190","태백시","T30","시도내이동-시군구내","명","3584","3055","2857","3478","2657","2755","2281","2308","2340","2020","1658",
"42190","태백시","T31","시도내이동-시군구간 전입","명","1475","1365","1224","1349","1208","1387","1046","975","826","827","729",
"42190","태백시","T32","시도내이동-시군구간 전출","명","1601","1534","1491","1423","1456","1492","1366","1382","1206","1293","1196",
"42190","태백시","T40","시도간전입","명","2265","2270","2054","1973","1830","2101","1549","1660","1597","1483","1311",
"42190","태백시","T50","시도간전출","명","2802","2783","2480","2452","2275","2344","2229","2146","2054","1969","1858",
"42210","속초시","T10","총전입","명","12978","13421","12298","11868","13716","14468","15200","13225","13034","14860","13586",
"42210","속초시","T20","총전출","명","13655","13683","12830","12606","14252","14660","14486","13652","12788","13785","12976",
"42210","속초시","T25","순이동","명","-677","-262","-532","-738","-536","-192","714","-427","246","1075","610",
"42210","속초시","T30","시도내이동-시군구내","명","6007","6341","5701","5296","5357","6420","5933","6250","6065","7136","5988",
"42210","속초시","T31","시도내이동-시군구간 전입","명","2928","2893","2927","2877","3440","3662","4225","3047","2854","2950","2740",
"42210","속초시","T32","시도내이동-시군구간 전출","명","3013","2935","2861","3265","3616","3780","4014","3099","2785","2645","3012",
"42210","속초시","T40","시도간전입","명","4043","4187","3670","3695","4919","4386","5042","3928","4115","4774","4858",
"42210","속초시","T50","시도간전출","명","4635","4407","4268","4045","5279","4460","4539","4303","3938","4004","3976",
"42230","삼척시","T10","총전입","명","10338","10545","10771","10650","8767","8483","7933","11330","7491","7153","6665",
"42230","삼척시","T20","총전출","명","9938","10330","10105","11169","10084","9508","8671","11202","8359","8870","7731",
"42230","삼척시","T25","순이동","명","400","215","666","-519","-1317","-1025","-738","128","-868","-1717","-1066",
"42230","삼척시","T30","시도내이동-시군구내","명","3015","3372","2899","3688","2975","2812","2531","5334","2537","2907","2216",
"42230","삼척시","T31","시도내이동-시군구간 전입","명","2708","2522","2748","2270","1940","1900","1910","2346","1711","1408","1522",
"42230","삼척시","T32","시도내이동-시군구간 전출","명","2836","2722","2966","2629","2418","2386","2085","2006","2086","2443","2099",
"42230","삼척시","T40","시도간전입","명","4615","4651","5124","4692","3852","3771","3492","3650","3243","2838","2927",
"42230","삼척시","T50","시도간전출","명","4087","4236","4240","4852","4691","4310","4055","3862","3736","3520","3416",
"42720","홍천군","T10","총전입","명","7343","7380","8150","7094","6776","7196","7357","6802","6667","7368","6970",
"42720","홍천군","T20","총전출","명","7205","7370","7053","7091","6759","7173","6820","6876","7088","6820","7076",
"42720","홍천군","T25","순이동","명","138","10","1097","3","17","23","537","-74","-421","548","-106",
"42720","홍천군","T30","시도내이동-시군구내","명","1413","1650","1912","1466","1395","1609","1513","1346","1396","1302","1312",
"42720","홍천군","T31","시도내이동-시군구간 전입","명","1796","1772","1713","1566","1454","1537","1604","1538","1507","1472","1442",
"42720","홍천군","T32","시도내이동-시군구간 전출","명","2133","2008","1758","1990","1742","1979","1785","1912","2012","1991","2058",
"42720","홍천군","T40","시도간전입","명","4134","3958","4525","4062","3927","4050","4240","3918","3764","4594","4216",
"42720","홍천군","T50","시도간전출","명","3659","3712","3383","3635","3622","3585","3522","3618","3680","3527","3706",
"42730","횡성군","T10","총전입","명","5055","5187","5209","5177","5332","5024","5168","5420","4925","4832","5140",
"42730","횡성군","T20","총전출","명","4761","4768","4664","4492","4753","4600","4575","4620","4751","4581","4599",
"42730","횡성군","T25","순이동","명","294","419","545","685","579","424","593","800","174","251","541",
"42730","횡성군","T30","시도내이동-시군구내","명","748","723","745","712","806","641","763","752","718","636","786",
"42730","횡성군","T31","시도내이동-시군구간 전입","명","1554","1602","1758","1682","1563","1555","1578","1627","1543","1361","1451",
"42730","횡성군","T32","시도내이동-시군구간 전출","명","1820","1752","1665","1582","1748","1729","1664","1549","1814","1747","1685",
"42730","횡성군","T40","시도간전입","명","2753","2862","2706","2783","2963","2828","2827","3041","2664","2835","2903",
"42730","횡성군","T50","시도간전출","명","2193","2293","2254","2198","2199","2230","2148","2319","2219","2198","2128",
"42750","영월군","T10","총전입","명","4173","4302","4100","4502","4781","4385","4618","4527","3774","3786","3873",
"42750","영월군","T20","총전출","명","4227","4127","3888","4230","4510","4316","4282","4603","4077","3971","3930",
"42750","영월군","T25","순이동","명","-54","175","212","272","271","69","336","-76","-303","-185","-57",
"42750","영월군","T30","시도내이동-시군구내","명","514","469","488","558","509","467","577","692","544","479","558",
"42750","영월군","T31","시도내이동-시군구간 전입","명","974","953","970","1012","1153","995","981","1015","764","737","771",
"42750","영월군","T32","시도내이동-시군구간 전출","명","1065","966","975","1010","1188","1067","975","1016","964","915","891",
"42750","영월군","T40","시도간전입","명","2685","2880","2642","2932","3119","2923","3060","2820","2466","2570","2544",
"42750","영월군","T50","시도간전출","명","2648","2692","2425","2662","2813","2782","2730","2895","2569","2577","2481",
"42760","평창군","T10","총전입","명","4687","4632","4353","4448","4263","4130","3972","4025","3794","4031","3934",
"42760","평창군","T20","총전출","명","4582","4451","4201","4274","4243","4103","3970","4248","4080","4167","4080",
"42760","평창군","T25","순이동","명","105","181","152","174","20","27","2","-223","-286","-136","-146",
"42760","평창군","T30","시도내이동-시군구내","명","632","682","617","587","632","560","520","537","466","542","476",
"42760","평창군","T31","시도내이동-시군구간 전입","명","1253","1194","1071","1111","1024","1016","937","992","947","953","894",
"42760","평창군","T32","시도내이동-시군구간 전출","명","1552","1371","1330","1269","1335","1283","1248","1408","1433","1387","1351",
"42760","평창군","T40","시도간전입","명","2802","2756","2665","2750","2607","2554","2515","2496","2381","2536","2564",
"42760","평창군","T50","시도간전출","명","2398","2398","2254","2418","2276","2260","2202","2303","2181","2238","2253",
"42770","정선군","T10","총전입","명","4211","4153","4379","4049","4136","3674","3489","3672","3743","3516","3168",
"42770","정선군","T20","총전출","명","4967","4316","4190","4508","4198","3963","3769","3888","3949","3669","3515",
"42770","정선군","T25","순이동","명","-756","-163","189","-459","-62","-289","-280","-216","-206","-153","-347",
"42770","정선군","T30","시도내이동-시군구내","명","1023","950","1160","1050","1064","873","822","773","1041","909","813",
"42770","정선군","T31","시도내이동-시군구간 전입","명","1158","1129","1175","1014","1000","966","884","1026","925","873","752",
"42770","정선군","T32","시도내이동-시군구간 전출","명","1689","1428","1229","1374","1292","1257","1224","1261","1169","1100","1128",
"42770","정선군","T40","시도간전입","명","2030","2074","2044","1985","2072","1835","1783","1873","1777","1734","1603",
"42770","정선군","T50","시도간전출","명","2255","1938","1801","2084","1842","1833","1723","1854","1739","1660","1574",
"42780","철원군","T10","총전입","명","5357","6038","4910","5595","7393","5072","4951","4929","4916","4372","4172",
"42780","철원군","T20","총전출","명","6228","6205","5473","5507","6234","5842","5720","5634","5684","5182","5182",
"42780","철원군","T25","순이동","명","-871","-167","-563","88","1159","-770","-769","-705","-768","-810","-1010",
"42780","철원군","T30","시도내이동-시군구내","명","1329","1692","1106","1053","1129","1182","1147","1023","1558","1165","1158",
"42780","철원군","T31","시도내이동-시군구간 전입","명","412","456","499","497","783","410","443","502","367","437","361",
"42780","철원군","T32","시도내이동-시군구간 전출","명","612","518","507","511","734","617","575","576","506","528","541",
"42780","철원군","T40","시도간전입","명","3616","3890","3305","4045","5481","3480","3361","3404","2991","2770","2653",
"42780","철원군","T50","시도간전출","명","4287","3995","3860","3943","4371","4043","3998","4035","3620","3489","3483",
"42790","화천군","T10","총전입","명","5350","4007","3922","6193","4513","4095","4338","3453","3840","3667","3564",
"42790","화천군","T20","총전출","명","4851","3998","3922","4215","4718","4877","4594","4383","4016","3679","4056",
"42790","화천군","T25","순이동","명","499","9","0","1978","-205","-782","-256","-930","-176","-12","-492",
"42790","화천군","T30","시도내이동-시군구내","명","1275","652","669","672","759","826","824","659","735","614","764",
"42790","화천군","T31","시도내이동-시군구간 전입","명","1138","942","824","1468","1049","898","1029","924","767","804","744",
"42790","화천군","T32","시도내이동-시군구간 전출","명","1179","1034","1072","1198","1415","1301","1331","1365","1069","1162","1186",
"42790","화천군","T40","시도간전입","명","2937","2413","2429","4053","2705","2371","2485","1870","2338","2249","2056",
"42790","화천군","T50","시도간전출","명","2397","2312","2181","2345","2544","2750","2439","2359","2212","1903","2106",
"42800","양구군","T10","총전입","명","3645","3734","4672","3379","3478","3242","3204","3022","2813","2821","2583",
"42800","양구군","T20","총전출","명","3241","3251","3914","3124","3302","3384","3409","3432","3458","3284","3021",
"42800","양구군","T25","순이동","명","404","483","758","255","176","-142","-205","-410","-645","-463","-438",
"42800","양구군","T30","시도내이동-시군구내","명","702","732","1352","528","527","476","509","578","521","563","533",
"42800","양구군","T31","시도내이동-시군구간 전입","명","916","1008","883","945","865","899","859","813","836","779","672",
"42800","양구군","T32","시도내이동-시군구간 전출","명","887","937","867","907","924","966","1002","1010","1044","957","1054",
"42800","양구군","T40","시도간전입","명","2027","1994","2437","1906","2086","1867","1836","1631","1456","1479","1378",
"42800","양구군","T50","시도간전출","명","1652","1582","1695","1689","1851","1942","1898","1844","1893","1764","1434",
"42810","인제군","T10","총전입","명","4711","4982","4224","4403","5264","4022","4400","4092","4120","4823","5688",
"42810","인제군","T20","총전출","명","4665","4622","4252","4534","4608","4647","4618","4540","4568","4789","5080",
"42810","인제군","T25","순이동","명","46","360","-28","-131","656","-625","-218","-448","-448","34","608",
"42810","인제군","T30","시도내이동-시군구내","명","743","896","649","786","697","685","711","731","704","1239","1313",
"42810","인제군","T31","시도내이동-시군구간 전입","명","982","1103","921","984","1018","833","974","799","832","946","1153",
"42810","인제군","T32","시도내이동-시군구간 전출","명","1319","1307","1051","1242","1205","1267","1213","1116","1204","1117","1166",
"42810","인제군","T40","시도간전입","명","2986","2983","2654","2633","3549","2504","2715","2562","2584","2638","3222",
"42810","인제군","T50","시도간전출","명","2603","2419","2552","2506","2706","2695","2694","2693","2660","2433","2601",
"42820","고성군","T10","총전입","명","4103","4279","4327","4192","4803","5011","5540","3501","3096","3171","4637",
"42820","고성군","T20","총전출","명","4119","4067","3945","4200","4862","4816","5435","5169","3835","3438","3807",
"42820","고성군","T25","순이동","명","-16","212","382","-8","-59","195","105","-1668","-739","-267","830",
"42820","고성군","T30","시도내이동-시군구내","명","542","637","491","521","662","625","550","718","617","540","1034",
"42820","고성군","T31","시도내이동-시군구간 전입","명","1378","1379","1402","1736","1936","2216","2672","1326","1081","1171","1616",
"42820","고성군","T32","시도내이동-시군구간 전출","명","1639","1575","1620","1757","2039","2224","2816","2263","1681","1491","1363",
"42820","고성군","T40","시도간전입","명","2183","2263","2434","1935","2205","2170","2318","1457","1398","1460","1987",
"42820","고성군","T50","시도간전출","명","1938","1855","1834","1922","2161","1967","2069","2188","1537","1407","1410",
"42830","양양군","T10","총전입","명","3499","3298","3288","3288","3392","3309","3678","3654","3829","3848","3668",
"42830","양양군","T20","총전출","명","3398","3345","3323","3313","3310","3413","3483","3389","3269","3414","3439",
"42830","양양군","T25","순이동","명","101","-47","-35","-25","82","-104","195","265","560","434","229",
"42830","양양군","T30","시도내이동-시군구내","명","625","600","671","679","682","641","737","831","765","845","710",
"42830","양양군","T31","시도내이동-시군구간 전입","명","1233","1154","1031","1162","1120","1130","1199","1221","1268","1018","1038",
"42830","양양군","T32","시도내이동-시군구간 전출","명","1260","1235","1220","1194","1288","1391","1300","1122","1133","1208","1225",
"42830","양양군","T40","시도간전입","명","1641","1544","1586","1447","1590","1538","1742","1602","1796","1985","1920",
"42830","양양군","T50","시도간전출","명","1513","1510","1432","1440","1340","1381","1446","1436","1371","1361","1504",
"43","충청북도","T10","총전입","명","228594","212263","215973","215944","214626","202679","197177","218886","211396","229895","214300",
"43","충청북도","T20","총전출","명","220515","207622","212860","213577","213188","197668","194915","213737","208831","226441","210838",
"43","충청북도","T25","순이동","명","8079","4641","3113","2367","1438","5011","2262","5149","2565","3454","3462",
"43","충청북도","T30","시도내이동-시군구내","명","103337","94467","101578","105337","106553","100466","95481","112186","107970","118937","105180",
"43","충청북도","T31","시도내이동-시군구간 전입","명","42342","38994","38381","31277","26711","23690","24344","26684","25414","28216","26250",
"43","충청북도","T32","시도내이동-시군구간 전출","명","42342","38994","38381","31277","26711","23690","24344","26684","25414","28216","26250",
"43","충청북도","T40","시도간전입","명","82915","78802","76014","79330","81362","78523","77352","80016","78012","82742","82870",
"43","충청북도","T50","시도간전출","명","74836","74161","72901","76963","79924","73512","75090","74867","75447","79288","79408",
"43110","청주시","T10","총전입","명","104809","99066","106882","122001","117932","107867","102507","117835","113338","136888","123377",
"43110","청주시","T20","총전출","명","103509","99006","105026","123097","122333","108583","104956","117993","112770","132403","119563",
"43110","청주시","T25","순이동","명","1300","60","1856","-1096","-4401","-716","-2449","-158","568","4485","3814",
"43110","청주시","T30","시도내이동-시군구내","명","62795","59004","66818","70626","72968","65959","61737","74483","69905","86534","73782",
"43110","청주시","T31","시도내이동-시군구간 전입","명","16106","14665","15244","15990","8501","7725","7601","8027","8168","9963","9438",
"43110","청주시","T32","시도내이동-시군구간 전출","명","15037","13931","12954","15125","8848","7551","7090","7823","7460","8138","7615",
"43110","청주시","T40","시도간전입","명","25908","25397","24820","35385","36463","34183","33169","35325","35265","40391","40157",
"43110","청주시","T50","시도간전출","명","25677","26071","25254","37346","40517","35073","36129","35687","35405","37731","38166",
"43130","충주시","T10","총전입","명","30836","28887","28061","30647","27594","29140","27315","33432","33960","29948","29990",
"43130","충주시","T20","총전출","명","31232","28914","28374","30254","28237","28650","26946","30741","33182","29887","29510",
"43130","충주시","T25","순이동","명","-396","-27","-313","393","-643","490","369","2691","778","61","480",
"43130","충주시","T30","시도내이동-시군구내","명","17474","15755","15820","17484","15521","16599","14970","19153","20804","16714","16378",
"43130","충주시","T31","시도내이동-시군구간 전입","명","2695","2695","2537","2624","2401","2442","2405","2928","2612","2695","2708",
"43130","충주시","T32","시도내이동-시군구간 전출","명","3140","2908","2758","2645","2878","2557","2435","2347","2534","2822","2737",
"43130","충주시","T40","시도간전입","명","10667","10437","9704","10539","9672","10099","9940","11351","10544","10539","10904",
"43130","충주시","T50","시도간전출","명","10618","10251","9796","10125","9838","9494","9541","9241","9844","10351","10395",
"43150","제천시","T10","총전입","명","21261","19060","17662","17606","18081","18831","19162","17841","17669","15958","15905",
"43150","제천시","T20","총전출","명","20901","19281","17964","18080","18653","18329","18923","18563","17978","17060","16381",
"43150","제천시","T25","순이동","명","360","-221","-302","-474","-572","502","239","-722","-309","-1102","-476",
"43150","제천시","T30","시도내이동-시군구내","명","11396","9846","9110","8811","9555","9819","10352","9754","9524","8216","7891",
"43150","제천시","T31","시도내이동-시군구간 전입","명","1814","1605","1407","1455","1454","1501","1484","1448","1456","1448","1511",
"43150","제천시","T32","시도내이동-시군구간 전출","명","1790","1843","1628","1635","1670","1561","1526","1746","1512","1663","1596",
"43150","제천시","T40","시도간전입","명","8051","7609","7145","7340","7072","7511","7326","6639","6689","6294","6503",
"43150","제천시","T50","시도간전출","명","7715","7592","7226","7634","7428","6949","7045","7063","6942","7181","6894",
"43710","청원군","T10","총전입","명","26993","22639","21042","0","0","0","0","0","0","0","0",
"43710","청원군","T20","총전출","명","22401","20419","21668","0","0","0","0","0","0","0","0",
"43710","청원군","T25","순이동","명","4592","2220","-626","0","0","0","0","0","0","0","0",
"43710","청원군","T30","시도내이동-시군구내","명","3359","2337","2308","0","0","0","0","0","0","0","0",
"43710","청원군","T31","시도내이동-시군구간 전입","명","10781","9555","8580","0","0","0","0","0","0","0","0",
"43710","청원군","T32","시도내이동-시군구간 전출","명","10072","9150","9920","0","0","0","0","0","0","0","0",
"43710","청원군","T40","시도간전입","명","12853","10747","10154","0","0","0","0","0","0","0","0",
"43710","청원군","T50","시도간전출","명","8970","8932","9440","0","0","0","0","0","0","0","0",
"43720","보은군","T10","총전입","명","3086","2979","3110","3578","3846","3234","3182","3015","2651","2943","2931",
"43720","보은군","T20","총전출","명","3121","2997","2934","3426","3521","3065","3081","3094","3024","3051","2941",
"43720","보은군","T25","순이동","명","-35","-18","176","152","325","169","101","-79","-373","-108","-10",
"43720","보은군","T30","시도내이동-시군구내","명","631","592","644","690","649","592","642","631","632","628","637",
"43720","보은군","T31","시도내이동-시군구간 전입","명","836","826","906","884","1007","794","792","827","646","733","778",
"43720","보은군","T32","시도내이동-시군구간 전출","명","993","916","896","1004","1060","830","812","870","891","978","846",
"43720","보은군","T40","시도간전입","명","1619","1561","1560","2004","2190","1848","1748","1557","1373","1582","1516",
"43720","보은군","T50","시도간전출","명","1497","1489","1394","1732","1812","1643","1627","1593","1501","1445","1458",
"43730","옥천군","T10","총전입","명","4516","4553","4169","4321","4450","4111","4072","4300","3891","4099","4553",
"43730","옥천군","T20","총전출","명","4885","4536","4383","4395","4263","4004","4212","4220","3905","4174","4266",
"43730","옥천군","T25","순이동","명","-369","17","-214","-74","187","107","-140","80","-14","-75","287",
"43730","옥천군","T30","시도내이동-시군구내","명","835","813","769","747","669","699","733","758","570","700","794",
"43730","옥천군","T31","시도내이동-시군구간 전입","명","427","487","356","539","549","446","424","486","430","423","456",
"43730","옥천군","T32","시도내이동-시군구간 전출","명","488","477","420","507","538","517","504","442","442","482","565",
"43730","옥천군","T40","시도간전입","명","3254","3253","3044","3035","3232","2966","2915","3056","2891","2976","3303",
"43730","옥천군","T50","시도간전출","명","3562","3246","3194","3141","3056","2788","2975","3020","2893","2992","2907",
"43740","영동군","T10","총전입","명","5286","5142","5012","5554","5579","5945","5390","5069","4650","4518","3882",
"43740","영동군","T20","총전출","명","4950","4811","4842","4971","5343","5718","5397","5296","5188","5326","4839",
"43740","영동군","T25","순이동","명","336","331","170","583","236","227","-7","-227","-538","-808","-957",
"43740","영동군","T30","시도내이동-시군구내","명","1066","1068","1010","1115","934","1173","974","952","839","884","872",
"43740","영동군","T31","시도내이동-시군구간 전입","명","399","487","494","477","477","570","579","491","417","380","362",
"43740","영동군","T32","시도내이동-시군구간 전출","명","534","546","443","508","539","523","577","604","521","584","541",
"43740","영동군","T40","시도간전입","명","3821","3587","3508","3962","4168","4202","3837","3626","3394","3254","2648",
"43740","영동군","T50","시도간전출","명","3350","3197","3389","3348","3870","4022","3846","3740","3828","3858","3426",
"43745","증평군","T10","총전입","명","4075","3600","3754","3824","5350","4156","3988","3575","4045","4062","4004",
"43745","증평군","T20","총전출","명","3791","3497","3634","3768","3609","3694","3669","4114","4007","4567","4251",
"43745","증평군","T25","순이동","명","284","103","120","56","1741","462","319","-539","38","-505","-247",
"43745","증평군","T30","시도내이동-시군구내","명","153","103","143","138","163","147","126","129","144","132","128",
"43745","증평군","T31","시도내이동-시군구간 전입","명","2158","1822","1851","1867","3071","2112","1828","1686","2022","2081","2009",
"43745","증평군","T32","시도내이동-시군구간 전출","명","1919","1778","1852","1965","1848","1858","1856","2212","2117","2506","2180",
"43745","증평군","T40","시도간전입","명","1764","1675","1760","1819","2116","1897","2034","1760","1879","1849","1867",
"43745","증평군","T50","시도간전출","명","1719","1616","1639","1665","1598","1689","1687","1773","1746","1929","1943",
"43750","진천군","T10","총전입","명","8308","7388","7855","7314","10464","9288","11500","13833","12001","12291","11098",
"43750","진천군","T20","총전출","명","7561","7064","6800","6888","7777","7416","7795","9330","9226","9705","9430",
"43750","진천군","T25","순이동","명","747","324","1055","426","2687","1872","3705","4503","2775","2586","1668",
"43750","진천군","T30","시도내이동-시군구내","명","2040","1596","1675","1402","2098","1874","2129","2804","2236","1996","1685",
"43750","진천군","T31","시도내이동-시군구간 전입","명","2312","2048","2323","2077","3779","3037","4278","5172","4122","4570","3640",
"43750","진천군","T32","시도내이동-시군구간 전출","명","2575","2322","2187","2412","2633","2394","2403","2679","2873","3197","3108",
"43750","진천군","T40","시도간전입","명","3956","3744","3857","3835","4587","4377","5093","5857","5643","5725","5773",
"43750","진천군","T50","시도간전출","명","2946","3146","2938","3074","3046","3148","3263","3847","4117","4512","4637",
"43760","괴산군","T10","총전입","명","4616","4652","4995","5125","5403","5156","5283","5126","5515","6360","5541",
"43760","괴산군","T20","총전출","명","3768","3912","4333","4548","4626","4608","4804","4612","5122","5725","6208",
"43760","괴산군","T25","순이동","명","848","740","662","577","777","548","479","514","393","635","-667",
"43760","괴산군","T30","시도내이동-시군구내","명","651","678","792","765","803","778","830","629","778","750","769",
"43760","괴산군","T31","시도내이동-시군구간 전입","명","1503","1526","1771","1866","2048","1884","1678","2129","2279","2703","2214",
"43760","괴산군","T32","시도내이동-시군구간 전출","명","1652","1698","1778","1896","1968","1967","2039","1936","2255","2627","2889",
"43760","괴산군","T40","시도간전입","명","2462","2448","2432","2494","2552","2494","2775","2368","2458","2907","2558",
"43760","괴산군","T50","시도간전출","명","1465","1536","1763","1887","1855","1863","1935","2047","2089","2348","2550",
"43770","음성군","T10","총전입","명","11643","11371","10555","13053","13038","12210","12022","11759","11162","10555","10680",
"43770","음성군","T20","총전출","명","11178","10100","10107","11188","11946","10825","12375","12961","11674","11930","10812",
"43770","음성군","T25","순이동","명","465","1271","448","1865","1092","1385","-353","-1202","-512","-1375","-132",
"43770","음성군","T30","시도내이동-시군구내","명","2398","2132","2014","3004","2598","2305","2465","2185","2027","1940","1775",
"43770","음성군","T31","시도내이동-시군구간 전입","명","2506","2600","2288","2892","2841","2616","2665","2791","2742","2693","2663",
"43770","음성군","T32","시도내이동-시군구간 전출","명","3116","2594","2749","2776","4027","3130","4306","5264","4016","4429","3401",
"43770","음성군","T40","시도간전입","명","6739","6639","6253","7157","7599","7289","6892","6783","6393","5922","6242",
