"[A]행정구역(시군구)별","행정구역(시군구)별","[Item]항목","항목","단위","2011 년","2012 년","2013 년","2014 년","2015 년","2016 년","2017 년","2018 년","2019 년","2020 년","2021 년",
"28720","옹진군","T20","총전출","명","3499","3904","4018","3853","3603","3292","3320","3488","3452","3242","3181",
"28720","옹진군","T25","순이동","명","726","546","722","47","301","446","294","-446","-395","0","3",
"28720","옹진군","T30","시도내이동-시군구내","명","125","201","146","140","166","137","130","110","101","114","128",
"28720","옹진군","T31","시도내이동-시군구간 전입","명","1598","1405","1586","1417","1333","1222","1223","1000","959","1066","1077",
"28720","옹진군","T32","시도내이동-시군구간 전출","명","1422","1431","1326","1261","1183","1078","1132","1242","1119","1019","986",
"28720","옹진군","T40","시도간전입","명","2502","2844","3008","2343","2405","2379","2261","1932","1997","2062","1979",
"28720","옹진군","T50","시도간전출","명","1952","2272","2546","2452","2254","2077","2058","2136","2232","2109","2067",
"29","광주광역시","T10","총전입","명","260561","228612","226696","243066","224603","213176","208138","218892","217130","226163","212888",
"29","광주광역시","T20","총전출","명","259282","230437","229288","246043","233875","221074","216256","225108","221005","232246","218771",
"29","광주광역시","T25","순이동","명","1279","-1825","-2592","-2977","-9272","-7898","-8118","-6216","-3875","-6083","-5883",
"29","광주광역시","T30","시도내이동-시군구내","명","92897","79574","82576","86184","79293","77462","75293","80537","75101","81431","74956",
"29","광주광역시","T31","시도내이동-시군구간 전입","명","86974","72996","72689","78137","71484","68120","66881","69166","74251","77086","73211",
"29","광주광역시","T32","시도내이동-시군구간 전출","명","86974","72996","72689","78137","71484","68120","66881","69166","74251","77086","73211",
"29","광주광역시","T40","시도간전입","명","80690","76042","71431","78745","73826","67594","65964","69189","67778","67646","64721",
"29","광주광역시","T50","시도간전출","명","79411","77867","74023","81722","83098","75492","74082","75405","71653","73729","70604",
"29110","동  구","T10","총전입","명","18748","18597","15885","16488","16649","15175","16326","17552","22500","21831","19455",
"29110","동  구","T20","총전출","명","21832","19605","18548","18770","18656","17985","16366","18265","18129","17236","18171",
"29110","동  구","T25","순이동","명","-3084","-1008","-2663","-2282","-2007","-2810","-40","-713","4371","4595","1284",
"29110","동  구","T30","시도내이동-시군구내","명","4103","4222","4030","3803","4009","3752","3613","4428","4973","4235","4196",
"29110","동  구","T31","시도내이동-시군구간 전입","명","8530","7978","6722","6728","7367","6561","7763","7782","11751","11747","9508",
"29110","동  구","T32","시도내이동-시군구간 전출","명","11437","9112","9037","8785","8796","8844","7640","8660","7998","7510","8308",
"29110","동  구","T40","시도간전입","명","6115","6397","5133","5957","5273","4862","4950","5342","5776","5849","5751",
"29110","동  구","T50","시도간전출","명","6292","6271","5481","6182","5851","5389","5113","5177","5158","5491","5667",
"29140","서  구","T10","총전입","명","53610","47863","46660","45925","42825","51723","42800","44753","42669","43395","41115",
"29140","서  구","T20","총전출","명","58307","50888","49207","52010","48918","48104","45921","47806","45979","47637","45787",
"29140","서  구","T25","순이동","명","-4697","-3025","-2547","-6085","-6093","3619","-3121","-3053","-3310","-4242","-4672",
"29140","서  구","T30","시도내이동-시군구내","명","18800","15500","15475","14224","13206","17906","13932","14619","13266","13467","12910",
"29140","서  구","T31","시도내이동-시군구간 전입","명","18338","16054","15889","14900","14271","18836","14605","15133","15084","15681","14643",
"29140","서  구","T32","시도내이동-시군구간 전출","명","22528","18631","17597","19987","18192","14553","16096","16824","17776","18753","18306",
"29140","서  구","T40","시도간전입","명","16472","16309","15296","16801","15348","14981","14263","15001","14319","14247","13562",
"29140","서  구","T50","시도간전출","명","16979","16757","16135","17799","17520","15645","15893","16363","14937","15417","14571",
"29155","남  구","T10","총전입","명","40548","32508","31007","39111","36008","31059","31213","30999","36433","30491","35389",
"29155","남  구","T20","총전출","명","38331","33734","33353","35865","34906","32940","32431","32974","34587","33589","33421",
"29155","남  구","T25","순이동","명","2217","-1226","-2346","3246","1102","-1881","-1218","-1975","1846","-3098","1968",
"29155","남  구","T30","시도내이동-시군구내","명","12298","9721","9815","11945","11096","9624","9758","9717","10865","9536","11132",
"29155","남  구","T31","시도내이동-시군구간 전입","명","16339","12110","11135","15178","13586","11425","11855","11535","15226","11591","14999",
"29155","남  구","T32","시도내이동-시군구간 전출","명","14004","12005","12294","11537","11152","11711","11419","11608","12921","12867","11645",
"29155","남  구","T40","시도간전입","명","11911","10677","10057","11988","11326","10010","9600","9747","10342","9364","9258",
"29155","남  구","T50","시도간전출","명","12029","12008","11244","12383","12658","11605","11254","11649","10801","11186","10644",
"29170","북  구","T10","총전입","명","76339","65811","68799","76391","67350","58693","62317","69768","60085","68148","61591",
"29170","북  구","T20","총전출","명","78370","68507","68498","75855","70434","65303","65293","69290","66587","71019","64280",
"29170","북  구","T25","순이동","명","-2031","-2696","301","536","-3084","-6610","-2976","478","-6502","-2871","-2689",
"29170","북  구","T30","시도내이동-시군구내","명","29836","25271","27459","30753","26582","23770","25717","29481","24185","28146","24222",
"29170","북  구","T31","시도내이동-시군구간 전입","명","22064","17990","20114","22566","19063","15747","17541","19724","16338","20239","18362",
"29170","북  구","T32","시도내이동-시군구간 전출","명","23548","19900","18988","20734","18928","19323","17766","17867","21115","21168","19478",
"29170","북  구","T40","시도간전입","명","24439","22550","21226","23072","21705","19176","19059","20563","19562","19763","19007",
"29170","북  구","T50","시도간전출","명","24986","23336","22051","24368","24924","22210","21810","21942","21287","21705","20580",
"29200","광산구","T10","총전입","명","71316","63833","64345","65151","61771","56526","55482","55820","55443","62298","55338",
"29200","광산구","T20","총전출","명","62442","57703","59682","63543","60961","56742","56245","56773","55723","62765","57112",
"29200","광산구","T25","순이동","명","8874","6130","4663","1608","810","-216","-763","-953","-280","-467","-1774",
"29200","광산구","T30","시도내이동-시군구내","명","27860","24860","25797","25459","24400","22410","22273","22292","21812","26047","22496",
"29200","광산구","T31","시도내이동-시군구간 전입","명","21703","18864","18829","18765","17197","15551","15117","14992","15852","17828","15699",
"29200","광산구","T32","시도내이동-시군구간 전출","명","15457","13348","14773","17094","14416","13689","13960","14207","14441","16788","15474",
"29200","광산구","T40","시도간전입","명","21753","20109","19719","20927","20174","18565","18092","18536","17779","18423","17143",
"29200","광산구","T50","시도간전출","명","19125","19495","19112","20990","22145","20643","20012","20274","19470","19930","19142",
"30","대전광역시","T10","총전입","명","264244","239635","230858","239559","220774","219252","211449","212879","212424","232321","211565",
"30","대전광역시","T20","총전출","명","260900","239136","230547","248397","241390","229883","227624","227632","228766","243418","220496",
"30","대전광역시","T25","순이동","명","3344","499","311","-8838","-20616","-10631","-16175","-14753","-16342","-11097","-8931",
"30","대전광역시","T30","시도내이동-시군구내","명","85377","71391","72406","73415","68094","67638","64181","65470","65817","73445","61757",
"30","대전광역시","T31","시도내이동-시군구간 전입","명","90083","80990","76387","83546","71515","71238","67475","67848","68178","77135","69778",
"30","대전광역시","T32","시도내이동-시군구간 전출","명","90083","80990","76387","83546","71515","71238","67475","67848","68178","77135","69778",
"30","대전광역시","T40","시도간전입","명","88784","87254","82065","82598","81165","80376","79793","79561","78429","81741","80030",
"30","대전광역시","T50","시도간전출","명","85440","86755","81754","91436","101781","91007","95968","94314","94771","92838","88961",
"30110","동  구","T10","총전입","명","45410","38226","37113","33388","31522","30728","28810","34055","32115","33434","33423",
"30110","동  구","T20","총전출","명","43912","38583","39251","39372","38121","35642","33240","35211","33892","36557","32612",
"30110","동  구","T25","순이동","명","1498","-357","-2138","-5984","-6599","-4914","-4430","-1156","-1777","-3123","811",
"30110","동  구","T30","시도내이동-시군구내","명","15088","11654","12088","10613","9995","9924","8444","11264","9835","10483","9356",
"30110","동  구","T31","시도내이동-시군구간 전입","명","17462","14096","13264","11539","10461","10035","9604","11585","11074","11853","12123",
"30110","동  구","T32","시도내이동-시군구간 전출","명","16572","14766","15492","15934","14089","13534","12559","11919","11655","13850","11405",
"30110","동  구","T40","시도간전입","명","12860","12476","11761","11236","11066","10769","10762","11206","11206","11098","11944",
"30110","동  구","T50","시도간전출","명","12252","12163","11671","12825","14037","12184","12237","12028","12402","12224","11851",
"30140","중  구","T10","총전입","명","42547","36979","38936","35230","32735","31226","30846","31395","31052","32777","29161",
"30140","중  구","T20","총전출","명","43906","39318","38933","39727","38322","35237","34426","35629","34545","36979","33082",
"30140","중  구","T25","순이동","명","-1359","-2339","3","-4497","-5587","-4011","-3580","-4234","-3493","-4202","-3921",
"30140","중  구","T30","시도내이동-시군구내","명","13921","11341","12377","11012","10560","9437","9274","9742","9242","10232","8707",
"30140","중  구","T31","시도내이동-시군구간 전입","명","16766","14548","15669","13712","12055","11785","11527","11700","12184","12771","11165",
"30140","중  구","T32","시도내이동-시군구간 전출","명","17641","15970","14977","16592","14480","13996","12999","13864","13643","15007","13367",
"30140","중  구","T40","시도간전입","명","11860","11090","10890","10506","10120","10004","10045","9953","9626","9774","9289",
"30140","중  구","T50","시도간전출","명","12344","12007","11579","12123","13282","11804","12153","12023","11660","11740","11008",
"30170","서  구","T10","총전입","명","85832","74987","76498","79063","72726","75485","70654","71427","73866","77480","70514",
"30170","서  구","T20","총전출","명","89457","80507","76910","84558","80720","77665","75755","75324","78258","81315","74866",
"30170","서  구","T25","순이동","명","-3625","-5520","-412","-5495","-7994","-2180","-5101","-3897","-4392","-3835","-4352",
"30170","서  구","T30","시도내이동-시군구내","명","33209","27410","28946","29491","26944","27670","25202","25546","27353","28317","24611",
"30170","서  구","T31","시도내이동-시군구간 전입","명","24051","21108","22185","23879","20095","22155","19677","20632","21203","23179","21024",
"30170","서  구","T32","시도내이동-시군구간 전출","명","28199","25638","21768","26137","21852","21384","20410","20407","20856","23048","21528",
"30170","서  구","T40","시도간전입","명","28572","26469","25367","25693","25687","25660","25775","25249","25310","25984","24879",
"30170","서  구","T50","시도간전출","명","28049","27459","26196","28930","31924","28611","30143","29371","30049","29950","28727",
"30200","유성구","T10","총전입","명","61579","60575","52129","67026","60944","60815","59618","56849","56718","61454","56430",
"30200","유성구","T20","총전출","명","51611","51354","47065","56275","56007","55672","56685","57312","58623","61016","57074",
"30200","유성구","T25","순이동","명","9968","9221","5064","10751","4937","5143","2933","-463","-1905","438","-644",
"30200","유성구","T30","시도내이동-시군구내","명","14505","12801","11106","15230","13832","14723","14091","13649","14335","15586","13471",
"30200","유성구","T31","시도내이동-시군구간 전입","명","20554","20140","15132","24907","20623","19455","19440","16975","16731","18420","16461",
"30200","유성구","T32","시도내이동-시군구간 전출","명","13569","12533","12556","12959","10327","12158","11224","12103","12996","15528","14540",
"30200","유성구","T40","시도간전입","명","26520","27634","25891","26889","26489","26637","26087","26225","25652","27448","26498",
"30200","유성구","T50","시도간전출","명","23537","26020","23403","28086","31848","28791","31370","31560","31292","29902","29063",
"30230","대덕구","T10","총전입","명","28876","28868","26182","24852","22847","20998","21521","19153","18673","27176","22037",
"30230","대덕구","T20","총전출","명","32014","29374","28388","28465","28220","25667","27518","24156","23448","27551","22862",
"30230","대덕구","T25","순이동","명","-3138","-506","-2206","-3613","-5373","-4669","-5997","-5003","-4775","-375","-825",
"30230","대덕구","T30","시도내이동-시군구내","명","8654","8185","7889","7069","6763","5884","7170","5269","5052","8827","5612",
"30230","대덕구","T31","시도내이동-시군구간 전입","명","11250","11098","10137","9509","8281","7808","7227","6956","6986","10912","9005",
"30230","대덕구","T32","시도내이동-시군구간 전출","명","14102","12083","11594","11924","10767","10166","10283","9555","9028","9702","8938",
"30230","대덕구","T40","시도간전입","명","8972","9585","8156","8274","7803","7306","7124","6928","6635","7437","7420",
"30230","대덕구","T50","시도간전출","명","9258","9106","8905","9472","10690","9617","10065","9332","9368","9022","8312",
"31","울산광역시","T10","총전입","명","164963","161433","159492","176015","170393","148190","135199","127922","142056","136112","129880",
"31","울산광역시","T20","총전출","명","163091","157427","157185","173229","170473","155812","147116","140576","152228","149696","143554",
"31","울산광역시","T25","순이동","명","1872","4006","2307","2786","-80","-7622","-11917","-12654","-10172","-13584","-13674",
"31","울산광역시","T30","시도내이동-시군구내","명","60856","59048","58520","61578","57758","55962","47645","44554","50135","48931","45646",
"31","울산광역시","T31","시도내이동-시군구간 전입","명","53713","50108","48733","60555","58373","47380","47144","44138","51848","46706","44822",
"31","울산광역시","T32","시도내이동-시군구간 전출","명","53713","50108","48733","60555","58373","47380","47144","44138","51848","46706","44822",
"31","울산광역시","T40","시도간전입","명","50394","52277","52239","53882","54262","44848","40410","39230","40073","40475","39412",
"31","울산광역시","T50","시도간전출","명","48522","48271","49932","51096","54342","52470","52327","51884","50245","54059","53086",
"31110","중구","T10","총전입","명","31900","31023","31818","39119","39832","28059","27048","21487","23477","23690","23508",
"31110","중구","T20","총전출","명","33131","31702","31041","35802","35271","31136","31695","28537","31948","29529","27448",
"31110","중구","T25","순이동","명","-1231","-679","777","3317","4561","-3077","-4647","-7050","-8471","-5839","-3940",
"31110","중구","T30","시도내이동-시군구내","명","11855","11121","11362","13914","13241","10275","10501","7875","8475","8530","8079",
"31110","중구","T31","시도내이동-시군구간 전입","명","12452","12134","12930","16343","16890","10617","10195","7793","9017","9264","9673",
"31110","중구","T32","시도내이동-시군구간 전출","명","13084","12169","11617","13521","12687","11927","12366","11818","14946","12092","10901",
"31110","중구","T40","시도간전입","명","7593","7768","7526","8862","9701","7167","6352","5819","5985","5896","5756",
"31110","중구","T50","시도간전출","명","8192","8412","8062","8367","9343","8934","8828","8844","8527","8907","8468",
"31140","남구","T10","총전입","명","50969","52458","49952","53577","50526","45018","39769","38739","39741","47467","40642",
"31140","남구","T20","총전출","명","53651","51318","49726","56859","56686","49528","46272","44157","47204","51525","46692",
"31140","남구","T25","순이동","명","-2682","1140","226","-3282","-6160","-4510","-6503","-5418","-7463","-4058","-6050",
"31140","남구","T30","시도내이동-시군구내","명","21224","21092","20237","21863","21166","19297","16241","15561","16361","20830","16925",
"31140","남구","T31","시도내이동-시군구간 전입","명","15376","16145","14944","16571","14553","12886","12121","11887","12205","14563","12394",
"31140","남구","T32","시도내이동-시군구간 전출","명","17019","15109","14470","19559","19247","15108","15018","13799","16116","14439","14347",
"31140","남구","T40","시도간전입","명","14369","15221","14771","15143","14807","12835","11407","11291","11175","12074","11323",
"31140","남구","T50","시도간전출","명","15408","15117","15019","15437","16273","15123","15013","14797","14727","16256","15420",
"31170","동구","T10","총전입","명","27633","28967","30254","26633","24045","27660","18090","15915","14973","16350","15570",
"31170","동구","T20","총전출","명","27688","27327","28865","30146","27251","29527","24018","21598","20420","19402","18099",
"31170","동구","T25","순이동","명","-55","1640","1389","-3513","-3206","-1867","-5928","-5683","-5447","-3052","-2529",
"31170","동구","T30","시도내이동-시군구내","명","13723","14175","14659","12336","10016","14329","7941","6765","6169","6940","6357",
"31170","동구","T31","시도내이동-시군구간 전입","명","4971","4893","4272","3892","3994","5329","3884","3638","3447","3898","4147",
"31170","동구","T32","시도내이동-시군구간 전출","명","6497","5724","5720","9053","8030","5577","6340","6153","6709","4980","4663",
"31170","동구","T40","시도간전입","명","8939","9899","11323","10405","10035","8002","6265","5512","5357","5512","5066",
"31170","동구","T50","시도간전출","명","7468","7428","8486","8757","9205","9621","9737","8680","7542","7482","7079",
"31200","북구","T10","총전입","명","27059","22217","23071","27115","25768","24755","26230","27139","37258","25201","26145",
"31200","북구","T20","총전출","명","23859","22382","22978","25574","25157","22063","22079","22569","27181","25139","27168",
"31200","북구","T25","순이동","명","3200","-165","93","1541","611","2692","4151","4570","10077","62","-1023",
"31200","북구","T30","시도내이동-시군구내","명","8102","6476","6974","8054","6890","7039","7363","7712","11364","7231","8403",
"31200","북구","T31","시도내이동-시군구간 전입","명","10761","7798","8281","10533","10588","10254","11834","12218","17652","10220","10215",
"31200","북구","T32","시도내이동-시군구간 전출","명","8550","8723","8525","9778","10120","7109","6649","6015","6759","7791","8058",
"31200","북구","T40","시도간전입","명","8196","7943","7816","8528","8290","7462","7033","7209","8242","7750","7527",
"31200","북구","T50","시도간전출","명","7207","7183","7479","7742","8147","7915","8067","8842","9058","10117","10707",
"31710","울주군","T10","총전입","명","27402","26768","24397","29571","30222","22698","24062","24642","26607","23404","24015",
"31710","울주군","T20","총전출","명","24762","24698","24575","24848","26108","23558","23052","23715","25475","24101","24147",
"31710","울주군","T25","순이동","명","2640","2070","-178","4723","4114","-860","1010","927","1132","-697","-132",
"31710","울주군","T30","시도내이동-시군구내","명","5952","6184","5288","5411","6445","5022","5599","6641","7766","5400","5882",
"31710","울주군","T31","시도내이동-시군구간 전입","명","10153","9138","8306","13216","12348","8294","9110","8602","9527","8761","8393",
"31710","울주군","T32","시도내이동-시군구간 전출","명","8563","8383","8401","8644","8289","7659","6771","6353","7318","7404","6853",
"31710","울주군","T40","시도간전입","명","11297","11446","10803","10944","11429","9382","9353","9399","9314","9243","9740",
"31710","울주군","T50","시도간전출","명","10247","10131","10886","10793","11374","10877","10682","10721","10391","11297","11412",
"36","세종특별자치시","T10","총전입","명","","32784","23805","56526","83994","65052","82073","86433","82398","78934","76912",
"36","세종특별자치시","T20","총전출","명","","15291","15109","23070","30950","35236","47383","55000","58674","65909","62827",
"36","세종특별자치시","T25","순이동","명","","17493","8696","33456","53044","29816","34690","31433","23724","13025","14085",
"36","세종특별자치시","T30","시도내이동-시군구내","명","","4704","4105","10455","13990","14546","23245","28450","28381","30045","30037",
"36","세종특별자치시","T31","시도내이동-시군구간 전입","명","","0","0","0","0","0","0","0","0","0","0",
"36","세종특별자치시","T32","시도내이동-시군구간 전출","명","","0","0","0","0","0","0","0","0","0","0",
"36","세종특별자치시","T40","시도간전입","명","","28080","19700","46071","70004","50506","58828","57983","54017","48889","46875",
"36","세종특별자치시","T50","시도간전출","명","","10587","11004","12615","16960","20690","24138","26550","30293","35864","32790",
"36110","세종특별자치시","T10","총전입","명","","32784","23805","56526","83994","65052","82073","86433","82398","78934","76912",
"36110","세종특별자치시","T20","총전출","명","","15291","15109","23070","30950","35236","47383","55000","58674","65909","62827",
"36110","세종특별자치시","T25","순이동","명","","17493","8696","33456","53044","29816","34690","31433","23724","13025","14085",
"36110","세종특별자치시","T30","시도내이동-시군구내","명","","4704","4105","10455","13990","14546","23245","28450","28381","30045","30037",
"36110","세종특별자치시","T31","시도내이동-시군구간 전입","명","","0","0","0","0","0","0","0","0","0","0",
"36110","세종특별자치시","T32","시도내이동-시군구간 전출","명","","0","0","0","0","0","0","0","0","0","0",
"36110","세종특별자치시","T40","시도간전입","명","","28080","19700","46071","70004","50506","58828","57983","54017","48889","46875",
"36110","세종특별자치시","T50","시도간전출","명","","10587","11004","12615","16960","20690","24138","26550","30293","35864","32790",
"41","경기도","T10","총전입","명","2062422","1944962","1895434","1891775","1993080","1958593","1888324","2041715","1940962","2152572","2036215",
"41","경기도","T20","총전출","명","1986623","1862209","1821303","1834379","1898312","1824976","1772162","1871621","1806296","1984199","1885698",
"41","경기도","T25","순이동","명","75799","82753","74131","57396","94768","133617","116162","170094","134666","168373","150517",
"41","경기도","T30","시도내이동-시군구내","명","832888","766080","767618","769180","816014","785160","740434","788471","744143","842504","779725",
"41","경기도","T31","시도내이동-시군구간 전입","명","554918","528485","506877","505892","530250","515941","518753","578031","557565","605557","586091",
"41","경기도","T32","시도내이동-시군구간 전출","명","554918","528485","506877","505892","530250","515941","518753","578031","557565","605557","586091",
"41","경기도","T40","시도간전입","명","674616","650397","620939","616703","646816","657492","629137","675213","639254","704511","670399",
"41","경기도","T50","시도간전출","명","598817","567644","546808","559307","552048","523875","512975","505119","504588","536138","519882",
"41110","수원시","T10","총전입","명","202035","200113","195500","196453","189637","172210","177059","187806","173336","168204","183258",
"41110","수원시","T20","총전출","명","198070","175865","175214","178195","187775","169975","173747","193564","184404","179518","185355",
"41110","수원시","T25","순이동","명","3965","24248","20286","18258","1862","2235","3312","-5758","-11068","-11314","-2097",
"41110","수원시","T30","시도내이동-시군구내","명","101482","90367","90190","88697","88303","78344","81027","90347","82194","78052","85925",
"41110","수원시","T31","시도내이동-시군구간 전입","명","53152","60301","58012","58787","53042","47232","49412","50395","46339","46163","51202",
"41110","수원시","T32","시도내이동-시군구간 전출","명","53061","44916","45654","46261","56952","51922","54459","64734","64325","62091","60481",
"41110","수원시","T40","시도간전입","명","47401","49445","47298","48969","48292","46634","46620","47064","44803","43989","46131",
"41110","수원시","T50","시도간전출","명","43527","40582","39370","43237","42520","39709","38261","38483","37885","39375","38949",
"41130","성남시","T10","총전입","명","171589","155354","162734","150240","152980","174390","157557","136911","126568","152795","143716",
"41130","성남시","T20","총전출","명","178192","161703","167271","160400","162050","176472","168067","152445","139949","156393","150568",
"41130","성남시","T25","순이동","명","-6603","-6349","-4537","-10160","-9070","-2082","-10510","-15534","-13381","-3598","-6852",
"41130","성남시","T30","시도내이동-시군구내","명","79482","70453","77277","70014","69924","84217","76666","61426","56090","69155","65913",
"41130","성남시","T31","시도내이동-시군구간 전입","명","35541","32353","34276","32715","32353","34671","31816","30192","29813","36300","34794",
"41130","성남시","T32","시도내이동-시군구간 전출","명","49248","46475","46092","45091","48073","49740","49030","52101","45400","47061","46650",
"41130","성남시","T40","시도간전입","명","56566","52548","51181","47511","50703","55502","49075","45293","40665","47340","43009",
"41130","성남시","T50","시도간전출","명","49462","44775","43902","45295","44053","42515","42371","38918","38459","40177","38005",
"41150","의정부시","T10","총전입","명","65206","61489","65548","63021","66820","65844","66965","66382","64399","78645","64152",
"41150","의정부시","T20","총전출","명","68157","64359","65194","64298","65442","62476","64319","61214","59680","68714","59837",
"41150","의정부시","T25","순이동","명","-2951","-2870","354","-1277","1378","3368","2646","5168","4719","9931","4315",
"41150","의정부시","T30","시도내이동-시군구내","명","27747","26540","30312","27660","29813","29319","30899","28393","27695","34545","25690",
"41150","의정부시","T31","시도내이동-시군구간 전입","명","15000","14562","14377","14276","14460","14765","14357","14800","14522","16862","14296",
"41150","의정부시","T32","시도내이동-시군구간 전출","명","18094","17894","15329","16848","16539","15249","16035","15771","15173","16885","17297",
"41150","의정부시","T40","시도간전입","명","22459","20387","20859","21085","22547","21760","21709","23189","22182","27238","24166",
"41150","의정부시","T50","시도간전출","명","22316","19925","19553","19790","19090","17908","17385","17050","16812","17284","16850",
"41170","안양시","T10","총전입","명","91534","96964","83335","81727","85267","96112","84779","73467","72368","79982","87149",
"41170","안양시","T20","총전출","명","101158","104482","90199","91927","91630","99367","96305","86366","83715","97945","89564",
"41170","안양시","T25","순이동","명","-9624","-7518","-6864","-10200","-6363","-3255","-11526","-12899","-11347","-17963","-2415",
"41170","안양시","T30","시도내이동-시군구내","명","40002","46405","35711","36678","38444","46833","41469","32530","32137","39111","41002",
"41170","안양시","T31","시도내이동-시군구간 전입","명","25673","24969","23846","22648","23480","26166","22258","20182","20221","21542","24518",
"41170","안양시","T32","시도내이동-시군구간 전출","명","34193","32298","30657","30051","29378","30093","32727","32926","31557","37639","29341",
"41170","안양시","T40","시도간전입","명","25859","25590","23778","22401","23343","23113","21052","20755","20010","19329","21629",
"41170","안양시","T50","시도간전출","명","26963","25779","23831","25198","23808","22441","22109","20910","20021","21195","19221",
"41190","부천시","T10","총전입","명","140599","124199","119427","117954","123425","125460","114426","113508","88659","95110","83726",
"41190","부천시","T20","총전출","명","148558","131738","129819","130320","133971","126617","118129","122125","103907","107685","94631",
"41190","부천시","T25","순이동","명","-7959","-7539","-10392","-12366","-10546","-1157","-3703","-8617","-15248","-12575","-10905",
"41190","부천시","T30","시도내이동-시군구내","명","69901","58454","58811","59245","64403","61753","55548","54748","38844","37770","32756",
"41190","부천시","T31","시도내이동-시군구간 전입","명","17193","16505","15156","14623","14103","15726","15045","15149","12640","15492","13258",
"41190","부천시","T32","시도내이동-시군구간 전출","명","21813","20736","19787","20205","19390","18736","19039","23835","23176","27114","21813",
"41190","부천시","T40","시도간전입","명","53505","49240","45460","44086","44919","47981","43833","43611","37175","41848","37712",
"41190","부천시","T50","시도간전출","명","56844","52548","51221","50870","50178","46128","43542","43542","41887","42801","40062",
"41210","광명시","T10","총전입","명","68937","52314","47076","46176","44735","41712","43201","45172","38523","46812","38155",
"41210","광명시","T20","총전출","명","60911","54856","52131","52908","50533","48965","50901","51980","49361","65102","43233",
"41210","광명시","T25","순이동","명","8026","-2542","-5055","-6732","-5798","-7253","-7700","-6808","-10838","-18290","-5078",
"41210","광명시","T30","시도내이동-시군구내","명","28218","21199","20387","20631","20328","18640","19430","19865","17162","23941","16699",
"41210","광명시","T31","시도내이동-시군구간 전입","명","11816","8660","7370","7140","6914","6432","7488","8305","6988","8345","7567",
"41210","광명시","T32","시도내이동-시군구간 전출","명","11071","12242","11298","11248","11285","12849","13924","16085","14704","18977","12375",
"41210","광명시","T40","시도간전입","명","28903","22455","19319","18405","17493","16640","16283","17002","14373","14526","13889",
"41210","광명시","T50","시도간전출","명","21622","21415","20446","21029","18920","17476","17547","16030","17495","22184","14159",
"41220","평택시","T10","총전입","명","73419","72433","72028","68508","77256","75179","76783","87850","93713","103098","115345",
"41220","평택시","T20","총전출","명","68298","67639","66705","63401","68863","67162","67836","75069","77676","80080","86968",
"41220","평택시","T25","순이동","명","5121","4794","5323","5107","8393","8017","8947","12781","16037","23018","28377",
"41220","평택시","T30","시도내이동-시군구내","명","34627","35371","35920","32660","35438","34397","33342","38476","40658","41876","45854",
"41220","평택시","T31","시도내이동-시군구간 전입","명","17824","16683","15730","15491","18438","17297","18294","20850","22764","26480","31717",
"41220","평택시","T32","시도내이동-시군구간 전출","명","14689","14060","13243","12670","14109","13797","14207","16562","16560","16780","17726",
"41220","평택시","T40","시도간전입","명","20968","20379","20378","20357","23380","23485","25147","28524","30291","34742","37774",
"41220","평택시","T50","시도간전출","명","18982","18208","17542","18071","19316","18968","20287","20031","20458","21424","23388",
"41250","동두천시","T10","총전입","명","17225","17907","15920","16052","16300","16074","13422","13118","11891","13345","14191",
"41250","동두천시","T20","총전출","명","16965","17190","15718","16139","16164","15868","14439","13687","13044","13385","13650",
"41250","동두천시","T25","순이동","명","260","717","202","-87","136","206","-1017","-569","-1153","-40","541",
"41250","동두천시","T30","시도내이동-시군구내","명","7734","7987","7145","7308","7377","7393","6071","5835","5013","5549","5993",
"41250","동두천시","T31","시도내이동-시군구간 전입","명","5472","5934","5073","5070","5019","4964","4122","4210","3880","4462","4785",
"41250","동두천시","T32","시도내이동-시군구간 전출","명","5440","5284","4877","5246","4968","5060","5191","4858","5136","5277","4761",
"41250","동두천시","T40","시도간전입","명","4019","3986","3702","3674","3904","3717","3229","3073","2998","3334","3413",
"41250","동두천시","T50","시도간전출","명","3791","3919","3696","3585","3819","3415","3177","2994","2895","2559","2896",
"41270","안산시","T10","총전입","명","119858","105760","101514","98715","103260","93537","78735","85590","86724","117075","88573",
"41270","안산시","T20","총전출","명","124366","110756","106974","108290","117040","104617","92991","104222","97273","114020","90721",
"41270","안산시","T25","순이동","명","-4508","-4996","-5460","-9575","-13780","-11080","-14256","-18632","-10549","3055","-2148",
"41270","안산시","T30","시도내이동-시군구내","명","61916","53865","52398","51736","59250","52286","40283","45946","46573","66693","43904",
"41270","안산시","T31","시도내이동-시군구간 전입","명","28645","25457","24029","22804","20689","19748","17889","19443","20255","27810","22501",
"41270","안산시","T32","시도내이동-시군구간 전출","명","31254","28302","27427","28502","30242","27341","29263","37264","30557","26902","26164",
"41270","안산시","T40","시도간전입","명","29297","26438","25087","24175","23321","21503","20563","20201","19896","22572","22168",
"41270","안산시","T50","시도간전출","명","31196","28589","27149","28052","27548","24990","23445","21012","20143","20425","20653",
"41280","고양시","T10","총전입","명","173745","157485","171535","166111","176821","158904","139002","144703","165154","171708","149815",
"41280","고양시","T20","총전출","명","166993","152923","154699","154291","160075","150716","139122","143834","144065","159355","148549",
"41280","고양시","T25","순이동","명","6752","4562","16836","11820","16746","8188","-120","869","21089","12353","1266",
