"[11101HJG]행정구역(시군구)별","행정구역(시군구)별","[15110AA0]거주외국인별","거주외국인별","[C01]성별","성별","[Item]항목","항목","단위","2015 년","2016 년","2017 년","2018 년","2019 년","2020 년",
"11101HJG00","합계","15110AA0AA","총인구","C001","계","16110AAA0","외국인","명","51069375","51269554","51422507","51629512","51779203","51829136",
"11101HJG00","합계","15110AA000","합계","C001","계","16110AAA0","외국인","명","1711013","1764664","1861084","2054621","2216612","2146748",
"11101HJG00","합계","15110AA0AD","한국국적을 가지지 않은 자","C001","계","16110AAA0","외국인","명","1363712","1413758","1479247","1651561","1778918","1695643",
"11101HJG00","합계","15110AA0ADAA","외국인근로자","C001","계","16110AAA0","외국인","","573378","541673","495792","528063","515051","455287",
"11101HJG00","합계","15110AA0ADAK","결혼이민자","C001","계","16110AAA0","외국인","","144912","159501","160653","166882","173882","173756",
"11101HJG00","합계","15110AA0ADAC","유학생","C001","계","16110AAA0","외국인","","82181","95963","117127","142757","160610","142569",
"11101HJG00","합계","15110AA0ADAL","외국국적동포","C001","계","16110AAA0","외국인","","216213","235926","276750","296023","303245","345110",
"11101HJG00","합계","15110AA0ADAD","기타외국인","C001","계","16110AAA0","외국인","","347028","380695","428925","517836","626130","578921",
"11101HJG00","합계","15110AA0AF","한국국적을 취득한 자","C001","계","16110AAA0","외국인","명","149751","159447","169535","176915","185728","199128",
"11101HJG00","합계","15110AA0AFAA","혼인귀화자","C001","계","16110AAA0","외국인","","93249","","","","","",
"11101HJG00","합계","15110AA0AFAB","기타사유","C001","계","16110AAA0","외국인","","56502","","","","","",
"11101HJG00","합계","15110AA0AM","외국인주민자녀(출생)","C001","계","16110AAA0","외국인","명","197550","191459","212302","226145","251966","251977",
"11101HJG00","합계","15110AA0AMA3","외국인 부모","C001","계","16110AAA0","외국인","","6001","","","","","",
"11101HJG00","합계","15110AA0AMA4","외국인-한국인부모","C001","계","16110AAA0","외국인","","183181","","","","","",
"11101HJG00","합계","15110AA0AMA5","한국인 부모","C001","계","16110AAA0","외국인","","8368","","","","","",
"11101HJG00","합계","15110AA0AN","외국인주민세대수","C001","계","16110AAA0","외국인","세대","299241","","","","","",
"11101HJG11","서울특별시","15110AA0AA","총인구","C001","계","16110AAA0","외국인","명","9904312","9805506","9741871","9673936","9639541","9586195",
"11101HJG11","서울특별시","15110AA000","합계","C001","계","16110AAA0","외국인","명","408083","404037","413943","446473","465885","443262",
"11101HJG11","서울특별시","15110AA0AD","한국국적을 가지지 않은 자","C001","계","16110AAA0","외국인","명","337116","335167","343927","374425","390177","366454",
"11101HJG11","서울특별시","15110AA0ADAA","외국인근로자","C001","계","16110AAA0","외국인","","102081","85878","70077","80567","75322","63526",
"11101HJG11","서울특별시","15110AA0ADAK","결혼이민자","C001","계","16110AAA0","외국인","","27573","33139","32061","32677","33281","31661",
"11101HJG11","서울특별시","15110AA0ADAC","유학생","C001","계","16110AAA0","외국인","","31129","37178","44150","50488","54647","46925",
"11101HJG11","서울특별시","15110AA0ADAL","외국국적동포","C001","계","16110AAA0","외국인","","80707","80712","92060","93067","91166","102828",
"11101HJG11","서울특별시","15110AA0ADAD","기타외국인","C001","계","16110AAA0","외국인","","95626","98260","105579","117626","135761","121514",
"11101HJG11","서울특별시","15110AA0AF","한국국적을 취득한 자","C001","계","16110AAA0","외국인","명","40520","40775","41692","42040","42208","43769",
"11101HJG11","서울특별시","15110AA0AFAA","혼인귀화자","C001","계","16110AAA0","외국인","","20439","","","","","",
"11101HJG11","서울특별시","15110AA0AFAB","기타사유","C001","계","16110AAA0","외국인","","20081","","","","","",
"11101HJG11","서울특별시","15110AA0AM","외국인주민자녀(출생)","C001","계","16110AAA0","외국인","명","30447","28095","28324","30008","33500","33039",
"11101HJG11","서울특별시","15110AA0AMA3","외국인 부모","C001","계","16110AAA0","외국인","","1963","","","","","",
"11101HJG11","서울특별시","15110AA0AMA4","외국인-한국인부모","C001","계","16110AAA0","외국인","","27068","","","","","",
"11101HJG11","서울특별시","15110AA0AMA5","한국인 부모","C001","계","16110AAA0","외국인","","1416","","","","","",
"11101HJG11","서울특별시","15110AA0AN","외국인주민세대수","C001","계","16110AAA0","외국인","세대","64013","","","","","",
"11101HJG11010","종로구","15110AA0AA","총인구","C001","계","16110AAA0","외국인","명","161521","154398","157277","157967","154969","151291",
"11101HJG11010","종로구","15110AA000","합계","C001","계","16110AAA0","외국인","명","16440","11325","11908","13012","14195","12610",
"11101HJG11010","종로구","15110AA0AD","한국국적을 가지지 않은 자","C001","계","16110AAA0","외국인","명","15402","10349","10979","12056","13159","11573",
"11101HJG11010","종로구","15110AA0ADAA","외국인근로자","C001","계","16110AAA0","외국인","","4577","1867","1479","1545","1302","1157",
"11101HJG11010","종로구","15110AA0ADAK","결혼이민자","C001","계","16110AAA0","외국인","","772","584","600","616","613","628",
"11101HJG11010","종로구","15110AA0ADAC","유학생","C001","계","16110AAA0","외국인","","2727","2870","3584","4293","5037","4232",
"11101HJG11010","종로구","15110AA0ADAL","외국국적동포","C001","계","16110AAA0","외국인","","1871","1662","1740","1636","1649","1798",
"11101HJG11010","종로구","15110AA0ADAD","기타외국인","C001","계","16110AAA0","외국인","","5455","3366","3576","3966","4558","3758",
"11101HJG11010","종로구","15110AA0AF","한국국적을 취득한 자","C001","계","16110AAA0","외국인","명","572","552","536","514","518","532",
"11101HJG11010","종로구","15110AA0AFAA","혼인귀화자","C001","계","16110AAA0","외국인","","286","","","","","",
"11101HJG11010","종로구","15110AA0AFAB","기타사유","C001","계","16110AAA0","외국인","","286","","","","","",
"11101HJG11010","종로구","15110AA0AM","외국인주민자녀(출생)","C001","계","16110AAA0","외국인","명","466","424","393","442","518","505",
"11101HJG11010","종로구","15110AA0AMA3","외국인 부모","C001","계","16110AAA0","외국인","","21","","","","","",
"11101HJG11010","종로구","15110AA0AMA4","외국인-한국인부모","C001","계","16110AAA0","외국인","","414","","","","","",
"11101HJG11010","종로구","15110AA0AMA5","한국인 부모","C001","계","16110AAA0","외국인","","31","","","","","",
"11101HJG11010","종로구","15110AA0AN","외국인주민세대수","C001","계","16110AAA0","외국인","세대","1331","","","","","",
"11101HJG11020","중구","15110AA0AA","총인구","C001","계","16110AAA0","외국인","명","128478","128160","127896","129797","130957","128744",
"11101HJG11020","중구","15110AA000","합계","C001","계","16110AAA0","외국인","명","11622","11312","11382","13141","13796","12733",
"11101HJG11020","중구","15110AA0AD","한국국적을 가지지 않은 자","C001","계","16110AAA0","외국인","명","10457","10200","10265","11988","12559","11492",
"11101HJG11020","중구","15110AA0ADAA","외국인근로자","C001","계","16110AAA0","외국인","","2736","2215","1781","1933","1771","1501",
"11101HJG11020","중구","15110AA0ADAK","결혼이민자","C001","계","16110AAA0","외국인","","533","612","638","662","663","649",
"11101HJG11020","중구","15110AA0ADAC","유학생","C001","계","16110AAA0","외국인","","1262","1650","1909","2503","2628","2395",
"11101HJG11020","중구","15110AA0ADAL","외국국적동포","C001","계","16110AAA0","외국인","","2176","2155","2321","2422","2383","2486",
"11101HJG11020","중구","15110AA0ADAD","기타외국인","C001","계","16110AAA0","외국인","","3750","3568","3616","4468","5114","4461",
"11101HJG11020","중구","15110AA0AF","한국국적을 취득한 자","C001","계","16110AAA0","외국인","명","626","612","640","633","658","682",
"11101HJG11020","중구","15110AA0AFAA","혼인귀화자","C001","계","16110AAA0","외국인","","310","","","","","",
"11101HJG11020","중구","15110AA0AFAB","기타사유","C001","계","16110AAA0","외국인","","316","","","","","",
"11101HJG11020","중구","15110AA0AM","외국인주민자녀(출생)","C001","계","16110AAA0","외국인","명","539","500","477","520","579","559",
"11101HJG11020","중구","15110AA0AMA3","외국인 부모","C001","계","16110AAA0","외국인","","24","","","","","",
"11101HJG11020","중구","15110AA0AMA4","외국인-한국인부모","C001","계","16110AAA0","외국인","","495","","","","","",
"11101HJG11020","중구","15110AA0AMA5","한국인 부모","C001","계","16110AAA0","외국인","","20","","","","","",
"11101HJG11020","중구","15110AA0AN","외국인주민세대수","C001","계","16110AAA0","외국인","세대","1156","","","","","",
"11101HJG11030","용산구","15110AA0AA","총인구","C001","계","16110AAA0","외국인","명","227282","224993","223898","226938","227181","225882",
"11101HJG11030","용산구","15110AA000","합계","C001","계","16110AAA0","외국인","명","17129","17080","17629","20841","22332","19105",
"11101HJG11030","용산구","15110AA0AD","한국국적을 가지지 않은 자","C001","계","16110AAA0","외국인","명","15093","15283","16005","19126","20503","17280",
"11101HJG11030","용산구","15110AA0ADAA","외국인근로자","C001","계","16110AAA0","외국인","","2743","2386","2051","1971","1812","1966",
"11101HJG11030","용산구","15110AA0ADAK","결혼이민자","C001","계","16110AAA0","외국인","","1055","1229","1305","1288","1253","1337",
"11101HJG11030","용산구","15110AA0ADAC","유학생","C001","계","16110AAA0","외국인","","605","908","897","1129","1126","835",
"11101HJG11030","용산구","15110AA0ADAL","외국국적동포","C001","계","16110AAA0","외국인","","2950","2518","2662","2517","2442","2881",
"11101HJG11030","용산구","15110AA0ADAD","기타외국인","C001","계","16110AAA0","외국인","","7740","8242","9090","12221","13870","10261",
"11101HJG11030","용산구","15110AA0AF","한국국적을 취득한 자","C001","계","16110AAA0","외국인","명","854","773","770","774","735","712",
"11101HJG11030","용산구","15110AA0AFAA","혼인귀화자","C001","계","16110AAA0","외국인","","408","","","","","",
"11101HJG11030","용산구","15110AA0AFAB","기타사유","C001","계","16110AAA0","외국인","","446","","","","","",
"11101HJG11030","용산구","15110AA0AM","외국인주민자녀(출생)","C001","계","16110AAA0","외국인","명","1182","1024","854","941","1094","1113",
"11101HJG11030","용산구","15110AA0AMA3","외국인 부모","C001","계","16110AAA0","외국인","","33","","","","","",
"11101HJG11030","용산구","15110AA0AMA4","외국인-한국인부모","C001","계","16110AAA0","외국인","","1106","","","","","",
"11101HJG11030","용산구","15110AA0AMA5","한국인 부모","C001","계","16110AAA0","외국인","","43","","","","","",
"11101HJG11030","용산구","15110AA0AN","외국인주민세대수","C001","계","16110AAA0","외국인","세대","2110","","","","","",
"11101HJG11040","성동구","15110AA0AA","총인구","C001","계","16110AAA0","외국인","명","295006","294744","302367","306796","299688","291918",
"11101HJG11040","성동구","15110AA000","합계","C001","계","16110AAA0","외국인","명","12063","12151","12604","13555","14042","12886",
"11101HJG11040","성동구","15110AA0AD","한국국적을 가지지 않은 자","C001","계","16110AAA0","외국인","명","9869","10009","10436","11307","11774","10652",
"11101HJG11040","성동구","15110AA0ADAA","외국인근로자","C001","계","16110AAA0","외국인","","2565","2218","1901","1985","1748","1454",
"11101HJG11040","성동구","15110AA0ADAK","결혼이민자","C001","계","16110AAA0","외국인","","843","1034","1109","1163","1115","1130",
"11101HJG11040","성동구","15110AA0ADAC","유학생","C001","계","16110AAA0","외국인","","1717","1952","2265","2490","2753","2509",
"11101HJG11040","성동구","15110AA0ADAL","외국국적동포","C001","계","16110AAA0","외국인","","2163","2065","2334","2290","2233","2373",
"11101HJG11040","성동구","15110AA0ADAD","기타외국인","C001","계","16110AAA0","외국인","","2581","2740","2827","3379","3925","3186",
"11101HJG11040","성동구","15110AA0AF","한국국적을 취득한 자","C001","계","16110AAA0","외국인","명","1138","1148","1170","1164","1087","1068",
"11101HJG11040","성동구","15110AA0AFAA","혼인귀화자","C001","계","16110AAA0","외국인","","629","","","","","",
"11101HJG11040","성동구","15110AA0AFAB","기타사유","C001","계","16110AAA0","외국인","","509","","","","","",
"11101HJG11040","성동구","15110AA0AM","외국인주민자녀(출생)","C001","계","16110AAA0","외국인","명","1056","994","998","1084","1181","1166",
"11101HJG11040","성동구","15110AA0AMA3","외국인 부모","C001","계","16110AAA0","외국인","","55","","","","","",
"11101HJG11040","성동구","15110AA0AMA4","외국인-한국인부모","C001","계","16110AAA0","외국인","","963","","","","","",
"11101HJG11040","성동구","15110AA0AMA5","한국인 부모","C001","계","16110AAA0","외국인","","38","","","","","",
"11101HJG11040","성동구","15110AA0AN","외국인주민세대수","C001","계","16110AAA0","외국인","세대","1985","","","","","",
"11101HJG11050","광진구","15110AA0AA","총인구","C001","계","16110AAA0","외국인","명","368199","363979","363934","362304","359766","353967",
"11101HJG11050","광진구","15110AA000","합계","C001","계","16110AAA0","외국인","명","20081","20314","21216","22554","23823","22871",
"11101HJG11050","광진구","15110AA0AD","한국국적을 가지지 않은 자","C001","계","16110AAA0","외국인","명","17206","17503","18399","19729","20925","19982",
"11101HJG11050","광진구","15110AA0ADAA","외국인근로자","C001","계","16110AAA0","외국인","","5126","4481","3616","4061","3808","3236",
"11101HJG11050","광진구","15110AA0ADAK","결혼이민자","C001","계","16110AAA0","외국인","","1042","1364","1311","1275","1282","1159",
"11101HJG11050","광진구","15110AA0ADAC","유학생","C001","계","16110AAA0","외국인","","2966","3358","3946","4471","4926","4380",
"11101HJG11050","광진구","15110AA0ADAL","외국국적동포","C001","계","16110AAA0","외국인","","4068","4041","4576","4584","4562","4918",
"11101HJG11050","광진구","15110AA0ADAD","기타외국인","C001","계","16110AAA0","외국인","","4004","4259","4950","5338","6347","6289",
"11101HJG11050","광진구","15110AA0AF","한국국적을 취득한 자","C001","계","16110AAA0","외국인","명","1779","1728","1733","1701","1687","1742",
"11101HJG11050","광진구","15110AA0AFAA","혼인귀화자","C001","계","16110AAA0","외국인","","937","","","","","",
"11101HJG11050","광진구","15110AA0AFAB","기타사유","C001","계","16110AAA0","외국인","","842","","","","","",
"11101HJG11050","광진구","15110AA0AM","외국인주민자녀(출생)","C001","계","16110AAA0","외국인","명","1096","1083","1084","1124","1211","1147",
"11101HJG11050","광진구","15110AA0AMA3","외국인 부모","C001","계","16110AAA0","외국인","","70","","","","","",
"11101HJG11050","광진구","15110AA0AMA4","외국인-한국인부모","C001","계","16110AAA0","외국인","","964","","","","","",
"11101HJG11050","광진구","15110AA0AMA5","한국인 부모","C001","계","16110AAA0","외국인","","62","","","","","",
"11101HJG11050","광진구","15110AA0AN","외국인주민세대수","C001","계","16110AAA0","외국인","세대","2586","","","","","",
"11101HJG11060","동대문구","15110AA0AA","총인구","C001","계","16110AAA0","외국인","명","364787","359935","357380","358141","355094","351057",
"11101HJG11060","동대문구","15110AA000","합계","C001","계","16110AAA0","외국인","명","17120","18512","20374","22318","23645","21834",
"11101HJG11060","동대문구","15110AA0AD","한국국적을 가지지 않은 자","C001","계","16110AAA0","외국인","명","14830","16191","17942","19848","21049","19224",
"11101HJG11060","동대문구","15110AA0ADAA","외국인근로자","C001","계","16110AAA0","외국인","","2518","2106","1679","1780","1699","1471",
"11101HJG11060","동대문구","15110AA0ADAK","결혼이민자","C001","계","16110AAA0","외국인","","1067","1235","1207","1198","1212","1137",
"11101HJG11060","동대문구","15110AA0ADAC","유학생","C001","계","16110AAA0","외국인","","5002","6452","7738","8956","9443","8070",
"11101HJG11060","동대문구","15110AA0ADAL","외국국적동포","C001","계","16110AAA0","외국인","","2267","2163","2370","2364","2289","2403",
"11101HJG11060","동대문구","15110AA0ADAD","기타외국인","C001","계","16110AAA0","외국인","","3976","4235","4948","5550","6406","6143",
"11101HJG11060","동대문구","15110AA0AF","한국국적을 취득한 자","C001","계","16110AAA0","외국인","명","1302","1331","1403","1385","1397","1447",
"11101HJG11060","동대문구","15110AA0AFAA","혼인귀화자","C001","계","16110AAA0","외국인","","702","","","","","",
"11101HJG11060","동대문구","15110AA0AFAB","기타사유","C001","계","16110AAA0","외국인","","600","","","","","",
"11101HJG11060","동대문구","15110AA0AM","외국인주민자녀(출생)","C001","계","16110AAA0","외국인","명","988","990","1029","1085","1199","1163",
"11101HJG11060","동대문구","15110AA0AMA3","외국인 부모","C001","계","16110AAA0","외국인","","60","","","","","",
"11101HJG11060","동대문구","15110AA0AMA4","외국인-한국인부모","C001","계","16110AAA0","외국인","","885","","","","","",
"11101HJG11060","동대문구","15110AA0AMA5","한국인 부모","C001","계","16110AAA0","외국인","","43","","","","","",
"11101HJG11060","동대문구","15110AA0AN","외국인주민세대수","C001","계","16110AAA0","외국인","세대","2214","","","","","",
"11101HJG11070","중랑구","15110AA0AA","총인구","C001","계","16110AAA0","외국인","명","403237","399317","396892","391668","386331","385663",
"11101HJG11070","중랑구","15110AA000","합계","C001","계","16110AAA0","외국인","명","8084","8081","8475","9132","9785","10105",
"11101HJG11070","중랑구","15110AA0AD","한국국적을 가지지 않은 자","C001","계","16110AAA0","외국인","명","5750","5770","6013","6586","7091","7405",
"11101HJG11070","중랑구","15110AA0ADAA","외국인근로자","C001","계","16110AAA0","외국인","","1359","1116","881","998","941","778",
"11101HJG11070","중랑구","15110AA0ADAK","결혼이민자","C001","계","16110AAA0","외국인","","1091","1219","1181","1172","1184","1151",
"11101HJG11070","중랑구","15110AA0ADAC","유학생","C001","계","16110AAA0","외국인","","317","392","501","604","695","888",
"11101HJG11070","중랑구","15110AA0ADAL","외국국적동포","C001","계","16110AAA0","외국인","","1195","1127","1330","1383","1375","1549",
"11101HJG11070","중랑구","15110AA0ADAD","기타외국인","C001","계","16110AAA0","외국인","","1788","1916","2120","2429","2896","3039",
"11101HJG11070","중랑구","15110AA0AF","한국국적을 취득한 자","C001","계","16110AAA0","외국인","명","1111","1147","1222","1274","1291","1328",
"11101HJG11070","중랑구","15110AA0AFAA","혼인귀화자","C001","계","16110AAA0","외국인","","707","","","","","",
"11101HJG11070","중랑구","15110AA0AFAB","기타사유","C001","계","16110AAA0","외국인","","404","","","","","",
"11101HJG11070","중랑구","15110AA0AM","외국인주민자녀(출생)","C001","계","16110AAA0","외국인","명","1223","1164","1240","1272","1403","1372",
"11101HJG11070","중랑구","15110AA0AMA3","외국인 부모","C001","계","16110AAA0","외국인","","42","","","","","",
"11101HJG11070","중랑구","15110AA0AMA4","외국인-한국인부모","C001","계","16110AAA0","외국인","","1120","","","","","",
"11101HJG11070","중랑구","15110AA0AMA5","한국인 부모","C001","계","16110AAA0","외국인","","61","","","","","",
"11101HJG11070","중랑구","15110AA0AN","외국인주민세대수","C001","계","16110AAA0","외국인","세대","2232","","","","","",
"11101HJG11080","성북구","15110AA0AA","총인구","C001","계","16110AAA0","외국인","명","456844","451800","445417","438734","445327","438833",
"11101HJG11080","성북구","15110AA000","합계","C001","계","16110AAA0","외국인","명","13316","14247","15338","16773","17976","16004",
"11101HJG11080","성북구","15110AA0AD","한국국적을 가지지 않은 자","C001","계","16110AAA0","외국인","명","11134","12177","13191","14523","15552","13538",
"11101HJG11080","성북구","15110AA0ADAA","외국인근로자","C001","계","16110AAA0","외국인","","1301","1098","895","912","916","785",
"11101HJG11080","성북구","15110AA0ADAK","결혼이민자","C001","계","16110AAA0","외국인","","1040","1135","1088","1080","1067","1094",
"11101HJG11080","성북구","15110AA0ADAC","유학생","C001","계","16110AAA0","외국인","","4189","5223","6051","6467","6727","5229",
"11101HJG11080","성북구","15110AA0ADAL","외국국적동포","C001","계","16110AAA0","외국인","","1399","1247","1346","1335","1298","1452",
"11101HJG11080","성북구","15110AA0ADAD","기타외국인","C001","계","16110AAA0","외국인","","3205","3474","3811","4729","5544","4978",
"11101HJG11080","성북구","15110AA0AF","한국국적을 취득한 자","C001","계","16110AAA0","외국인","명","919","934","971","1004","1021","1077",
"11101HJG11080","성북구","15110AA0AFAA","혼인귀화자","C001","계","16110AAA0","외국인","","568","","","","","",
"11101HJG11080","성북구","15110AA0AFAB","기타사유","C001","계","16110AAA0","외국인","","351","","","","","",
"11101HJG11080","성북구","15110AA0AM","외국인주민자녀(출생)","C001","계","16110AAA0","외국인","명","1263","1136","1176","1246","1403","1389",
"11101HJG11080","성북구","15110AA0AMA3","외국인 부모","C001","계","16110AAA0","외국인","","36","","","","","",
"11101HJG11080","성북구","15110AA0AMA4","외국인-한국인부모","C001","계","16110AAA0","외국인","","1172","","","","","",
"11101HJG11080","성북구","15110AA0AMA5","한국인 부모","C001","계","16110AAA0","외국인","","55","","","","","",
"11101HJG11080","성북구","15110AA0AN","외국인주민세대수","C001","계","16110AAA0","외국인","세대","2093","","","","","",
"11101HJG11090","강북구","15110AA0AA","총인구","C001","계","16110AAA0","외국인","명","319992","316212","313698","309138","303871","299535",
"11101HJG11090","강북구","15110AA000","합계","C001","계","16110AAA0","외국인","명","6203","6197","6487","7015","7530","7382",
"11101HJG11090","강북구","15110AA0AD","한국국적을 가지지 않은 자","C001","계","16110AAA0","외국인","명","4238","4295","4443","4947","5346","5184",
"11101HJG11090","강북구","15110AA0ADAA","외국인근로자","C001","계","16110AAA0","외국인","","928","779","618","679","639","485",
"11101HJG11090","강북구","15110AA0ADAK","결혼이민자","C001","계","16110AAA0","외국인","","890","947","886","895","954","931",
"11101HJG11090","강북구","15110AA0ADAC","유학생","C001","계","16110AAA0","외국인","","285","352","511","720","723","751",
"11101HJG11090","강북구","15110AA0ADAL","외국국적동포","C001","계","16110AAA0","외국인","","926","950","1047","1078","1086","1171",
"11101HJG11090","강북구","15110AA0ADAD","기타외국인","C001","계","16110AAA0","외국인","","1209","1267","1381","1575","1944","1846",
"11101HJG11090","강북구","15110AA0AF","한국국적을 취득한 자","C001","계","16110AAA0","외국인","명","929","948","964","971","978","1015",
"11101HJG11090","강북구","15110AA0AFAA","혼인귀화자","C001","계","16110AAA0","외국인","","560","","","","","",
"11101HJG11090","강북구","15110AA0AFAB","기타사유","C001","계","16110AAA0","외국인","","369","","","","","",
"11101HJG11090","강북구","15110AA0AM","외국인주민자녀(출생)","C001","계","16110AAA0","외국인","명","1036","954","1080","1097","1206","1183",
"11101HJG11090","강북구","15110AA0AMA3","외국인 부모","C001","계","16110AAA0","외국인","","42","","","","","",
"11101HJG11090","강북구","15110AA0AMA4","외국인-한국인부모","C001","계","16110AAA0","외국인","","950","","","","","",
"11101HJG11090","강북구","15110AA0AMA5","한국인 부모","C001","계","16110AAA0","외국인","","44","","","","","",
"11101HJG11090","강북구","15110AA0AN","외국인주민세대수","C001","계","16110AAA0","외국인","세대","1875","","","","","",
"11101HJG11100","도봉구","15110AA0AA","총인구","C001","계","16110AAA0","외국인","명","340095","336745","332586","328243","323543","315979",
"11101HJG11100","도봉구","15110AA000","합계","C001","계","16110AAA0","외국인","명","3979","3985","4145","4560","5027","4876",
"11101HJG11100","도봉구","15110AA0AD","한국국적을 가지지 않은 자","C001","계","16110AAA0","외국인","명","2554","2580","2629","2951","3320","3127",
"11101HJG11100","도봉구","15110AA0ADAA","외국인근로자","C001","계","16110AAA0","외국인","","547","468","392","404","447","363",
"11101HJG11100","도봉구","15110AA0ADAK","결혼이민자","C001","계","16110AAA0","외국인","","622","653","674","697","713","703",
"11101HJG11100","도봉구","15110AA0ADAC","유학생","C001","계","16110AAA0","외국인","","159","213","252","313","357","323",
"11101HJG11100","도봉구","15110AA0ADAL","외국국적동포","C001","계","16110AAA0","외국인","","539","511","567","562","569","633",
"11101HJG11100","도봉구","15110AA0ADAD","기타외국인","C001","계","16110AAA0","외국인","","687","735","744","975","1234","1105",
"11101HJG11100","도봉구","15110AA0AF","한국국적을 취득한 자","C001","계","16110AAA0","외국인","명","597","633","670","695","722","785",
"11101HJG11100","도봉구","15110AA0AFAA","혼인귀화자","C001","계","16110AAA0","외국인","","384","","","","","",
"11101HJG11100","도봉구","15110AA0AFAB","기타사유","C001","계","16110AAA0","외국인","","213","","","","","",
"11101HJG11100","도봉구","15110AA0AM","외국인주민자녀(출생)","C001","계","16110AAA0","외국인","명","828","772","846","914","985","964",
"11101HJG11100","도봉구","15110AA0AMA3","외국인 부모","C001","계","16110AAA0","외국인","","20","","","","","",
"11101HJG11100","도봉구","15110AA0AMA4","외국인-한국인부모","C001","계","16110AAA0","외국인","","752","","","","","",
"11101HJG11100","도봉구","15110AA0AMA5","한국인 부모","C001","계","16110AAA0","외국인","","56","","","","","",
"11101HJG11100","도봉구","15110AA0AN","외국인주민세대수","C001","계","16110AAA0","외국인","세대","1325","","","","","",
"11101HJG11110","노원구","15110AA0AA","총인구","C001","계","16110AAA0","외국인","명","562996","555420","543499","534096","522480","511982",
"11101HJG11110","노원구","15110AA000","합계","C001","계","16110AAA0","외국인","명","6629","6449","6539","7697","8300","7752",
"11101HJG11110","노원구","15110AA0AD","한국국적을 가지지 않은 자","C001","계","16110AAA0","외국인","명","4726","4691","4731","5828","6279","5745",
"11101HJG11110","노원구","15110AA0ADAA","외국인근로자","C001","계","16110AAA0","외국인","","646","600","444","470","471","411",
"11101HJG11110","노원구","15110AA0ADAK","결혼이민자","C001","계","16110AAA0","외국인","","958","947","937","969","966","992",
"11101HJG11110","노원구","15110AA0ADAC","유학생","C001","계","16110AAA0","외국인","","931","961","1257","1882","1863","1773",
"11101HJG11110","노원구","15110AA0ADAL","외국국적동포","C001","계","16110AAA0","외국인","","694","628","651","631","636","673",
"11101HJG11110","노원구","15110AA0ADAD","기타외국인","C001","계","16110AAA0","외국인","","1497","1555","1442","1876","2343","1896",
"11101HJG11110","노원구","15110AA0AF","한국국적을 취득한 자","C001","계","16110AAA0","외국인","명","717","753","737","735","756","796",
"11101HJG11110","노원구","15110AA0AFAA","혼인귀화자","C001","계","16110AAA0","외국인","","457","","","","","",
"11101HJG11110","노원구","15110AA0AFAB","기타사유","C001","계","16110AAA0","외국인","","260","","","","","",
"11101HJG11110","노원구","15110AA0AM","외국인주민자녀(출생)","C001","계","16110AAA0","외국인","명","1186","1005","1071","1134","1265","1211",
"11101HJG11110","노원구","15110AA0AMA3","외국인 부모","C001","계","16110AAA0","외국인","","17","","","","","",
"11101HJG11110","노원구","15110AA0AMA4","외국인-한국인부모","C001","계","16110AAA0","외국인","","1092","","","","","",
"11101HJG11110","노원구","15110AA0AMA5","한국인 부모","C001","계","16110AAA0","외국인","","77","","","","","",
"11101HJG11110","노원구","15110AA0AN","외국인주민세대수","C001","계","16110AAA0","외국인","세대","1830","","","","","",
"11101HJG11120","은평구","15110AA0AA","총인구","C001","계","16110AAA0","외국인","명","478374","472242","466243","462552","461530","463102",
"11101HJG11120","은평구","15110AA000","합계","C001","계","16110AAA0","외국인","명","8325","8065","8413","8895","9501","9341",
"11101HJG11120","은평구","15110AA0AD","한국국적을 가지지 않은 자","C001","계","16110AAA0","외국인","명","5599","5429","5592","5970","6390","6200",
"11101HJG11120","은평구","15110AA0ADAA","외국인근로자","C001","계","16110AAA0","외국인","","1017","813","758","805","721","593",
"11101HJG11120","은평구","15110AA0ADAK","결혼이민자","C001","계","16110AAA0","외국인","","1183","1188","1194","1251","1282","1326",
"11101HJG11120","은평구","15110AA0ADAC","유학생","C001","계","16110AAA0","외국인","","232","201","218","237","304","280",
"11101HJG11120","은평구","15110AA0ADAL","외국국적동포","C001","계","16110AAA0","외국인","","1240","1170","1343","1343","1330","1457",
"11101HJG11120","은평구","15110AA0ADAD","기타외국인","C001","계","16110AAA0","외국인","","1927","2057","2079","2334","2753","2544",
"11101HJG11120","은평구","15110AA0AF","한국국적을 취득한 자","C001","계","16110AAA0","외국인","명","1198","1282","1330","1356","1396","1479",
"11101HJG11120","은평구","15110AA0AFAA","혼인귀화자","C001","계","16110AAA0","외국인","","727","","","","","",
"11101HJG11120","은평구","15110AA0AFAB","기타사유","C001","계","16110AAA0","외국인","","471","","","","","",
"11101HJG11120","은평구","15110AA0AM","외국인주민자녀(출생)","C001","계","16110AAA0","외국인","명","1528","1354","1491","1569","1715","1662",
"11101HJG11120","은평구","15110AA0AMA3","외국인 부모","C001","계","16110AAA0","외국인","","52","","","","","",
"11101HJG11120","은평구","15110AA0AMA4","외국인-한국인부모","C001","계","16110AAA0","외국인","","1406","","","","","",
"11101HJG11120","은평구","15110AA0AMA5","한국인 부모","C001","계","16110AAA0","외국인","","70","","","","","",
"11101HJG11120","은평구","15110AA0AN","외국인주민세대수","C001","계","16110AAA0","외국인","세대","2455","","","","","",
"11101HJG11130","서대문구","15110AA0AA","총인구","C001","계","16110AAA0","외국인","명","308768","320258","321345","318874","319394","317209",
