"[11101HJG]행정구역(시군구)별","행정구역(시군구)별","[15110AA0]거주외국인별","거주외국인별","[C01]성별","성별","[Item]항목","항목","단위","2015 년","2016 년","2017 년","2018 년","2019 년","2020 년",
"11101HJG32380","양구군","15110AA0AMA3","외국인 부모","C001","계","16110AAA0","외국인","","-","","","","","",
"11101HJG32380","양구군","15110AA0AMA4","외국인-한국인부모","C001","계","16110AAA0","외국인","","119","","","","","",
"11101HJG32380","양구군","15110AA0AMA5","한국인 부모","C001","계","16110AAA0","외국인","","8","","","","","",
"11101HJG32380","양구군","15110AA0AN","외국인주민세대수","C001","계","16110AAA0","외국인","세대","178","","","","","",
"11101HJG32390","인제군","15110AA0AA","총인구","C001","계","16110AAA0","외국인","명","31219","30759","30524","30373","30133","30147",
"11101HJG32390","인제군","15110AA000","합계","C001","계","16110AAA0","외국인","명","672","725","730","747","805","712",
"11101HJG32390","인제군","15110AA0AD","한국국적을 가지지 않은 자","C001","계","16110AAA0","외국인","명","439","461","438","456","503","411",
"11101HJG32390","인제군","15110AA0ADAA","외국인근로자","C001","계","16110AAA0","외국인","","234","230","204","187","210","140",
"11101HJG32390","인제군","15110AA0ADAK","결혼이민자","C001","계","16110AAA0","외국인","","101","87","79","78","80","83",
"11101HJG32390","인제군","15110AA0ADAC","유학생","C001","계","16110AAA0","외국인","","-","*","*","*","*","*",
"11101HJG32390","인제군","15110AA0ADAL","외국국적동포","C001","계","16110AAA0","외국인","","36","40","35","25","26","26",
"11101HJG32390","인제군","15110AA0ADAD","기타외국인","C001","계","16110AAA0","외국인","","68","104","119","166","187","162",
"11101HJG32390","인제군","15110AA0AF","한국국적을 취득한 자","C001","계","16110AAA0","외국인","명","85","91","105","105","107","110",
"11101HJG32390","인제군","15110AA0AFAA","혼인귀화자","C001","계","16110AAA0","외국인","","64","","","","","",
"11101HJG32390","인제군","15110AA0AFAB","기타사유","C001","계","16110AAA0","외국인","","21","","","","","",
"11101HJG32390","인제군","15110AA0AM","외국인주민자녀(출생)","C001","계","16110AAA0","외국인","명","148","173","187","186","195","191",
"11101HJG32390","인제군","15110AA0AMA3","외국인 부모","C001","계","16110AAA0","외국인","","-","","","","","",
"11101HJG32390","인제군","15110AA0AMA4","외국인-한국인부모","C001","계","16110AAA0","외국인","","143","","","","","",
"11101HJG32390","인제군","15110AA0AMA5","한국인 부모","C001","계","16110AAA0","외국인","","5","","","","","",
"11101HJG32390","인제군","15110AA0AN","외국인주민세대수","C001","계","16110AAA0","외국인","세대","190","","","","","",
"11101HJG32400","고성군","15110AA0AA","총인구","C001","계","16110AAA0","외국인","명","28689","28984","28621","28127","27144","26572",
"11101HJG32400","고성군","15110AA000","합계","C001","계","16110AAA0","외국인","명","750","971","1226","1508","1887","1737",
"11101HJG32400","고성군","15110AA0AD","한국국적을 가지지 않은 자","C001","계","16110AAA0","외국인","명","525","735","981","1258","1624","1486",
"11101HJG32400","고성군","15110AA0ADAA","외국인근로자","C001","계","16110AAA0","외국인","","235","251","296","335","268","293",
"11101HJG32400","고성군","15110AA0ADAK","결혼이민자","C001","계","16110AAA0","외국인","","74","67","67","61","71","68",
"11101HJG32400","고성군","15110AA0ADAC","유학생","C001","계","16110AAA0","외국인","","91","285","437","539","693","644",
"11101HJG32400","고성군","15110AA0ADAL","외국국적동포","C001","계","16110AAA0","외국인","","24","19","27","22","30","37",
"11101HJG32400","고성군","15110AA0ADAD","기타외국인","C001","계","16110AAA0","외국인","","101","113","154","301","562","444",
"11101HJG32400","고성군","15110AA0AF","한국국적을 취득한 자","C001","계","16110AAA0","외국인","명","91","96","94","95","93","95",
"11101HJG32400","고성군","15110AA0AFAA","혼인귀화자","C001","계","16110AAA0","외국인","","75","","","","","",
"11101HJG32400","고성군","15110AA0AFAB","기타사유","C001","계","16110AAA0","외국인","","16","","","","","",
"11101HJG32400","고성군","15110AA0AM","외국인주민자녀(출생)","C001","계","16110AAA0","외국인","명","134","140","151","155","170","156",
"11101HJG32400","고성군","15110AA0AMA3","외국인 부모","C001","계","16110AAA0","외국인","","*","","","","","",
"11101HJG32400","고성군","15110AA0AMA4","외국인-한국인부모","C001","계","16110AAA0","외국인","","125","","","","","",
"11101HJG32400","고성군","15110AA0AMA5","한국인 부모","C001","계","16110AAA0","외국인","","8","","","","","",
"11101HJG32400","고성군","15110AA0AN","외국인주민세대수","C001","계","16110AAA0","외국인","세대","178","","","","","",
"11101HJG32410","양양군","15110AA0AA","총인구","C001","계","16110AAA0","외국인","명","25861","25670","25556","25642","26280","26748",
"11101HJG32410","양양군","15110AA000","합계","C001","계","16110AAA0","외국인","명","530","532","548","614","656","661",
"11101HJG32410","양양군","15110AA0AD","한국국적을 가지지 않은 자","C001","계","16110AAA0","외국인","명","340","348","335","405","417","420",
"11101HJG32410","양양군","15110AA0ADAA","외국인근로자","C001","계","16110AAA0","외국인","","146","157","157","181","161","167",
"11101HJG32410","양양군","15110AA0ADAK","결혼이민자","C001","계","16110AAA0","외국인","","92","83","75","81","80","93",
"11101HJG32410","양양군","15110AA0ADAC","유학생","C001","계","16110AAA0","외국인","","-","*","*","*","*","*",
"11101HJG32410","양양군","15110AA0ADAL","외국국적동포","C001","계","16110AAA0","외국인","","19","25","28","34","36","49",
"11101HJG32410","양양군","15110AA0ADAD","기타외국인","C001","계","16110AAA0","외국인","","83","83","75","109","137","109",
"11101HJG32410","양양군","15110AA0AF","한국국적을 취득한 자","C001","계","16110AAA0","외국인","명","61","64","68","68","79","85",
"11101HJG32410","양양군","15110AA0AFAA","혼인귀화자","C001","계","16110AAA0","외국인","","45","","","","","",
"11101HJG32410","양양군","15110AA0AFAB","기타사유","C001","계","16110AAA0","외국인","","16","","","","","",
"11101HJG32410","양양군","15110AA0AM","외국인주민자녀(출생)","C001","계","16110AAA0","외국인","명","129","120","145","141","160","156",
"11101HJG32410","양양군","15110AA0AMA3","외국인 부모","C001","계","16110AAA0","외국인","","*","","","","","",
"11101HJG32410","양양군","15110AA0AMA4","외국인-한국인부모","C001","계","16110AAA0","외국인","","124","","","","","",
"11101HJG32410","양양군","15110AA0AMA5","한국인 부모","C001","계","16110AAA0","외국인","","*","","","","","",
"11101HJG32410","양양군","15110AA0AN","외국인주민세대수","C001","계","16110AAA0","외국인","세대","171","","","","","",
"11101HJG33","충청북도","15110AA0AA","총인구","C001","계","16110AAA0","외국인","명","1589347","1603404","1611009","1620935","1629343","1632088",
"11101HJG33","충청북도","15110AA000","합계","C001","계","16110AAA0","외국인","명","52073","56660","61246","68641","74880","72692",
"11101HJG33","충청북도","15110AA0AD","한국국적을 가지지 않은 자","C001","계","16110AAA0","외국인","명","40758","44901","48237","54835","59783","57094",
"11101HJG33","충청북도","15110AA0ADAA","외국인근로자","C001","계","16110AAA0","외국인","","19075","19718","19087","20263","20077","18099",
"11101HJG33","충청북도","15110AA0ADAK","결혼이민자","C001","계","16110AAA0","외국인","","4900","4841","5005","5279","5601","5670",
"11101HJG33","충청북도","15110AA0ADAC","유학생","C001","계","16110AAA0","외국인","","2304","2951","3388","3919","4408","3822",
"11101HJG33","충청북도","15110AA0ADAL","외국국적동포","C001","계","16110AAA0","외국인","","5155","6453","7846","8883","9342","10466",
"11101HJG33","충청북도","15110AA0ADAD","기타외국인","C001","계","16110AAA0","외국인","","9324","10938","12911","16491","20355","19037",
"11101HJG33","충청북도","15110AA0AF","한국국적을 취득한 자","C001","계","16110AAA0","외국인","명","4226","4592","4877","5112","5382","5816",
"11101HJG33","충청북도","15110AA0AFAA","혼인귀화자","C001","계","16110AAA0","외국인","","3000","","","","","",
"11101HJG33","충청북도","15110AA0AFAB","기타사유","C001","계","16110AAA0","외국인","","1226","","","","","",
"11101HJG33","충청북도","15110AA0AM","외국인주민자녀(출생)","C001","계","16110AAA0","외국인","명","7089","7167","8132","8694","9715","9782",
"11101HJG33","충청북도","15110AA0AMA3","외국인 부모","C001","계","16110AAA0","외국인","","100","","","","","",
"11101HJG33","충청북도","15110AA0AMA4","외국인-한국인부모","C001","계","16110AAA0","외국인","","6740","","","","","",
"11101HJG33","충청북도","15110AA0AMA5","한국인 부모","C001","계","16110AAA0","외국인","","249","","","","","",
"11101HJG33","충청북도","15110AA0AN","외국인주민세대수","C001","계","16110AAA0","외국인","세대","9347","","","","","",
"11101HJG33020","충주시","15110AA0AA","총인구","C001","계","16110AAA0","외국인","명","211005","211890","212274","215224","216446","218412",
"11101HJG33020","충주시","15110AA000","합계","C001","계","16110AAA0","외국인","명","6224","7116","7841","8892","9586","9300",
"11101HJG33020","충주시","15110AA0AD","한국국적을 가지지 않은 자","C001","계","16110AAA0","외국인","명","4815","5661","6196","7147","7687","7321",
"11101HJG33020","충주시","15110AA0ADAA","외국인근로자","C001","계","16110AAA0","외국인","","2239","2325","2394","2515","2534","2294",
"11101HJG33020","충주시","15110AA0ADAK","결혼이민자","C001","계","16110AAA0","외국인","","618","612","633","662","711","727",
"11101HJG33020","충주시","15110AA0ADAC","유학생","C001","계","16110AAA0","외국인","","465","955","1050","1225","1023","863",
"11101HJG33020","충주시","15110AA0ADAL","외국국적동포","C001","계","16110AAA0","외국인","","455","528","626","680","739","915",
"11101HJG33020","충주시","15110AA0ADAD","기타외국인","C001","계","16110AAA0","외국인","","1038","1241","1493","2065","2680","2522",
"11101HJG33020","충주시","15110AA0AF","한국국적을 취득한 자","C001","계","16110AAA0","외국인","명","513","577","587","620","662","745",
"11101HJG33020","충주시","15110AA0AFAA","혼인귀화자","C001","계","16110AAA0","외국인","","364","","","","","",
"11101HJG33020","충주시","15110AA0AFAB","기타사유","C001","계","16110AAA0","외국인","","149","","","","","",
"11101HJG33020","충주시","15110AA0AM","외국인주민자녀(출생)","C001","계","16110AAA0","외국인","명","896","878","1058","1125","1237","1234",
"11101HJG33020","충주시","15110AA0AMA3","외국인 부모","C001","계","16110AAA0","외국인","","*","","","","","",
"11101HJG33020","충주시","15110AA0AMA4","외국인-한국인부모","C001","계","16110AAA0","외국인","","857","","","","","",
"11101HJG33020","충주시","15110AA0AMA5","한국인 부모","C001","계","16110AAA0","외국인","","35","","","","","",
"11101HJG33020","충주시","15110AA0AN","외국인주민세대수","C001","계","16110AAA0","외국인","세대","1204","","","","","",
"11101HJG33030","제천시","15110AA0AA","총인구","C001","계","16110AAA0","외국인","명","136350","137022","136929","136101","136093","134768",
"11101HJG33030","제천시","15110AA000","합계","C001","계","16110AAA0","외국인","명","2746","2938","3033","3198","3651","3521",
"11101HJG33030","제천시","15110AA0AD","한국국적을 가지지 않은 자","C001","계","16110AAA0","외국인","명","1684","1850","1842","1951","2311","2152",
"11101HJG33030","제천시","15110AA0ADAA","외국인근로자","C001","계","16110AAA0","외국인","","424","495","457","432","448","406",
"11101HJG33030","제천시","15110AA0ADAK","결혼이민자","C001","계","16110AAA0","외국인","","396","372","364","374","414","410",
"11101HJG33030","제천시","15110AA0ADAC","유학생","C001","계","16110AAA0","외국인","","218","244","225","274","293","305",
"11101HJG33030","제천시","15110AA0ADAL","외국국적동포","C001","계","16110AAA0","외국인","","99","110","134","154","167","187",
"11101HJG33030","제천시","15110AA0ADAD","기타외국인","C001","계","16110AAA0","외국인","","547","629","662","717","989","844",
"11101HJG33030","제천시","15110AA0AF","한국국적을 취득한 자","C001","계","16110AAA0","외국인","명","410","433","460","471","460","482",
"11101HJG33030","제천시","15110AA0AFAA","혼인귀화자","C001","계","16110AAA0","외국인","","289","","","","","",
"11101HJG33030","제천시","15110AA0AFAB","기타사유","C001","계","16110AAA0","외국인","","121","","","","","",
"11101HJG33030","제천시","15110AA0AM","외국인주민자녀(출생)","C001","계","16110AAA0","외국인","명","652","655","731","776","880","887",
"11101HJG33030","제천시","15110AA0AMA3","외국인 부모","C001","계","16110AAA0","외국인","","5","","","","","",
"11101HJG33030","제천시","15110AA0AMA4","외국인-한국인부모","C001","계","16110AAA0","외국인","","621","","","","","",
"11101HJG33030","제천시","15110AA0AMA5","한국인 부모","C001","계","16110AAA0","외국인","","26","","","","","",
"11101HJG33030","제천시","15110AA0AN","외국인주민세대수","C001","계","16110AAA0","외국인","세대","802","","","","","",
"11101HJG33010","청주시","15110AA0AA","총인구","C001","계","16110AAA0","외국인","명","833276","840338","842311","845036","850938","855326",
"11101HJG33010","청주시","15110AA000","합계","C001","계","16110AAA0","외국인","명","17945","19111","21130","23909","26416","25483",
"11101HJG33010","청주시","15110AA0AD","한국국적을 가지지 않은 자","C001","계","16110AAA0","외국인","명","13722","14764","16361","18825","20843","19763",
"11101HJG33010","청주시","15110AA0ADAA","외국인근로자","C001","계","16110AAA0","외국인","","4756","4850","4648","5125","5013","4415",
"11101HJG33010","청주시","15110AA0ADAK","결혼이민자","C001","계","16110AAA0","외국인","","2021","1873","1958","2098","2198","2288",
"11101HJG33010","청주시","15110AA0ADAC","유학생","C001","계","16110AAA0","외국인","","1439","1569","1947","2208","2503","1985",
"11101HJG33010","청주시","15110AA0ADAL","외국국적동포","C001","계","16110AAA0","외국인","","1865","2372","3007","3456","3734","4253",
"11101HJG33010","청주시","15110AA0ADAD","기타외국인","C001","계","16110AAA0","외국인","","3641","4100","4801","5938","7395","6822",
"11101HJG33010","청주시","15110AA0AF","한국국적을 취득한 자","C001","계","16110AAA0","외국인","명","1619","1742","1876","1948","2038","2160",
"11101HJG33010","청주시","15110AA0AFAA","혼인귀화자","C001","계","16110AAA0","외국인","","1136","","","","","",
"11101HJG33010","청주시","15110AA0AFAB","기타사유","C001","계","16110AAA0","외국인","","483","","","","","",
"11101HJG33010","청주시","15110AA0AM","외국인주민자녀(출생)","C001","계","16110AAA0","외국인","명","2604","2605","2893","3136","3535","3560",
"11101HJG33010","청주시","15110AA0AMA3","외국인 부모","C001","계","16110AAA0","외국인","","46","","","","","",
"11101HJG33010","청주시","15110AA0AMA4","외국인-한국인부모","C001","계","16110AAA0","외국인","","2456","","","","","",
"11101HJG33010","청주시","15110AA0AMA5","한국인 부모","C001","계","16110AAA0","외국인","","102","","","","","",
"11101HJG33010","청주시","15110AA0AN","외국인주민세대수","C001","계","16110AAA0","외국인","세대","3659","","","","","",
"11101HJG3301011","상당구","15110AA0AA","총인구","C001","계","16110AAA0","외국인","명","171877","169463","258308","170120","173783","184787",
"11101HJG3301011","상당구","15110AA000","합계","C001","계","16110AAA0","외국인","명","2012","2151","2225","2605","2678","2678",
"11101HJG3301011","상당구","15110AA0AD","한국국적을 가지지 않은 자","C001","계","16110AAA0","외국인","명","1233","1325","1338","1636","1618","1557",
"11101HJG3301011","상당구","15110AA0ADAA","외국인근로자","C001","계","16110AAA0","외국인","","330","422","349","494","375","306",
"11101HJG3301011","상당구","15110AA0ADAK","결혼이민자","C001","계","16110AAA0","외국인","","352","336","353","383","378","420",
"11101HJG3301011","상당구","15110AA0ADAC","유학생","C001","계","16110AAA0","외국인","","19","17","20","20","25","31",
"11101HJG3301011","상당구","15110AA0ADAL","외국국적동포","C001","계","16110AAA0","외국인","","163","163","184","199","217","250",
"11101HJG3301011","상당구","15110AA0ADAD","기타외국인","C001","계","16110AAA0","외국인","","369","387","432","540","623","550",
"11101HJG3301011","상당구","15110AA0AF","한국국적을 취득한 자","C001","계","16110AAA0","외국인","명","295","315","340","350","373","403",
"11101HJG3301011","상당구","15110AA0AFAA","혼인귀화자","C001","계","16110AAA0","외국인","","219","","","","","",
"11101HJG3301011","상당구","15110AA0AFAB","기타사유","C001","계","16110AAA0","외국인","","76","","","","","",
"11101HJG3301011","상당구","15110AA0AM","외국인주민자녀(출생)","C001","계","16110AAA0","외국인","명","484","511","547","619","687","718",
"11101HJG3301011","상당구","15110AA0AMA3","외국인 부모","C001","계","16110AAA0","외국인","","5","","","","","",
"11101HJG3301011","상당구","15110AA0AMA4","외국인-한국인부모","C001","계","16110AAA0","외국인","","454","","","","","",
"11101HJG3301011","상당구","15110AA0AMA5","한국인 부모","C001","계","16110AAA0","외국인","","25","","","","","",
"11101HJG3301011","상당구","15110AA0AN","외국인주민세대수","C001","계","16110AAA0","외국인","세대","693","","","","","",
"11101HJG3301012","서원구","15110AA0AA","총인구","C001","계","16110AAA0","외국인","명","222721","221143","196192","216409","210273","202390",
"11101HJG3301012","서원구","15110AA000","합계","C001","계","16110AAA0","외국인","명","3994","4221","4692","5343","6122","5683",
"11101HJG3301012","서원구","15110AA0AD","한국국적을 가지지 않은 자","C001","계","16110AAA0","외국인","명","3002","3274","3612","4201","4866","4432",
"11101HJG3301012","서원구","15110AA0ADAA","외국인근로자","C001","계","16110AAA0","외국인","","748","789","773","846","904","818",
"11101HJG3301012","서원구","15110AA0ADAK","결혼이민자","C001","계","16110AAA0","외국인","","599","408","409","440","480","492",
"11101HJG3301012","서원구","15110AA0ADAC","유학생","C001","계","16110AAA0","외국인","","508","622","759","749","859","474",
"11101HJG3301012","서원구","15110AA0ADAL","외국국적동포","C001","계","16110AAA0","외국인","","407","543","702","880","977","1133",
"11101HJG3301012","서원구","15110AA0ADAD","기타외국인","C001","계","16110AAA0","외국인","","740","912","969","1286","1646","1515",
"11101HJG3301012","서원구","15110AA0AF","한국국적을 취득한 자","C001","계","16110AAA0","외국인","명","373","366","417","432","445","453",
"11101HJG3301012","서원구","15110AA0AFAA","혼인귀화자","C001","계","16110AAA0","외국인","","267","","","","","",
"11101HJG3301012","서원구","15110AA0AFAB","기타사유","C001","계","16110AAA0","외국인","","106","","","","","",
"11101HJG3301012","서원구","15110AA0AM","외국인주민자녀(출생)","C001","계","16110AAA0","외국인","명","619","581","663","710","811","798",
"11101HJG3301012","서원구","15110AA0AMA3","외국인 부모","C001","계","16110AAA0","외국인","","5","","","","","",
"11101HJG3301012","서원구","15110AA0AMA4","외국인-한국인부모","C001","계","16110AAA0","외국인","","589","","","","","",
"11101HJG3301012","서원구","15110AA0AMA5","한국인 부모","C001","계","16110AAA0","외국인","","25","","","","","",
"11101HJG3301012","서원구","15110AA0AN","외국인주민세대수","C001","계","16110AAA0","외국인","세대","850","","","","","",
"11101HJG3301013","흥덕구","15110AA0AA","총인구","C001","계","16110AAA0","외국인","명","255542","257050","212274","258037","266301","270590",
"11101HJG3301013","흥덕구","15110AA000","합계","C001","계","16110AAA0","외국인","명","6239","6957","7982","8945","9870","9853",
"11101HJG3301013","흥덕구","15110AA0AD","한국국적을 가지지 않은 자","C001","계","16110AAA0","외국인","명","4887","5509","6459","7347","8152","8068",
"11101HJG3301013","흥덕구","15110AA0ADAA","외국인근로자","C001","계","16110AAA0","외국인","","1945","1943","1911","2112","2091","1800",
"11101HJG3301013","흥덕구","15110AA0ADAK","결혼이민자","C001","계","16110AAA0","외국인","","593","635","659","694","727","779",
"11101HJG3301013","흥덕구","15110AA0ADAC","유학생","C001","계","16110AAA0","외국인","","417","449","595","616","605","729",
"11101HJG3301013","흥덕구","15110AA0ADAL","외국국적동포","C001","계","16110AAA0","외국인","","729","1035","1382","1622","1793","2032",
"11101HJG3301013","흥덕구","15110AA0ADAD","기타외국인","C001","계","16110AAA0","외국인","","1203","1447","1912","2303","2936","2728",
"11101HJG3301013","흥덕구","15110AA0AF","한국국적을 취득한 자","C001","계","16110AAA0","외국인","명","547","606","619","644","658","710",
"11101HJG3301013","흥덕구","15110AA0AFAA","혼인귀화자","C001","계","16110AAA0","외국인","","354","","","","","",
"11101HJG3301013","흥덕구","15110AA0AFAB","기타사유","C001","계","16110AAA0","외국인","","193","","","","","",
"11101HJG3301013","흥덕구","15110AA0AM","외국인주민자녀(출생)","C001","계","16110AAA0","외국인","명","805","842","904","954","1060","1075",
"11101HJG3301013","흥덕구","15110AA0AMA3","외국인 부모","C001","계","16110AAA0","외국인","","24","","","","","",
"11101HJG3301013","흥덕구","15110AA0AMA4","외국인-한국인부모","C001","계","16110AAA0","외국인","","752","","","","","",
"11101HJG3301013","흥덕구","15110AA0AMA5","한국인 부모","C001","계","16110AAA0","외국인","","29","","","","","",
"11101HJG3301013","흥덕구","15110AA0AN","외국인주민세대수","C001","계","16110AAA0","외국인","세대","1195","","","","","",
"11101HJG3301014","청원구","15110AA0AA","총인구","C001","계","16110AAA0","외국인","명","183136","192682","136929","200470","200581","197559",
"11101HJG3301014","청원구","15110AA000","합계","C001","계","16110AAA0","외국인","명","5700","5782","6231","7016","7746","7269",
"11101HJG3301014","청원구","15110AA0AD","한국국적을 가지지 않은 자","C001","계","16110AAA0","외국인","명","4600","4656","4952","5641","6207","5706",
"11101HJG3301014","청원구","15110AA0ADAA","외국인근로자","C001","계","16110AAA0","외국인","","1733","1696","1615","1673","1643","1491",
"11101HJG3301014","청원구","15110AA0ADAK","결혼이민자","C001","계","16110AAA0","외국인","","477","494","537","581","613","597",
"11101HJG3301014","청원구","15110AA0ADAC","유학생","C001","계","16110AAA0","외국인","","495","481","573","823","1014","751",
"11101HJG3301014","청원구","15110AA0ADAL","외국국적동포","C001","계","16110AAA0","외국인","","566","631","739","755","747","838",
"11101HJG3301014","청원구","15110AA0ADAD","기타외국인","C001","계","16110AAA0","외국인","","1329","1354","1488","1809","2190","2029",
"11101HJG3301014","청원구","15110AA0AF","한국국적을 취득한 자","C001","계","16110AAA0","외국인","명","404","455","500","522","562","594",
"11101HJG3301014","청원구","15110AA0AFAA","혼인귀화자","C001","계","16110AAA0","외국인","","296","","","","","",
"11101HJG3301014","청원구","15110AA0AFAB","기타사유","C001","계","16110AAA0","외국인","","108","","","","","",
"11101HJG3301014","청원구","15110AA0AM","외국인주민자녀(출생)","C001","계","16110AAA0","외국인","명","696","671","779","853","977","969",
"11101HJG3301014","청원구","15110AA0AMA3","외국인 부모","C001","계","16110AAA0","외국인","","12","","","","","",
"11101HJG3301014","청원구","15110AA0AMA4","외국인-한국인부모","C001","계","16110AAA0","외국인","","661","","","","","",
"11101HJG3301014","청원구","15110AA0AMA5","한국인 부모","C001","계","16110AAA0","외국인","","23","","","","","",
"11101HJG3301014","청원구","15110AA0AN","외국인주민세대수","C001","계","16110AAA0","외국인","세대","921","","","","","",
"11101HJG33320","보은군","15110AA0AA","총인구","C001","계","16110AAA0","외국인","명","32522","32517","32253","32507","32001","31543",
"11101HJG33320","보은군","15110AA000","합계","C001","계","16110AAA0","외국인","명","941","999","1092","1198","1302","1327",
"11101HJG33320","보은군","15110AA0AD","한국국적을 가지지 않은 자","C001","계","16110AAA0","외국인","명","486","530","573","655","708","709",
"11101HJG33320","보은군","15110AA0ADAA","외국인근로자","C001","계","16110AAA0","외국인","","166","192","207","211","204","224",
"11101HJG33320","보은군","15110AA0ADAK","결혼이민자","C001","계","16110AAA0","외국인","","140","131","133","135","145","144",
"11101HJG33320","보은군","15110AA0ADAC","유학생","C001","계","16110AAA0","외국인","","-","*","*","*","*","*",
"11101HJG33320","보은군","15110AA0ADAL","외국국적동포","C001","계","16110AAA0","외국인","","33","30","41","59","58","69",
"11101HJG33320","보은군","15110AA0ADAD","기타외국인","C001","계","16110AAA0","외국인","","147","177","192","250","300","270",
"11101HJG33320","보은군","15110AA0AF","한국국적을 취득한 자","C001","계","16110AAA0","외국인","명","142","149","155","162","180","190",
"11101HJG33320","보은군","15110AA0AFAA","혼인귀화자","C001","계","16110AAA0","외국인","","106","","","","","",
"11101HJG33320","보은군","15110AA0AFAB","기타사유","C001","계","16110AAA0","외국인","","36","","","","","",
"11101HJG33320","보은군","15110AA0AM","외국인주민자녀(출생)","C001","계","16110AAA0","외국인","명","313","320","364","381","414","428",
"11101HJG33320","보은군","15110AA0AMA3","외국인 부모","C001","계","16110AAA0","외국인","","*","","","","","",
"11101HJG33320","보은군","15110AA0AMA4","외국인-한국인부모","C001","계","16110AAA0","외국인","","307","","","","","",
"11101HJG33320","보은군","15110AA0AMA5","한국인 부모","C001","계","16110AAA0","외국인","","5","","","","","",
"11101HJG33320","보은군","15110AA0AN","외국인주민세대수","C001","계","16110AAA0","외국인","세대","311","","","","","",
"11101HJG33330","옥천군","15110AA0AA","총인구","C001","계","16110AAA0","외국인","명","50704","50159","49898","49756","49117","48868",
"11101HJG33330","옥천군","15110AA000","합계","C001","계","16110AAA0","외국인","명","1527","1530","1640","1790","1862","1764",
"11101HJG33330","옥천군","15110AA0AD","한국국적을 가지지 않은 자","C001","계","16110AAA0","외국인","명","891","893","900","1017","1048","949",
"11101HJG33330","옥천군","15110AA0ADAA","외국인근로자","C001","계","16110AAA0","외국인","","440","405","370","409","390","342",
"11101HJG33330","옥천군","15110AA0ADAK","결혼이민자","C001","계","16110AAA0","외국인","","194","183","191","188","182","186",
"11101HJG33330","옥천군","15110AA0ADAC","유학생","C001","계","16110AAA0","외국인","","*","*","*","*","*","5",
"11101HJG33330","옥천군","15110AA0ADAL","외국국적동포","C001","계","16110AAA0","외국인","","62","63","65","51","74","81",
"11101HJG33330","옥천군","15110AA0ADAD","기타외국인","C001","계","16110AAA0","외국인","","192","242","273","368","400","335",
"11101HJG33330","옥천군","15110AA0AF","한국국적을 취득한 자","C001","계","16110AAA0","외국인","명","212","229","240","249","268","281",
"11101HJG33330","옥천군","15110AA0AFAA","혼인귀화자","C001","계","16110AAA0","외국인","","160","","","","","",
"11101HJG33330","옥천군","15110AA0AFAB","기타사유","C001","계","16110AAA0","외국인","","52","","","","","",
"11101HJG33330","옥천군","15110AA0AM","외국인주민자녀(출생)","C001","계","16110AAA0","외국인","명","424","408","500","524","546","534",
"11101HJG33330","옥천군","15110AA0AMA3","외국인 부모","C001","계","16110AAA0","외국인","","*","","","","","",
"11101HJG33330","옥천군","15110AA0AMA4","외국인-한국인부모","C001","계","16110AAA0","외국인","","406","","","","","",
"11101HJG33330","옥천군","15110AA0AMA5","한국인 부모","C001","계","16110AAA0","외국인","","14","","","","","",
"11101HJG33330","옥천군","15110AA0AN","외국인주민세대수","C001","계","16110AAA0","외국인","세대","449","","","","","",
"11101HJG33340","영동군","15110AA0AA","총인구","C001","계","16110AAA0","외국인","명","49542","48879","49034","48475","48004","47016",
"11101HJG33340","영동군","15110AA000","합계","C001","계","16110AAA0","외국인","명","1081","1132","1214","1332","1671","1634",
"11101HJG33340","영동군","15110AA0AD","한국국적을 가지지 않은 자","C001","계","16110AAA0","외국인","명","654","686","699","800","1097","1058",
"11101HJG33340","영동군","15110AA0ADAA","외국인근로자","C001","계","16110AAA0","외국인","","224","226","213","220","227","214",
"11101HJG33340","영동군","15110AA0ADAK","결혼이민자","C001","계","16110AAA0","외국인","","170","170","179","188","206","204",
"11101HJG33340","영동군","15110AA0ADAC","유학생","C001","계","16110AAA0","외국인","","24","31","26","47","238","253",
"11101HJG33340","영동군","15110AA0ADAL","외국국적동포","C001","계","16110AAA0","외국인","","51","59","68","64","65","68",
"11101HJG33340","영동군","15110AA0ADAD","기타외국인","C001","계","16110AAA0","외국인","","185","200","213","281","361","319",
"11101HJG33340","영동군","15110AA0AF","한국국적을 취득한 자","C001","계","16110AAA0","외국인","명","132","149","168","173","161","175",
"11101HJG33340","영동군","15110AA0AFAA","혼인귀화자","C001","계","16110AAA0","외국인","","89","","","","","",
"11101HJG33340","영동군","15110AA0AFAB","기타사유","C001","계","16110AAA0","외국인","","43","","","","","",
"11101HJG33340","영동군","15110AA0AM","외국인주민자녀(출생)","C001","계","16110AAA0","외국인","명","295","297","347","359","413","401",
"11101HJG33340","영동군","15110AA0AMA3","외국인 부모","C001","계","16110AAA0","외국인","","*","","","","","",
"11101HJG33340","영동군","15110AA0AMA4","외국인-한국인부모","C001","계","16110AAA0","외국인","","281","","","","","",
"11101HJG33340","영동군","15110AA0AMA5","한국인 부모","C001","계","16110AAA0","외국인","","13","","","","","",
"11101HJG33340","영동군","15110AA0AN","외국인주민세대수","C001","계","16110AAA0","외국인","세대","337","","","","","",
"11101HJG33350","진천군","15110AA0AA","총인구","C001","계","16110AAA0","외국인","명","71152","74222","79186","83915","87525","89514",
