,기준연도,학교종류,설립구분,지역,상태,학교,학생정원,학생모집정지인원,총재학생,정원내재학생,정원외재학생,재학생충원율[총재학생/(학생정원-정지인원)x100],정원내학생충원율[정원내재학생/(학생정원-정지인원)x100]
82,2019,대학교,사립,전남,기존,동신대학교 ,6304.0,0.0,6512.0,5887.0,625.0,103.3,93.4
83,2019,대학교,사립,부산,기존,동아대학교 ,16470.0,0.0,18464.0,16828.0,1636.0,112.1,102.2
84,2019,대학교,사립,경북,기존,동양대학교 ,4176.0,0.0,4212.0,3900.0,312.0,100.9,93.4
85,2019,대학교,사립,부산,기존,동의대학교 ,14520.0,0.0,15180.0,13905.0,1275.0,104.5,95.8
86,2019,사이버대학(대학),사립,서울,기존,디지털서울문화예술대학교 ,3740.0,0.0,3675.0,2851.0,824.0,98.3,76.2
87,2019,대학교,사립,경기,기존,루터대학교 ,370.0,0.0,358.0,347.0,11.0,96.8,93.8
88,2019,대학교,사립,경기,기존,명지대학교 ,5686.0,0.0,6401.0,5892.0,509.0,112.6,103.6
89,2019,대학교,사립,서울,기존,명지대학교 _제2캠퍼스,5052.0,0.0,7300.0,5270.0,2030.0,144.5,104.3
90,2019,대학교,사립,대전,기존,목원대학교 ,7545.0,0.0,7684.0,7214.0,470.0,101.8,95.6
91,2019,대학교,사립,전남,기존,목포가톨릭대학교 ,500.0,0.0,500.0,461.0,39.0,100.0,92.2
92,2019,대학교,국립,전남,기존,목포대학교 ,6489.0,0.0,7237.0,6610.0,627.0,111.5,101.9
93,2019,대학교,국립,전남,기존,목포해양대학교 ,2764.0,0.0,2595.0,2467.0,128.0,93.9,89.3
94,2019,대학교,사립,대전,기존,배재대학교 ,8266.0,0.0,8624.0,8087.0,537.0,104.3,97.8
95,2019,대학교,사립,충남,기존,백석대학교 ,11222.0,0.0,11879.0,10794.0,1085.0,105.9,96.2
96,2019,대학교,국립,부산,기존,부경대학교 ,13175.0,0.0,16326.0,14317.0,2009.0,123.9,108.7
97,2019,대학교,사립,부산,기존,부산가톨릭대학교 ,3664.0,0.0,3955.0,3591.0,364.0,107.9,98.0
98,2019,교육대학,국립,부산,기존,부산교육대학교 ,1424.0,0.0,1527.0,1410.0,117.0,107.2,99.0
99,2019,대학교,국립,부산,기존,부산대학교 ,17231.0,0.0,20346.0,18240.0,2106.0,118.1,105.9
100,2019,사이버대학(대학),사립,부산,기존,부산디지털대학교 ,2785.0,0.0,2337.0,2246.0,91.0,83.9,80.6
101,2019,대학교,사립,부산,기존,부산외국어대학교 ,7403.0,0.0,8267.0,7354.0,913.0,111.7,99.3
102,2019,대학교,사립,경남,기존,부산장신대학교 ,274.0,0.0,227.0,218.0,9.0,82.8,79.6
103,2019,사이버대학(대학),사립,서울,기존,사이버한국외국어대학교 ,4596.0,0.0,6167.0,4525.0,1642.0,134.2,98.5
104,2019,대학교,사립,서울,기존,삼육대학교 ,4729.0,0.0,5498.0,4968.0,530.0,116.3,105.1
105,2019,대학교,사립,서울,기존,상명대학교 ,5222.0,0.0,6750.0,5199.0,1551.0,129.3,99.6
106,2019,대학교,사립,충남,기존,상명대학교 _제2캠퍼스,5249.0,0.0,5980.0,5316.0,664.0,113.9,101.3
107,2019,대학교,사립,강원,기존,상지대학교 ,7133.0,0.0,6487.0,6112.0,375.0,90.9,85.7
108,2019,대학교,사립,서울,기존,서강대학교 ,6322.0,0.0,8522.0,6657.0,1865.0,134.8,105.3
109,2019,대학교,사립,서울,기존,서경대학교 ,5315.0,0.0,6468.0,5240.0,1228.0,121.7,98.6
110,2019,대학교,국립,서울,기존,서울과학기술대학교 ,8385.0,0.0,10635.0,9383.0,1252.0,126.8,111.9
111,2019,산업대학,국립,서울,폐교,서울과학기술대학교(산업대) ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
112,2019,교육대학,국립,서울,기존,서울교육대학교 ,1420.0,0.0,1546.0,1422.0,124.0,108.9,100.1
113,2019,대학교,사립,서울,기존,서울기독대학교 ,582.0,0.0,537.0,519.0,18.0,92.3,89.2
114,2019,대학교,국립대법인,서울,기존,서울대학교 ,13122.0,0.0,16556.0,15010.0,1546.0,126.2,114.4
115,2019,사이버대학(대학),사립,서울,기존,서울디지털대학교 ,10160.0,0.0,10199.0,6899.0,3300.0,100.4,67.9
116,2019,사이버대학(대학),사립,서울,기존,서울사이버대학교 ,10170.0,0.0,10360.0,6909.0,3451.0,101.9,67.9
117,2019,대학교,공립,서울,기존,서울시립대학교 ,6842.0,0.0,9059.0,8072.0,987.0,132.4,118.0
118,2019,대학교,사립,경기,기존,서울신학대학교 ,2084.0,0.0,2272.0,2107.0,165.0,109.0,101.1
119,2019,대학교,사립,서울,기존,서울여자대학교 ,6368.0,0.0,7075.0,6484.0,591.0,111.1,101.8
120,2019,대학교,사립,경기,기존,서울장신대학교 ,470.0,0.0,487.0,449.0,38.0,103.6,95.5
121,2019,대학교,사립,서울,기존,서울한영대학교 ,740.0,0.0,675.0,628.0,47.0,91.2,84.9
122,2019,대학교,사립,충북,기존,서원대학교 ,6513.0,0.0,6785.0,6198.0,587.0,104.2,95.2
123,2019,대학교,사립,충남,기존,선문대학교 ,8284.0,0.0,9189.0,7773.0,1416.0,110.9,93.8
124,2019,대학교,사립,경기,기존,성결대학교 ,4964.0,0.0,5407.0,5032.0,375.0,108.9,101.4
125,2019,대학교,사립,서울,기존,성공회대학교 ,2019.0,0.0,2086.0,1964.0,122.0,103.3,97.3
126,2019,대학교,사립,서울,기존,성균관대학교 ,13561.0,1.0,19798.0,14706.0,5092.0,146.0,108.5
127,2019,대학교,사립,서울,기존,성신여자대학교 ,8240.0,0.0,8966.0,8223.0,743.0,108.8,99.8
128,2019,대학교,사립,충북,기존,세명대학교 ,7600.0,0.0,7545.0,7001.0,544.0,99.3,92.1
129,2019,대학교,사립,서울,기존,세종대학교 ,9323.0,0.0,11799.0,9646.0,2153.0,126.6,103.5
130,2019,사이버대학(대학),사립,서울,기존,세종사이버대학교 ,6710.0,0.0,7734.0,5835.0,1899.0,115.3,87.0
131,2019,대학교,사립,전남,기존,세한대학교 ,3959.0,0.0,4003.0,3778.0,225.0,101.1,95.4
132,2019,대학교,사립,충남,폐교,세한대학교 _제2캠퍼스,0.0,0.0,0.0,0.0,0.0,0.0,0.0
133,2019,대학교,사립,광주,기존,송원대학교 ,3200.0,0.0,2790.0,2578.0,212.0,87.2,80.6
134,2019,대학교,사립,경기,기존,수원가톨릭대학교 ,360.0,0.0,135.0,132.0,3.0,37.5,36.7
135,2019,대학교,사립,경기,기존,수원대학교 ,8784.0,0.0,9372.0,8500.0,872.0,106.7,96.8
136,2019,대학교,사립,서울,기존,숙명여자대학교 ,8936.0,0.0,10146.0,9039.0,1107.0,113.5,101.2
137,2019,각종학교(대학),사립,충북,기존,순복음총회신학교 ,340.0,0.0,210.0,208.0,2.0,61.8,61.2
138,2019,대학교,국립,전남,기존,순천대학교 ,6543.0,0.0,7017.0,6439.0,578.0,107.2,98.4
139,2019,대학교,사립,충남,기존,순천향대학교 ,9655.0,0.0,10724.0,9405.0,1319.0,111.1,97.4
140,2019,대학교,사립,서울,기존,숭실대학교 ,10730.0,0.0,13617.0,10767.0,2850.0,126.9,100.3
141,2019,사이버대학(대학),사립,서울,기존,숭실사이버대학교 ,4950.0,0.0,5935.0,4296.0,1639.0,119.9,86.8
142,2019,대학교,사립,경기,기존,신경대학교 ,1048.0,13.0,636.0,606.0,30.0,61.4,58.6
143,2019,대학교,사립,부산,기존,신라대학교 ,8590.0,0.0,8902.0,7935.0,967.0,103.6,92.4
144,2019,대학교,사립,경기,기존,신한대학교 ,1315.0,0.0,1346.0,1105.0,241.0,102.4,84.0
145,2019,대학교,사립,경기,기존,신한대학교 _제2캠퍼스,4497.0,0.0,5049.0,4073.0,976.0,112.3,90.6
146,2019,대학교,사립,경기,기존,아신대학교 ,748.0,0.0,655.0,624.0,31.0,87.6,83.4
147,2019,대학교,사립,경기,기존,아주대학교 ,7696.0,0.0,9850.0,8410.0,1440.0,128.0,109.3
148,2019,대학교,국립,경북,기존,안동대학교 ,5844.0,0.0,5914.0,5595.0,319.0,101.2,95.7
149,2019,대학교,사립,경기,기존,안양대학교 ,4144.0,0.0,4444.0,4131.0,313.0,107.2,99.7
150,2019,대학교,사립,인천,기존,안양대학교 _제2캠퍼스,506.0,0.0,357.0,353.0,4.0,70.6,69.8
151,2019,대학교,사립,서울,기존,연세대학교 ,14166.0,38.0,19084.0,15325.0,3759.0,135.1,108.5
152,2019,대학교,사립,강원,기존,연세대학교(미래) _분교,6062.0,1.0,7421.0,6313.0,1108.0,122.4,104.2
153,2019,대학교,사립,경북,기존,영남대학교 ,18730.0,0.0,20960.0,18984.0,1976.0,111.9,101.4
154,2019,대학교,사립,경북,기존,영남신학대학교 ,470.0,0.0,447.0,400.0,47.0,95.1,85.1
155,2019,대학교,사립,경남,기존,영산대학교 ,2851.0,0.0,2969.0,2787.0,182.0,104.1,97.8
156,2019,대학교,사립,부산,기존,영산대학교 _제2캠퍼스,3181.0,0.0,3920.0,3351.0,569.0,123.2,105.3
157,2019,대학교,사립,전남,기존,영산선학대학교 ,200.0,0.0,33.0,31.0,2.0,16.5,15.5
158,2019,대학교,사립,전북,기존,예수대학교 ,526.0,0.0,567.0,506.0,61.0,107.8,96.2
159,2019,대학교,사립,전북,기존,예원예술대학교 ,864.0,0.0,742.0,607.0,135.0,85.9,70.3
160,2019,대학교,사립,경기,기존,예원예술대학교 _제2캠퍼스,396.0,0.0,400.0,361.0,39.0,101.0,91.2
161,2019,대학교,사립,경기,기존,용인대학교 ,5723.0,0.0,6229.0,5577.0,652.0,108.8,97.4
162,2019,대학교,사립,전북,기존,우석대학교 ,7080.0,0.0,7311.0,6621.0,690.0,103.3,93.5
163,2019,대학교,사립,대전,기존,우송대학교 ,8045.0,0.0,9725.0,7916.0,1809.0,120.9,98.4
164,2019,산업대학,사립,대전,폐교,우송대학교(산업대) ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
165,2019,대학교,특별법법인,울산,기존,울산과학기술원 ,1440.0,0.0,2184.0,1915.0,269.0,151.7,133.0
166,2019,대학교,사립,울산,기존,울산대학교 ,11070.0,2.0,12184.0,11034.0,1150.0,110.1,99.7
167,2019,대학교,사립,전북,기존,원광대학교 ,14796.0,0.0,15011.0,13743.0,1268.0,101.5,92.9
168,2019,사이버대학(대학),사립,전북,기존,원광디지털대학교 ,4728.0,0.0,4950.0,4077.0,873.0,104.7,86.2
169,2019,대학교,사립,경북,기존,위덕대학교 ,3330.0,0.0,3046.0,2885.0,161.0,91.5,86.6
170,2019,대학교,사립,충북,기존,유원대학교 ,4070.0,0.0,3419.0,3242.0,177.0,84.0,79.7
171,2019,대학교,사립,대전,기존,을지대학교 ,668.0,0.0,739.0,664.0,75.0,110.6,99.4
172,2019,대학교,사립,경기,기존,을지대학교 _제2캠퍼스,3733.0,0.0,3884.0,3570.0,314.0,104.0,95.6
173,2019,대학교,사립,서울,기존,이화여자대학교 ,12664.0,0.0,16088.0,13716.0,2372.0,127.0,108.3
174,2019,대학교,사립,경남,기존,인제대학교 ,8372.0,0.0,8550.0,7814.0,736.0,102.1,93.3
175,2019,대학교,사립,부산,기존,인제대학교 _제2캠퍼스,692.0,0.0,848.0,676.0,172.0,122.5,97.7
176,2019,대학교,사립,인천,기존,인천가톨릭대학교 ,89.0,0.0,55.0,55.0,0.0,61.8,61.8
177,2019,대학교,사립,인천,기존,인천가톨릭대학교 _제2캠퍼스,603.0,0.0,609.0,558.0,51.0,101.0,92.5
178,2019,대학교,국립대법인,인천,기존,인천대학교 ,10005.0,0.0,11898.0,10559.0,1339.0,118.9,105.5
179,2019,대학교,사립,인천,기존,인하대학교 ,13734.0,0.0,17673.0,14921.0,2752.0,128.7,108.6
180,2019,대학교,사립,서울,기존,장로회신학대학교 ,600.0,0.0,637.0,591.0,46.0,106.2,98.5
181,2019,대학교,국립,광주,기존,전남대학교 ,13350.0,0.0,16388.0,14616.0,1772.0,122.8,109.5
182,2019,대학교,국립,전남,기존,전남대학교 _제2캠퍼스,3018.0,0.0,2865.0,2627.0,238.0,94.9,87.0
183,2019,대학교,국립,전북,기존,전북대학교 ,15507.0,0.0,18144.0,16383.0,1761.0,117.0,105.6
184,2019,교육대학,국립,전북,기존,전주교육대학교 ,1140.0,0.0,1184.0,1118.0,66.0,103.9,98.1
185,2019,대학교,사립,전북,기존,전주대학교 ,10141.0,0.0,10874.0,9588.0,1286.0,107.2,94.5
186,2019,기술대학,사립,서울,기존,정석대학 ,200.0,0.0,72.0,72.0,0.0,36.0,36.0
187,2019,대학교,사립,제주,기존,제주국제대학교 ,2899.0,0.0,1191.0,1157.0,34.0,41.1,39.9
188,2019,대학교,국립,제주,기존,제주대학교 ,8528.0,0.0,10163.0,9160.0,1003.0,119.2,107.4
189,2019,대학교,사립,광주,기존,조선대학교 ,17981.0,0.0,19089.0,17532.0,1557.0,106.2,97.5
190,2019,대학교,사립,충남,기존,중부대학교 ,7823.0,0.0,8061.0,7398.0,663.0,103.0,94.6
191,2019,대학교,사립,서울,기존,중앙대학교 ,13616.0,0.0,18543.0,14411.0,4132.0,136.2,105.8
192,2019,대학교,사립,경기,기존,중앙대학교 _제2캠퍼스,4385.0,0.0,5024.0,4636.0,388.0,114.6,105.7
193,2019,대학교,사립,경기,기존,중앙승가대학교 ,480.0,0.0,143.0,141.0,2.0,29.8,29.4
194,2019,대학교,사립,충북,기존,중원대학교 ,4024.0,0.0,3988.0,3727.0,261.0,99.1,92.6
195,2019,교육대학,국립,경남,기존,진주교육대학교 ,1276.0,0.0,1343.0,1255.0,88.0,105.3,98.4
196,2019,산업대학,국립,경남,폐교,진주산업대학교(산업대) ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
197,2019,대학교,사립,경기,기존,차의과학대학교 ,2088.0,0.0,2212.0,2030.0,182.0,105.9,97.2
198,2019,대학교,사립,경남,기존,창신대학교 ,2012.0,0.0,1982.0,1856.0,126.0,98.5,92.2
199,2019,대학교,국립,경남,기존,창원대학교 ,7066.0,0.0,8022.0,7239.0,783.0,113.5,102.4
200,2019,산업대학,사립,충남,기존,청운대학교 ,5365.0,0.0,6542.0,5186.0,1356.0,121.9,96.7
201,2019,교육대학,국립,충북,기존,청주교육대학교 ,1144.0,0.0,1202.0,1112.0,90.0,105.1,97.2
202,2019,대학교,사립,충북,기존,청주대학교 ,10781.0,0.0,10696.0,9812.0,884.0,99.2,91.0
203,2019,대학교,사립,전남,기존,초당대학교 ,3104.0,0.0,3120.0,2752.0,368.0,100.5,88.7
204,2019,대학교,사립,서울,기존,총신대학교 ,1440.0,0.0,1746.0,1439.0,307.0,121.3,99.9
205,2019,대학교,사립,서울,기존,추계예술대학교 ,1118.0,0.0,1176.0,1125.0,51.0,105.2,100.6
206,2019,교육대학,국립,강원,기존,춘천교육대학교 ,1284.0,0.0,1352.0,1264.0,88.0,105.3,98.4
207,2019,대학교,국립,대전,기존,충남대학교 ,14225.0,0.0,17890.0,16156.0,1734.0,125.8,113.6
208,2019,대학교,국립,충북,기존,충북대학교 ,11438.0,0.0,13613.0,11946.0,1667.0,119.0,104.4
209,2019,대학교,사립,경기,기존,칼빈대학교 ,376.0,0.0,504.0,293.0,211.0,134.0,77.9
210,2019,대학교,사립,서울,기존,케이씨대학교 ,1174.0,0.0,1389.0,1227.0,162.0,118.3,104.5
211,2019,대학교,사립,제주,폐교,탐라대학교 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
212,2019,대학교,사립,경기,기존,평택대학교 ,3489.0,0.0,3658.0,3164.0,494.0,104.8,90.7
213,2019,대학교,사립,경북,기존,포항공과대학교 ,1280.0,0.0,1432.0,1393.0,39.0,111.9,108.8
214,2019,대학교,국립,경기,기존,한경대학교 ,4836.0,0.0,5301.0,4808.0,493.0,109.6,99.4
215,2019,대학교,사립,경기,기존,한국공학대학교 ,5520.0,0.0,6879.0,5581.0,1298.0,124.6,101.1
216,2019,대학교,특별법법인,대전,기존,한국과학기술원 ,3880.0,0.0,3879.0,3611.0,268.0,100.0,93.1
217,2019,대학교,국립,충북,기존,한국교원대학교 ,2184.0,0.0,2447.0,2288.0,159.0,112.0,104.8
218,2019,대학교,국립,충북,기존,한국교통대학교 ,7716.0,0.0,8230.0,7559.0,671.0,106.7,98.0
219,2019,산업대학,국립,충북,폐교,한국교통대학교(산업대) ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
220,2019,대학교,사립,경남,기존,한국국제대학교 ,3043.0,0.0,2210.0,2063.0,147.0,72.6,67.8
221,2019,대학교,사립,충남,기존,한국기술교육대학교 ,3354.0,0.0,4432.0,3777.0,655.0,132.1,112.6
222,2019,방송통신대학,국립,서울,기존,한국방송통신대학교 ,232300.0,0.0,106812.0,96873.0,9939.0,46.0,41.7
223,2019,산업대학,사립,경기,폐교,한국산업기술대학교(산업대) ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
224,2019,대학교,사립,서울,기존,한국성서대학교 ,926.0,0.0,1088.0,967.0,121.0,117.5,104.4
225,2019,사이버대학(대학),사립,서울,기존,한국열린사이버대학교 ,3350.0,0.0,5324.0,3140.0,2184.0,158.9,93.7
226,2019,각종학교(대학),특별법국립,서울,기존,한국예술종합학교 ,2252.0,0.0,2711.0,2579.0,132.0,120.4,114.5
227,2019,대학교,사립,서울,기존,한국외국어대학교 ,13508.0,0.0,17770.0,14669.0,3101.0,131.6,108.6
228,2019,대학교,특별법국립,충남,기존,한국전통문화대학교 ,560.0,0.0,576.0,563.0,13.0,102.9,100.5
229,2019,대학교,국립,서울,기존,한국체육대학교 ,2270.0,0.0,2455.0,2322.0,133.0,108.1,102.3
230,2019,대학교,사립,대전,기존,한국침례신학대학교 ,1440.0,0.0,1345.0,1291.0,54.0,93.4,89.7
