,기준년도,학교종류,설립구분,지역,상태,학교,입학정원,정원내(모집인원),정원내(지원자),정원내 입학자(남),정원내 입학자(여),정원내 신입생 충원율(정원내 입학자/정원내 모집인원),경쟁률(정원내 지원자/정원내 모집인원)
177,2020,교육대학,국립,전북,기존,전주교육대학교 ,285.0,286.0,742.0,124.0,158.0,98.6,2.6
178,2020,대학교,사립,전북,기존,전주대학교 ,2512.0,2519.0,14803.0,1281.0,1238.0,100.0,5.9
179,2020,기술대학,사립,서울,기존,정석대학 ,25.0,100.0,31.0,25.0,6.0,31.0,0.3
180,2020,대학교,사립,제주,기존,제주국제대학교 ,370.0,370.0,440.0,134.0,30.0,44.3,1.2
181,2020,대학교,국립,제주,기존,제주대학교 ,2080.0,2086.0,12112.0,1011.0,1071.0,99.8,5.8
182,2020,대학교,사립,광주,기존,조선대학교 ,4324.0,4340.0,23519.0,2283.0,2039.0,99.6,5.4
183,2020,대학교,사립,충남,기존,중부대학교 ,1945.0,1943.0,14388.0,1010.0,924.0,99.5,7.4
184,2020,대학교,사립,서울,기존,중앙대학교 ,3150.0,3156.0,77106.0,1595.0,1530.0,99.0,24.4
185,2020,대학교,사립,경기,기존,중앙대학교 _제2캠퍼스,1168.0,1174.0,10736.0,488.0,675.0,99.1,9.1
186,2020,대학교,사립,경기,기존,중앙승가대학교 ,120.0,122.0,41.0,20.0,13.0,27.0,0.3
187,2020,대학교,사립,충북,기존,중원대학교 ,968.0,978.0,5437.0,617.0,334.0,97.2,5.6
188,2020,교육대학,국립,경남,기존,진주교육대학교 ,319.0,319.0,1992.0,121.0,198.0,100.0,6.2
189,2020,대학교,사립,경기,기존,차의과학대학교 ,474.0,474.0,2577.0,163.0,311.0,100.0,5.4
190,2020,대학교,사립,경남,기존,창신대학교 ,500.0,500.0,2881.0,240.0,260.0,100.0,5.8
191,2020,대학교,국립,경남,기존,창원대학교 ,1754.0,1763.0,10125.0,904.0,851.0,99.5,5.7
192,2020,산업대학,사립,충남,기존,청운대학교 ,1241.0,1255.0,11264.0,621.0,569.0,94.8,9.0
193,2020,교육대학,국립,충북,기존,청주교육대학교 ,286.0,286.0,1525.0,96.0,189.0,99.7,5.3
194,2020,대학교,사립,충북,기존,청주대학교 ,2632.0,2658.0,18334.0,1384.0,1269.0,99.8,6.9
195,2020,대학교,사립,전남,기존,초당대학교 ,752.0,752.0,4817.0,440.0,312.0,100.0,6.4
196,2020,대학교,사립,서울,기존,총신대학교 ,334.0,336.0,1782.0,143.0,193.0,100.0,5.3
197,2020,대학교,사립,서울,기존,추계예술대학교 ,269.0,270.0,3331.0,69.0,197.0,98.5,12.3
198,2020,교육대학,국립,강원,기존,춘천교육대학교 ,321.0,321.0,2100.0,120.0,201.0,100.0,6.5
199,2020,대학교,국립,대전,기존,충남대학교 ,3425.0,3430.0,28641.0,1793.0,1629.0,99.8,8.4
200,2020,대학교,국립,충북,기존,충북대학교 ,2738.0,2742.0,26828.0,1605.0,1133.0,99.9,9.8
201,2020,대학교,사립,경기,기존,칼빈대학교 ,90.0,92.0,276.0,67.0,25.0,100.0,3.0
202,2020,대학교,사립,서울,기존,케이씨대학교 ,277.0,281.0,1667.0,113.0,168.0,100.0,5.9
203,2020,대학교,사립,경기,기존,평택대학교 ,855.0,859.0,10939.0,480.0,375.0,99.5,12.7
204,2020,대학교,사립,경북,기존,포항공과대학교 ,320.0,320.0,2229.0,247.0,73.0,100.0,7.0
205,2020,대학교,국립,경기,기존,한경대학교 ,1143.0,1143.0,6912.0,681.0,453.0,99.2,6.0
