,기준연도,학교종류,설립구분,지역,상태,학교,학생정원,학생모집정지인원,총재학생,정원내재학생,정원외재학생,재학생충원율[총재학생/(학생정원-정지인원)x100],정원내학생충원율[정원내재학생/(학생정원-정지인원)x100]
483,2020 년 하반기,사이버대학(대학),사립,서울,기존,한양사이버대학교 ,10515.0,0.0,14307.0,9758.0,4549.0,136.1,92.8
484,2021 년 상반기,사이버대학(대학),사립,서울,기존,한양사이버대학교 ,10575.0,0.0,16603.0,11232.0,5371.0,157.0,106.2
485,2020 년 하반기,대학교,사립,전북,기존,한일장신대학교 ,886.0,0.0,839.0,716.0,123.0,94.7,80.8
486,2021 년 상반기,대학교,사립,전북,기존,한일장신대학교 ,876.0,0.0,856.0,756.0,100.0,97.7,86.3
487,2020 년 하반기,대학교,사립,경기,기존,협성대학교 ,4052.0,0.0,3930.0,3554.0,376.0,97.0,87.7
488,2021 년 상반기,대학교,사립,경기,기존,협성대학교 ,4016.0,0.0,4180.0,3808.0,372.0,104.1,94.8
489,2020 년 하반기,대학교,사립,광주,기존,호남대학교 ,6248.0,0.0,6621.0,5666.0,955.0,106.0,90.7
490,2021 년 상반기,대학교,사립,광주,기존,호남대학교 ,6248.0,0.0,6890.0,5963.0,927.0,110.3,95.4
491,2020 년 하반기,대학교,사립,광주,기존,호남신학대학교 ,584.0,0.0,476.0,475.0,1.0,81.5,81.3
492,2021 년 상반기,대학교,사립,광주,기존,호남신학대학교 ,568.0,0.0,490.0,487.0,3.0,86.3,85.7
493,2020 년 하반기,대학교,사립,충남,기존,호서대학교 ,11562.0,0.0,11706.0,10694.0,1012.0,101.2,92.5
494,2021 년 상반기,대학교,사립,충남,기존,호서대학교 ,11562.0,0.0,12108.0,11006.0,1102.0,104.7,95.2
495,2020 년 하반기,산업대학,사립,전북,기존,호원대학교 ,4634.0,0.0,4671.0,3494.0,1177.0,100.8,75.4
496,2021 년 상반기,산업대학,사립,전북,기존,호원대학교 ,4504.0,0.0,5273.0,3926.0,1347.0,117.1,87.2
497,2020 년 하반기,대학교,사립,서울,기존,홍익대학교 ,9629.0,0.0,11960.0,9529.0,2431.0,124.2,99.0
498,2021 년 상반기,대학교,사립,서울,기존,홍익대학교 ,9535.0,0.0,12130.0,9664.0,2466.0,127.2,101.4
499,2020 년 하반기,대학교,사립,세종,기존,홍익대학교 _제2캠퍼스,5316.0,0.0,5673.0,5204.0,469.0,106.7,97.9
500,2021 년 상반기,대학교,사립,세종,기존,홍익대학교 _제2캠퍼스,5229.0,0.0,5662.0,5171.0,491.0,108.3,98.9
501,2020 년 하반기,사이버대학(대학),사립,부산,기존,화신사이버대학교 ,1490.0,0.0,1235.0,993.0,242.0,82.9,66.6
502,2021 년 상반기,사이버대학(대학),사립,부산,기존,화신사이버대학교 ,1520.0,0.0,1583.0,1308.0,275.0,104.1,86.1
