,기준년도,학교종류,설립구분,지역,상태,학교,입학정원,정원내(모집인원),정원내(지원자),정원내 입학자(남),정원내 입학자(여),정원내 신입생 충원율(정원내 입학자/정원내 모집인원),경쟁률(정원내 지원자/정원내 모집인원)
87,2021,대학교,사립,대전,기존,목원대학교 ,1824.0,1825.0,8449.0,791.0,826.0,88.6,4.6
88,2021,대학교,사립,전남,기존,목포가톨릭대학교 ,120.0,120.0,537.0,24.0,96.0,100.0,4.5
89,2021,대학교,국립,전남,기존,목포대학교 ,1576.0,1581.0,7791.0,807.0,570.0,87.1,4.9
90,2021,대학교,국립,전남,기존,목포해양대학교 ,691.0,693.0,2639.0,542.0,118.0,95.2,3.8
91,2021,대학교,사립,대전,기존,배재대학교 ,2048.0,2054.0,11173.0,1097.0,713.0,88.1,5.4
92,2021,대학교,사립,충남,기존,백석대학교 ,3090.0,3104.0,20957.0,1423.0,1622.0,98.1,6.8
93,2021,대학교,국립,부산,기존,부경대학교 ,3270.0,3278.0,21999.0,1729.0,1541.0,99.8,6.7
94,2021,대학교,사립,부산,기존,부산가톨릭대학교 ,916.0,916.0,4388.0,286.0,450.0,80.3,4.8
95,2021,교육대학,국립,부산,기존,부산교육대학교 ,356.0,357.0,1593.0,144.0,210.0,99.2,4.5
96,2021,대학교,국립,부산,기존,부산대학교 ,4217.0,4226.0,38574.0,2412.0,1803.0,99.7,9.1
97,2021,사이버대학(대학),사립,부산,기존,부산디지털대학교 ,1000.0,1000.0,967.0,178.0,536.0,71.4,1.0
98,2021,대학교,사립,부산,기존,부산외국어대학교 ,1813.0,1818.0,7783.0,722.0,751.0,81.0,4.3
99,2021,대학교,사립,경남,기존,부산장신대학교 ,32.0,32.0,66.0,9.0,23.0,100.0,2.1
100,2021,사이버대학(대학),사립,서울,기존,사이버한국외국어대학교 ,1600.0,1600.0,2048.0,389.0,1023.0,88.3,1.3
101,2021,대학교,사립,서울,기존,삼육대학교 ,1122.0,1121.0,11910.0,482.0,639.0,100.0,10.6
102,2021,대학교,사립,서울,기존,상명대학교 ,1379.0,1380.0,11515.0,695.0,684.0,99.9,8.3
103,2021,대학교,사립,충남,기존,상명대학교 _제2캠퍼스,1367.0,1369.0,9908.0,582.0,786.0,99.9,7.2
104,2021,대학교,사립,강원,기존,상지대학교 ,2255.0,2272.0,11093.0,969.0,627.0,70.2,4.9
105,2021,대학교,사립,서울,기존,서강대학교 ,1574.0,1587.0,31118.0,909.0,667.0,99.3,19.6
106,2021,대학교,사립,서울,기존,서경대학교 ,1269.0,1275.0,21966.0,640.0,633.0,99.8,17.2
107,2021,대학교,국립,서울,기존,서울과학기술대학교 ,2127.0,2131.0,22073.0,1400.0,725.0,99.7,10.4
108,2021,교육대학,국립,서울,기존,서울교육대학교 ,355.0,357.0,1059.0,79.0,277.0,99.7,3.0
109,2021,대학교,사립,서울,기존,서울기독대학교 ,136.0,138.0,357.0,38.0,46.0,60.9,2.6
110,2021,대학교,국립대법인,서울,기존,서울대학교 ,3150.0,3153.0,16674.0,1856.0,1291.0,99.8,5.3
111,2021,사이버대학(대학),사립,서울,기존,서울디지털대학교 ,3000.0,3000.0,3022.0,726.0,1017.0,58.1,1.0
112,2021,사이버대학(대학),사립,서울,기존,서울사이버대학교 ,3270.0,3270.0,4903.0,1398.0,1670.0,93.8,1.5
113,2021,대학교,공립,서울,기존,서울시립대학교 ,1737.0,1751.0,20794.0,1101.0,647.0,99.8,11.9
114,2021,대학교,사립,경기,기존,서울신학대학교 ,457.0,457.0,2567.0,153.0,304.0,100.0,5.6
115,2021,대학교,사립,서울,기존,서울여자대학교 ,1632.0,1636.0,19384.0,0.0,1636.0,100.0,11.8
116,2021,대학교,사립,경기,기존,서울장신대학교 ,113.0,113.0,206.0,37.0,23.0,53.1,1.8
117,2021,대학교,사립,서울,기존,서울한영대학교 ,180.0,182.0,834.0,62.0,100.0,89.0,4.6
118,2021,대학교,사립,충북,기존,서원대학교 ,1622.0,1626.0,10699.0,793.0,747.0,94.7,6.6
119,2021,대학교,사립,충남,기존,선문대학교 ,2053.0,2050.0,10435.0,1220.0,812.0,99.1,5.1
120,2021,대학교,사립,경기,기존,성결대학교 ,1228.0,1229.0,10245.0,504.0,723.0,99.8,8.3
121,2021,대학교,사립,서울,기존,성공회대학교 ,502.0,504.0,2556.0,210.0,294.0,100.0,5.1
122,2021,대학교,사립,서울,기존,성균관대학교 ,3303.0,3303.0,53784.0,1790.0,1499.0,99.6,16.3
123,2021,대학교,사립,서울,기존,성신여자대학교 ,2272.0,2275.0,25895.0,0.0,2273.0,99.9,11.4
124,2021,대학교,사립,충북,기존,세명대학교 ,1920.0,1923.0,8229.0,762.0,664.0,74.2,4.3
125,2021,대학교,사립,서울,기존,세종대학교 ,2400.0,2412.0,30398.0,1344.0,1067.0,100.0,12.6
126,2021,사이버대학(대학),사립,서울,기존,세종사이버대학교 ,2180.0,2180.0,3735.0,950.0,1110.0,94.5,1.7
127,2021,대학교,사립,전남,기존,세한대학교 ,817.0,818.0,3841.0,459.0,359.0,100.0,4.7
128,2021,대학교,사립,광주,기존,송원대학교 ,710.0,710.0,3833.0,303.0,407.0,100.0,5.4
129,2021,대학교,사립,경기,기존,수원가톨릭대학교 ,90.0,90.0,50.0,37.0,1.0,42.2,0.6
130,2021,대학교,사립,경기,기존,수원대학교 ,2130.0,2133.0,21600.0,1092.0,1036.0,99.8,10.1
131,2021,대학교,사립,서울,기존,숙명여자대학교 ,2110.0,2120.0,22693.0,0.0,2106.0,99.3,10.7
132,2021,각종학교(대학),사립,충북,기존,순복음총회신학교 ,71.0,71.0,46.0,22.0,1.0,32.4,0.6
133,2021,대학교,국립,전남,기존,순천대학교 ,1628.0,1641.0,6905.0,802.0,671.0,89.8,4.2
134,2021,대학교,사립,충남,기존,순천향대학교 ,2352.0,2358.0,16786.0,1225.0,1131.0,99.9,7.1
135,2021,대학교,사립,서울,기존,숭실대학교 ,2700.0,2706.0,31910.0,1491.0,1211.0,99.9,11.8
136,2021,사이버대학(대학),사립,서울,기존,숭실사이버대학교 ,1650.0,1650.0,1987.0,658.0,777.0,87.0,1.2
137,2021,대학교,사립,경기,기존,신경대학교 ,246.0,239.0,906.0,36.0,33.0,28.9,3.8
138,2021,대학교,사립,부산,기존,신라대학교 ,2183.0,2183.0,10424.0,871.0,872.0,79.8,4.8
139,2021,대학교,사립,경기,기존,신한대학교 ,336.0,339.0,2608.0,198.0,141.0,100.0,7.7
140,2021,대학교,사립,경기,기존,신한대학교 _제2캠퍼스,1117.0,1120.0,9431.0,471.0,649.0,100.0,8.4
141,2021,대학교,사립,경기,기존,아신대학교 ,160.0,160.0,180.0,48.0,45.0,58.1,1.1
142,2021,대학교,사립,경기,기존,아주대학교 ,1861.0,1875.0,25340.0,1166.0,697.0,99.4,13.5
143,2021,대학교,국립,경북,기존,안동대학교 ,1456.0,1468.0,5966.0,688.0,382.0,72.9,4.1
144,2021,대학교,사립,경기,기존,안양대학교 ,1009.0,1020.0,7544.0,497.0,497.0,97.5,7.4
145,2021,대학교,사립,인천,기존,안양대학교 _제2캠퍼스,157.0,157.0,569.0,51.0,21.0,45.9,3.6
146,2021,대학교,사립,서울,기존,연세대학교 ,3417.0,3431.0,47632.0,1835.0,1585.0,99.7,13.9
147,2021,대학교,사립,강원,기존,연세대학교(미래) _분교,1319.0,1332.0,14061.0,711.0,620.0,99.9,10.6
148,2021,대학교,사립,경북,기존,영남대학교 ,4552.0,4560.0,22790.0,2350.0,2184.0,99.4,5.0
149,2021,대학교,사립,경북,기존,영남신학대학교 ,115.0,115.0,172.0,41.0,74.0,100.0,1.5
150,2021,대학교,사립,경남,기존,영산대학교 ,630.0,632.0,3313.0,228.0,223.0,71.4,5.2
151,2021,대학교,사립,부산,기존,영산대학교 _제2캠퍼스,870.0,871.0,3174.0,297.0,349.0,74.2,3.6
152,2021,대학교,사립,전남,기존,영산선학대학교 ,50.0,50.0,6.0,6.0,0.0,12.0,0.1
153,2021,대학교,사립,전북,기존,예수대학교 ,124.0,125.0,731.0,31.0,92.0,98.4,5.8
154,2021,대학교,사립,전북,기존,예원예술대학교 ,186.0,187.0,657.0,82.0,76.0,84.5,3.5
155,2021,대학교,사립,경기,기존,예원예술대학교 _제2캠퍼스,89.0,89.0,801.0,19.0,66.0,95.5,9.0
156,2021,대학교,사립,경기,기존,용인대학교 ,1262.0,1268.0,9886.0,698.0,569.0,99.9,7.8
157,2021,대학교,사립,전북,기존,우석대학교 ,1715.0,1726.0,7752.0,893.0,560.0,84.2,4.5
158,2021,대학교,사립,대전,기존,우송대학교 ,2004.0,2013.0,14416.0,1171.0,830.0,99.4,7.2
159,2021,대학교,특별법법인,울산,기존,울산과학기술원 ,400.0,400.0,3702.0,272.0,79.0,87.8,9.3
160,2021,대학교,사립,울산,기존,울산대학교 ,2782.0,2791.0,11796.0,1525.0,1179.0,96.9,4.2
161,2021,대학교,사립,전북,기존,원광대학교 ,3526.0,3543.0,17089.0,1681.0,1152.0,80.0,4.8
162,2021,사이버대학(대학),사립,전북,기존,원광디지털대학교 ,1500.0,1500.0,1663.0,331.0,959.0,86.0,1.1
163,2021,대학교,사립,경북,기존,위덕대학교 ,756.0,756.0,2388.0,380.0,363.0,98.3,3.2
164,2021,대학교,사립,충북,기존,유원대학교 ,875.0,884.0,5576.0,326.0,344.0,75.8,6.3
165,2021,대학교,사립,대전,기존,을지대학교 ,40.0,39.0,1053.0,25.0,14.0,100.0,27.0
166,2021,대학교,사립,경기,기존,을지대학교 _제2캠퍼스,841.0,843.0,9210.0,269.0,573.0,99.9,10.9
167,2021,대학교,사립,경기,기존,을지대학교 _제3캠퍼스,178.0,178.0,2541.0,59.0,119.0,100.0,14.3
168,2021,대학교,사립,서울,기존,이화여자대학교 ,3027.0,3036.0,26895.0,0.0,3029.0,99.8,8.9
169,2021,대학교,사립,경남,기존,인제대학교 ,2031.0,2030.0,7772.0,945.0,677.0,79.9,3.8
170,2021,대학교,사립,인천,기존,인천가톨릭대학교 ,16.0,16.0,20.0,14.0,2.0,100.0,1.3
171,2021,대학교,사립,인천,기존,인천가톨릭대학교 _제2캠퍼스,150.0,150.0,795.0,31.0,119.0,100.0,5.3
172,2021,대학교,국립대법인,인천,기존,인천대학교 ,2492.0,2496.0,16489.0,1476.0,1016.0,99.8,6.6
173,2021,대학교,사립,인천,기존,인하대학교 ,3591.0,3598.0,50066.0,2124.0,1472.0,99.9,13.9
174,2021,대학교,사립,서울,기존,장로회신학대학교 ,150.0,150.0,357.0,79.0,71.0,100.0,2.4
175,2021,대학교,국립,광주,기존,전남대학교 ,3367.0,3371.0,21222.0,1686.0,1681.0,99.9,6.3
176,2021,대학교,국립,전남,기존,전남대학교 _제2캠퍼스,833.0,836.0,3427.0,478.0,222.0,83.7,4.1
177,2021,대학교,국립,전북,기존,전북대학교 ,3818.0,3829.0,23919.0,2119.0,1694.0,99.6,6.2
178,2021,교육대학,국립,전북,기존,전주교육대학교 ,285.0,287.0,982.0,119.0,168.0,100.0,3.4
179,2021,대학교,사립,전북,기존,전주대학교 ,2562.0,2570.0,12410.0,1294.0,1085.0,92.6,4.8
180,2021,기술대학,사립,서울,기존,정석대학 ,25.0,100.0,27.0,16.0,11.0,27.0,0.3
181,2021,대학교,사립,제주,기존,제주국제대학교 ,370.0,370.0,314.0,98.0,11.0,29.5,0.8
182,2021,대학교,국립,제주,기존,제주대학교 ,2080.0,2088.0,12261.0,1001.0,1087.0,100.0,5.9
183,2021,대학교,사립,광주,기존,조선대학교 ,4330.0,4350.0,20828.0,2327.0,1895.0,97.1,4.8
184,2021,대학교,사립,충남,기존,중부대학교 ,1945.0,1945.0,12999.0,876.0,861.0,89.3,6.7
185,2021,대학교,사립,서울,기존,중앙대학교 ,3190.0,3207.0,70536.0,1647.0,1543.0,99.5,22.0
186,2021,대학교,사립,경기,기존,중앙대학교 _제2캠퍼스,1208.0,1216.0,10010.0,535.0,679.0,99.8,8.2
187,2021,대학교,사립,경기,기존,중앙승가대학교 ,120.0,122.0,29.0,19.0,10.0,23.8,0.2
188,2021,대학교,사립,충북,기존,중원대학교 ,871.0,879.0,3981.0,460.0,404.0,98.3,4.5
189,2021,교육대학,국립,경남,기존,진주교육대학교 ,319.0,319.0,1562.0,126.0,193.0,100.0,4.9
190,2021,대학교,사립,경기,기존,차의과학대학교 ,474.0,475.0,2371.0,145.0,330.0,100.0,5.0
191,2021,대학교,사립,경남,기존,창신대학교 ,475.0,475.0,2940.0,205.0,263.0,98.5,6.2
192,2021,대학교,국립,경남,기존,창원대학교 ,1754.0,1763.0,9260.0,954.0,781.0,98.4,5.3
193,2021,산업대학,사립,충남,기존,청운대학교 ,1203.0,1206.0,8158.0,477.0,460.0,77.7,6.8
194,2021,교육대학,국립,충북,기존,청주교육대학교 ,286.0,288.0,1413.0,100.0,187.0,99.7,4.9
195,2021,대학교,사립,충북,기존,청주대학교 ,2632.0,2652.0,13535.0,1416.0,1202.0,98.7,5.1
196,2021,대학교,사립,전남,기존,초당대학교 ,752.0,754.0,3917.0,427.0,317.0,98.7,5.2
197,2021,대학교,사립,서울,기존,총신대학교 ,307.0,307.0,1156.0,128.0,178.0,99.7,3.8
198,2021,대학교,사립,서울,기존,추계예술대학교 ,250.0,252.0,2836.0,76.0,175.0,99.6,11.3
199,2021,교육대학,국립,강원,기존,춘천교육대학교 ,321.0,321.0,1523.0,127.0,194.0,100.0,4.7
200,2021,대학교,국립,대전,기존,충남대학교 ,3561.0,3571.0,25980.0,1960.0,1594.0,99.5,7.3
201,2021,대학교,국립,충북,기존,충북대학교 ,2756.0,2767.0,22219.0,1602.0,1163.0,99.9,8.0
202,2021,대학교,사립,경기,기존,칼빈대학교 ,90.0,91.0,216.0,57.0,28.0,93.4,2.4
203,2021,대학교,사립,서울,기존,케이씨대학교 ,277.0,278.0,1273.0,127.0,147.0,98.6,4.6
204,2021,대학교,사립,경기,기존,평택대학교 ,805.0,812.0,7445.0,456.0,341.0,98.2,9.2
205,2021,대학교,사립,경북,기존,포항공과대학교 ,320.0,320.0,2224.0,231.0,88.0,99.7,7.0
206,2021,대학교,국립,경기,기존,한경대학교 ,1081.0,1081.0,6734.0,630.0,440.0,99.0,6.2
207,2021,대학교,사립,경기,기존,한국공학대학교 ,1380.0,1389.0,12017.0,1013.0,372.0,99.7,8.7
208,2021,대학교,특별법법인,대전,기존,한국과학기술원 ,970.0,710.0,4079.0,574.0,122.0,98.0,5.7
209,2021,대학교,국립,충북,기존,한국교원대학교 ,546.0,549.0,2857.0,244.0,304.0,99.8,5.2
210,2021,대학교,국립,충북,기존,한국교통대학교 ,1911.0,1915.0,10137.0,1353.0,551.0,99.4,5.3
211,2021,대학교,사립,경남,기존,한국국제대학교 ,486.0,486.0,532.0,73.0,73.0,30.0,1.1
212,2021,대학교,사립,충남,기존,한국기술교육대학교 ,836.0,836.0,4814.0,652.0,184.0,100.0,5.8
213,2021,방송통신대학,국립,서울,기존,한국방송통신대학교 ,55050.0,55050.0,14675.0,4846.0,7508.0,22.4,0.3
214,2021,대학교,사립,서울,기존,한국성서대학교 ,223.0,221.0,1268.0,79.0,142.0,100.0,5.7
215,2021,사이버대학(대학),사립,서울,기존,한국열린사이버대학교 ,1000.0,1000.0,1631.0,265.0,733.0,99.8,1.6
216,2021,각종학교(대학),특별법국립,서울,기존,한국예술종합학교 ,558.0,551.0,12048.0,170.0,369.0,97.8,21.9
217,2021,대학교,사립,서울,기존,한국외국어대학교 ,3377.0,3377.0,36957.0,1298.0,2064.0,99.6,10.9
218,2021,대학교,특별법국립,충남,기존,한국전통문화대학교 ,140.0,140.0,671.0,63.0,77.0,100.0,4.8
219,2021,대학교,국립,서울,기존,한국체육대학교 ,535.0,535.0,2373.0,347.0,187.0,99.8,4.4
220,2021,대학교,사립,대전,기존,한국침례신학대학교 ,345.0,351.0,378.0,75.0,113.0,53.6,1.1
221,2021,대학교,사립,경기,기존,한국항공대학교 ,877.0,880.0,6277.0,717.0,202.0,104.4,7.1
222,2021,대학교,국립,부산,기존,한국해양대학교 ,1372.0,1372.0,6986.0,993.0,378.0,99.9,5.1
223,2021,대학교,사립,대전,기존,한남대학교 ,2715.0,2715.0,13397.0,1367.0,1310.0,98.6,4.9
224,2021,대학교,사립,경북,기존,한동대학교 ,729.0,729.0,2841.0,364.0,365.0,100.0,3.9
225,2021,대학교,사립,강원,기존,한라대학교 ,883.0,890.0,2313.0,461.0,154.0,69.1,2.6
226,2021,대학교,사립,전남,기존,한려대학교 ,178.0,178.0,420.0,29.0,29.0,32.6,2.4
227,2021,대학교,사립,강원,기존,한림대학교 ,1771.0,1775.0,8230.0,920.0,854.0,99.9,4.6
228,2021,대학교,국립,대전,기존,한밭대학교 ,1846.0,1852.0,8879.0,1094.0,751.0,99.6,4.8
229,2021,대학교,사립,충남,기존,한서대학교 ,1579.0,1581.0,10500.0,945.0,583.0,96.6,6.6
230,2021,대학교,사립,서울,기존,한성대학교 ,1458.0,1463.0,13758.0,758.0,704.0,99.9,9.4
231,2021,대학교,사립,경기,기존,한세대학교 ,566.0,568.0,5488.0,208.0,355.0,99.1,9.7
232,2021,대학교,사립,경기,기존,한신대학교 ,1171.0,1172.0,10715.0,538.0,626.0,99.3,9.1
