,기준연도,학교종류,설립구분,지역,상태,학교,학생정원,학생모집정지인원,총재학생,정원내재학생,정원외재학생,재학생충원율[총재학생/(학생정원-정지인원)x100],정원내학생충원율[정원내재학생/(학생정원-정지인원)x100]
0,2020,대학교,사립,경북,기존,가야대학교(고령) _제2캠퍼스,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2020,대학교,사립,경남,기존,가야대학교(김해) ,2434.0,0.0,2176.0,1998.0,178.0,89.4,82.1
2,2020,대학교,사립,경기,기존,가천대학교 ,15374.0,0.0,18678.0,16318.0,2360.0,121.5,106.1
3,2020,대학교,사립,강원,기존,가톨릭관동대학교 ,8498.0,0.0,8107.0,7474.0,633.0,95.4,88.0
4,2020,대학교,사립,충북,기존,가톨릭꽃동네대학교 ,432.0,0.0,457.0,432.0,25.0,105.8,100.0
5,2020,대학교,사립,경기,기존,가톨릭대학교 ,5998.0,0.0,7163.0,6392.0,771.0,119.4,106.6
6,2020,대학교,사립,서울,기존,가톨릭대학교 _제2캠퍼스,878.0,0.0,923.0,866.0,57.0,105.1,98.6
7,2020,대학교,사립,서울,기존,가톨릭대학교 _제3캠퍼스,210.0,0.0,231.0,219.0,12.0,110.0,104.3
8,2020,대학교,사립,서울,기존,감리교신학대학교 ,800.0,0.0,814.0,770.0,44.0,101.8,96.3
9,2020,대학교,사립,경기,기존,강남대학교 ,5986.0,0.0,6695.0,6054.0,641.0,111.8,101.1
10,2020,대학교,국립,강원,기존,강릉원주대학교 ,5456.0,0.0,5775.0,5344.0,431.0,105.8,97.9
11,2020,대학교,국립,강원,기존,강릉원주대학교 _제2캠퍼스,1956.0,0.0,2061.0,1938.0,123.0,105.4,99.1
12,2020,대학교,국립,강원,기존,강원대학교 ,12139.0,0.0,13821.0,12684.0,1137.0,113.9,104.5
13,2020,대학교,국립,강원,기존,강원대학교 _제2캠퍼스,6116.0,0.0,5766.0,5390.0,376.0,94.3,88.1
14,2020,대학교,사립,서울,기존,건국대학교 ,12138.0,0.0,15764.0,12975.0,2789.0,129.9,106.9
15,2020,대학교,사립,충북,기존,건국대학교(글로컬) _분교,6231.0,0.0,6995.0,6300.0,695.0,112.3,101.1
16,2020,대학교,사립,충남,기존,건양대학교 ,3485.0,0.0,3534.0,3268.0,266.0,101.4,93.8
17,2020,대학교,사립,대전,기존,건양대학교 _제2캠퍼스,3405.0,0.0,3505.0,3267.0,238.0,102.9,95.9
18,2020,사이버대학(대학),사립,대전,기존,건양사이버대학교 ,3000.0,0.0,3466.0,2882.0,584.0,115.5,96.1
19,2020,대학교,사립,경기,기존,경기대학교 ,10447.0,0.0,11732.0,10433.0,1299.0,112.3,99.9
