소재지(시군구)별,문화시설별,항목,단위,2020 년
무안군,계,시설수,개,3
무안군,계,면적,㎡,17725
무안군,공연장,시설수,개,
무안군,공연장,면적,㎡,
무안군,박물관,시설수,개,
무안군,박물관,면적,㎡,
무안군,미술관,시설수,개,
무안군,미술관,면적,㎡,
무안군,과학관,시설수,개,
무안군,과학관,면적,㎡,
무안군,문화산업단지,시설수,개,
무안군,문화산업단지,면적,㎡,
무안군,문화산업진흥시설,시설수,개,
무안군,문화산업진흥시설,면적,㎡,
무안군,지방문화원,시설수,개,1
무안군,지방문화원,면적,㎡,11064
무안군,문화예술진흥시설,시설수,개,2
무안군,문화예술진흥시설,면적,㎡,6661
무안군,전시시설,시설수,개,
무안군,전시시설,면적,㎡,
무안군,국제회의시설,시설수,개,
무안군,국제회의시설,면적,㎡,
무안군,공공도서관,시설수,개,
무안군,공공도서관,면적,㎡,
무안군,전문도서관,시설수,개,
무안군,전문도서관,면적,㎡,
함평군,계,시설수,개,
함평군,계,면적,㎡,
함평군,공연장,시설수,개,
함평군,공연장,면적,㎡,
함평군,박물관,시설수,개,
함평군,박물관,면적,㎡,
함평군,미술관,시설수,개,
함평군,미술관,면적,㎡,
함평군,과학관,시설수,개,
함평군,과학관,면적,㎡,
함평군,문화산업단지,시설수,개,
함평군,문화산업단지,면적,㎡,
함평군,문화산업진흥시설,시설수,개,
함평군,문화산업진흥시설,면적,㎡,
함평군,지방문화원,시설수,개,
함평군,지방문화원,면적,㎡,
함평군,문화예술진흥시설,시설수,개,
함평군,문화예술진흥시설,면적,㎡,
함평군,전시시설,시설수,개,
함평군,전시시설,면적,㎡,
함평군,국제회의시설,시설수,개,
함평군,국제회의시설,면적,㎡,
함평군,공공도서관,시설수,개,
함평군,공공도서관,면적,㎡,
함평군,전문도서관,시설수,개,
함평군,전문도서관,면적,㎡,
장성군,계,시설수,개,2
장성군,계,면적,㎡,64704
장성군,공연장,시설수,개,
장성군,공연장,면적,㎡,
장성군,박물관,시설수,개,
장성군,박물관,면적,㎡,
장성군,미술관,시설수,개,
장성군,미술관,면적,㎡,
장성군,과학관,시설수,개,
장성군,과학관,면적,㎡,
장성군,문화산업단지,시설수,개,
장성군,문화산업단지,면적,㎡,
장성군,문화산업진흥시설,시설수,개,
장성군,문화산업진흥시설,면적,㎡,
장성군,지방문화원,시설수,개,
장성군,지방문화원,면적,㎡,
장성군,문화예술진흥시설,시설수,개,1
장성군,문화예술진흥시설,면적,㎡,60184
장성군,전시시설,시설수,개,
장성군,전시시설,면적,㎡,
장성군,국제회의시설,시설수,개,
장성군,국제회의시설,면적,㎡,
장성군,공공도서관,시설수,개,1
장성군,공공도서관,면적,㎡,4520
장성군,전문도서관,시설수,개,
장성군,전문도서관,면적,㎡,
진도군,계,시설수,개,1
진도군,계,면적,㎡,44267
진도군,공연장,시설수,개,
진도군,공연장,면적,㎡,
진도군,박물관,시설수,개,
진도군,박물관,면적,㎡,
진도군,미술관,시설수,개,
진도군,미술관,면적,㎡,
진도군,과학관,시설수,개,
진도군,과학관,면적,㎡,
진도군,문화산업단지,시설수,개,
진도군,문화산업단지,면적,㎡,
진도군,문화산업진흥시설,시설수,개,
진도군,문화산업진흥시설,면적,㎡,
진도군,지방문화원,시설수,개,
진도군,지방문화원,면적,㎡,
진도군,문화예술진흥시설,시설수,개,1
진도군,문화예술진흥시설,면적,㎡,44267
진도군,전시시설,시설수,개,
진도군,전시시설,면적,㎡,
진도군,국제회의시설,시설수,개,
진도군,국제회의시설,면적,㎡,
진도군,공공도서관,시설수,개,
진도군,공공도서관,면적,㎡,
진도군,전문도서관,시설수,개,
진도군,전문도서관,면적,㎡,
강진군,계,시설수,개,2
강진군,계,면적,㎡,32913
강진군,공연장,시설수,개,
강진군,공연장,면적,㎡,
강진군,박물관,시설수,개,
강진군,박물관,면적,㎡,
강진군,미술관,시설수,개,
강진군,미술관,면적,㎡,
강진군,과학관,시설수,개,
강진군,과학관,면적,㎡,
강진군,문화산업단지,시설수,개,
강진군,문화산업단지,면적,㎡,
강진군,문화산업진흥시설,시설수,개,
강진군,문화산업진흥시설,면적,㎡,
강진군,지방문화원,시설수,개,
강진군,지방문화원,면적,㎡,
강진군,문화예술진흥시설,시설수,개,2
강진군,문화예술진흥시설,면적,㎡,32913
강진군,전시시설,시설수,개,
강진군,전시시설,면적,㎡,
강진군,국제회의시설,시설수,개,
강진군,국제회의시설,면적,㎡,
강진군,공공도서관,시설수,개,
강진군,공공도서관,면적,㎡,
강진군,전문도서관,시설수,개,
강진군,전문도서관,면적,㎡,
영광군,계,시설수,개,1
영광군,계,면적,㎡,5873
영광군,공연장,시설수,개,
영광군,공연장,면적,㎡,
영광군,박물관,시설수,개,
영광군,박물관,면적,㎡,
영광군,미술관,시설수,개,
영광군,미술관,면적,㎡,
영광군,과학관,시설수,개,
영광군,과학관,면적,㎡,
영광군,문화산업단지,시설수,개,
영광군,문화산업단지,면적,㎡,
영광군,문화산업진흥시설,시설수,개,
영광군,문화산업진흥시설,면적,㎡,
영광군,지방문화원,시설수,개,
영광군,지방문화원,면적,㎡,
영광군,문화예술진흥시설,시설수,개,
영광군,문화예술진흥시설,면적,㎡,
영광군,전시시설,시설수,개,
영광군,전시시설,면적,㎡,
영광군,국제회의시설,시설수,개,
영광군,국제회의시설,면적,㎡,
영광군,공공도서관,시설수,개,1
영광군,공공도서관,면적,㎡,5873
영광군,전문도서관,시설수,개,
영광군,전문도서관,면적,㎡,
완도군,계,시설수,개,3
완도군,계,면적,㎡,77808
완도군,공연장,시설수,개,
완도군,공연장,면적,㎡,
완도군,박물관,시설수,개,
완도군,박물관,면적,㎡,
완도군,미술관,시설수,개,
완도군,미술관,면적,㎡,
완도군,과학관,시설수,개,
완도군,과학관,면적,㎡,
완도군,문화산업단지,시설수,개,
완도군,문화산업단지,면적,㎡,
완도군,문화산업진흥시설,시설수,개,
완도군,문화산업진흥시설,면적,㎡,
완도군,지방문화원,시설수,개,
완도군,지방문화원,면적,㎡,
완도군,문화예술진흥시설,시설수,개,2
완도군,문화예술진흥시설,면적,㎡,72854
완도군,전시시설,시설수,개,
완도군,전시시설,면적,㎡,
완도군,국제회의시설,시설수,개,
완도군,국제회의시설,면적,㎡,
완도군,공공도서관,시설수,개,1
완도군,공공도서관,면적,㎡,4954
완도군,전문도서관,시설수,개,
완도군,전문도서관,면적,㎡,
신안군,계,시설수,개,3
신안군,계,면적,㎡,75689
신안군,공연장,시설수,개,
신안군,공연장,면적,㎡,
신안군,박물관,시설수,개,
신안군,박물관,면적,㎡,
신안군,미술관,시설수,개,
신안군,미술관,면적,㎡,
신안군,과학관,시설수,개,
신안군,과학관,면적,㎡,
신안군,문화산업단지,시설수,개,1
신안군,문화산업단지,면적,㎡,29645
신안군,문화산업진흥시설,시설수,개,
신안군,문화산업진흥시설,면적,㎡,
신안군,지방문화원,시설수,개,
신안군,지방문화원,면적,㎡,
신안군,문화예술진흥시설,시설수,개,2
신안군,문화예술진흥시설,면적,㎡,46044
신안군,전시시설,시설수,개,
신안군,전시시설,면적,㎡,
신안군,국제회의시설,시설수,개,
신안군,국제회의시설,면적,㎡,
신안군,공공도서관,시설수,개,
신안군,공공도서관,면적,㎡,
신안군,전문도서관,시설수,개,
신안군,전문도서관,면적,㎡,
곡성군,계,시설수,개,2
곡성군,계,면적,㎡,48324
곡성군,공연장,시설수,개,
곡성군,공연장,면적,㎡,
곡성군,박물관,시설수,개,
곡성군,박물관,면적,㎡,
곡성군,미술관,시설수,개,
곡성군,미술관,면적,㎡,
곡성군,과학관,시설수,개,
곡성군,과학관,면적,㎡,
곡성군,문화산업단지,시설수,개,
곡성군,문화산업단지,면적,㎡,
곡성군,문화산업진흥시설,시설수,개,
곡성군,문화산업진흥시설,면적,㎡,
곡성군,지방문화원,시설수,개,
곡성군,지방문화원,면적,㎡,
곡성군,문화예술진흥시설,시설수,개,2
곡성군,문화예술진흥시설,면적,㎡,48324
곡성군,전시시설,시설수,개,
곡성군,전시시설,면적,㎡,
곡성군,국제회의시설,시설수,개,
곡성군,국제회의시설,면적,㎡,
곡성군,공공도서관,시설수,개,
곡성군,공공도서관,면적,㎡,
곡성군,전문도서관,시설수,개,
곡성군,전문도서관,면적,㎡,
보성군,계,시설수,개,3
보성군,계,면적,㎡,27109
보성군,공연장,시설수,개,
보성군,공연장,면적,㎡,
보성군,박물관,시설수,개,
보성군,박물관,면적,㎡,
보성군,미술관,시설수,개,
보성군,미술관,면적,㎡,
보성군,과학관,시설수,개,
보성군,과학관,면적,㎡,
보성군,문화산업단지,시설수,개,
보성군,문화산업단지,면적,㎡,
보성군,문화산업진흥시설,시설수,개,
보성군,문화산업진흥시설,면적,㎡,
보성군,지방문화원,시설수,개,
보성군,지방문화원,면적,㎡,
보성군,문화예술진흥시설,시설수,개,1
보성군,문화예술진흥시설,면적,㎡,25464
보성군,전시시설,시설수,개,
보성군,전시시설,면적,㎡,
보성군,국제회의시설,시설수,개,
보성군,국제회의시설,면적,㎡,
보성군,공공도서관,시설수,개,2
보성군,공공도서관,면적,㎡,1645
보성군,전문도서관,시설수,개,
보성군,전문도서관,면적,㎡,
영암군,계,시설수,개,7
영암군,계,면적,㎡,184594
영암군,공연장,시설수,개,
영암군,공연장,면적,㎡,
영암군,박물관,시설수,개,
영암군,박물관,면적,㎡,
영암군,미술관,시설수,개,
영암군,미술관,면적,㎡,
영암군,과학관,시설수,개,
영암군,과학관,면적,㎡,
영암군,문화산업단지,시설수,개,
영암군,문화산업단지,면적,㎡,
영암군,문화산업진흥시설,시설수,개,
영암군,문화산업진흥시설,면적,㎡,
영암군,지방문화원,시설수,개,
영암군,지방문화원,면적,㎡,
영암군,문화예술진흥시설,시설수,개,7
영암군,문화예술진흥시설,면적,㎡,184594
영암군,전시시설,시설수,개,
영암군,전시시설,면적,㎡,
영암군,국제회의시설,시설수,개,
영암군,국제회의시설,면적,㎡,
영암군,공공도서관,시설수,개,
영암군,공공도서관,면적,㎡,
영암군,전문도서관,시설수,개,
영암군,전문도서관,면적,㎡,
경상북도,계,시설수,개,115
경상북도,계,면적,㎡,3534974
경상북도,공연장,시설수,개,1
경상북도,공연장,면적,㎡,53988
경상북도,박물관,시설수,개,
경상북도,박물관,면적,㎡,
경상북도,미술관,시설수,개,2
경상북도,미술관,면적,㎡,48593
경상북도,과학관,시설수,개,13
경상북도,과학관,면적,㎡,575739
경상북도,문화산업단지,시설수,개,
경상북도,문화산업단지,면적,㎡,
경상북도,문화산업진흥시설,시설수,개,
경상북도,문화산업진흥시설,면적,㎡,
경상북도,지방문화원,시설수,개,2
경상북도,지방문화원,면적,㎡,10687
경상북도,문화예술진흥시설,시설수,개,85
경상북도,문화예술진흥시설,면적,㎡,2725118
경상북도,전시시설,시설수,개,
경상북도,전시시설,면적,㎡,
경상북도,국제회의시설,시설수,개,
경상북도,국제회의시설,면적,㎡,
경상북도,공공도서관,시설수,개,12
경상북도,공공도서관,면적,㎡,120849
경상북도,전문도서관,시설수,개,
경상북도,전문도서관,면적,㎡,
포항시,계,시설수,개,4
포항시,계,면적,㎡,66292
포항시,공연장,시설수,개,
포항시,공연장,면적,㎡,
포항시,박물관,시설수,개,
포항시,박물관,면적,㎡,
포항시,미술관,시설수,개,
포항시,미술관,면적,㎡,
포항시,과학관,시설수,개,
포항시,과학관,면적,㎡,
포항시,문화산업단지,시설수,개,
포항시,문화산업단지,면적,㎡,
포항시,문화산업진흥시설,시설수,개,
포항시,문화산업진흥시설,면적,㎡,
포항시,지방문화원,시설수,개,
포항시,지방문화원,면적,㎡,
포항시,문화예술진흥시설,시설수,개,3
포항시,문화예술진흥시설,면적,㎡,11709
포항시,전시시설,시설수,개,
포항시,전시시설,면적,㎡,
포항시,국제회의시설,시설수,개,
포항시,국제회의시설,면적,㎡,
포항시,공공도서관,시설수,개,1
포항시,공공도서관,면적,㎡,54583
포항시,전문도서관,시설수,개,
포항시,전문도서관,면적,㎡,
경주시,계,시설수,개,14
경주시,계,면적,㎡,579395
경주시,공연장,시설수,개,
경주시,공연장,면적,㎡,
경주시,박물관,시설수,개,
경주시,박물관,면적,㎡,
경주시,미술관,시설수,개,
경주시,미술관,면적,㎡,
경주시,과학관,시설수,개,3
경주시,과학관,면적,㎡,189590
경주시,문화산업단지,시설수,개,
경주시,문화산업단지,면적,㎡,
경주시,문화산업진흥시설,시설수,개,
경주시,문화산업진흥시설,면적,㎡,
경주시,지방문화원,시설수,개,
경주시,지방문화원,면적,㎡,
경주시,문화예술진흥시설,시설수,개,10
경주시,문화예술진흥시설,면적,㎡,386877
경주시,전시시설,시설수,개,
경주시,전시시설,면적,㎡,
경주시,국제회의시설,시설수,개,
경주시,국제회의시설,면적,㎡,
경주시,공공도서관,시설수,개,1
경주시,공공도서관,면적,㎡,2928
경주시,전문도서관,시설수,개,
경주시,전문도서관,면적,㎡,
안동시,계,시설수,개,8
안동시,계,면적,㎡,316810
안동시,공연장,시설수,개,
안동시,공연장,면적,㎡,
안동시,박물관,시설수,개,
안동시,박물관,면적,㎡,
안동시,미술관,시설수,개,1
안동시,미술관,면적,㎡,16191
안동시,과학관,시설수,개,2
안동시,과학관,면적,㎡,204346
안동시,문화산업단지,시설수,개,
안동시,문화산업단지,면적,㎡,
안동시,문화산업진흥시설,시설수,개,
안동시,문화산업진흥시설,면적,㎡,
안동시,지방문화원,시설수,개,
안동시,지방문화원,면적,㎡,
안동시,문화예술진흥시설,시설수,개,5
안동시,문화예술진흥시설,면적,㎡,96273
안동시,전시시설,시설수,개,
안동시,전시시설,면적,㎡,
안동시,국제회의시설,시설수,개,
안동시,국제회의시설,면적,㎡,
안동시,공공도서관,시설수,개,
안동시,공공도서관,면적,㎡,
안동시,전문도서관,시설수,개,
안동시,전문도서관,면적,㎡,
구미시,계,시설수,개,6
구미시,계,면적,㎡,273594
구미시,공연장,시설수,개,
구미시,공연장,면적,㎡,
구미시,박물관,시설수,개,
구미시,박물관,면적,㎡,
구미시,미술관,시설수,개,
구미시,미술관,면적,㎡,
구미시,과학관,시설수,개,
구미시,과학관,면적,㎡,
구미시,문화산업단지,시설수,개,
구미시,문화산업단지,면적,㎡,
구미시,문화산업진흥시설,시설수,개,
구미시,문화산업진흥시설,면적,㎡,
구미시,지방문화원,시설수,개,
구미시,지방문화원,면적,㎡,
구미시,문화예술진흥시설,시설수,개,4
구미시,문화예술진흥시설,면적,㎡,264018
구미시,전시시설,시설수,개,
구미시,전시시설,면적,㎡,
구미시,국제회의시설,시설수,개,
구미시,국제회의시설,면적,㎡,
구미시,공공도서관,시설수,개,2
구미시,공공도서관,면적,㎡,9576
구미시,전문도서관,시설수,개,
구미시,전문도서관,면적,㎡,
영주시,계,시설수,개,11
영주시,계,면적,㎡,220820
영주시,공연장,시설수,개,
영주시,공연장,면적,㎡,
영주시,박물관,시설수,개,
영주시,박물관,면적,㎡,
영주시,미술관,시설수,개,
영주시,미술관,면적,㎡,
영주시,과학관,시설수,개,4
영주시,과학관,면적,㎡,26092
영주시,문화산업단지,시설수,개,
영주시,문화산업단지,면적,㎡,
영주시,문화산업진흥시설,시설수,개,
영주시,문화산업진흥시설,면적,㎡,
영주시,지방문화원,시설수,개,1
영주시,지방문화원,면적,㎡,6900
영주시,문화예술진흥시설,시설수,개,5
영주시,문화예술진흥시설,면적,㎡,186621
영주시,전시시설,시설수,개,
영주시,전시시설,면적,㎡,
영주시,국제회의시설,시설수,개,
영주시,국제회의시설,면적,㎡,
영주시,공공도서관,시설수,개,1
영주시,공공도서관,면적,㎡,1207
영주시,전문도서관,시설수,개,
영주시,전문도서관,면적,㎡,
영천시,계,시설수,개,9
영천시,계,면적,㎡,184498
영천시,공연장,시설수,개,1
영천시,공연장,면적,㎡,53988
영천시,박물관,시설수,개,
영천시,박물관,면적,㎡,
영천시,미술관,시설수,개,
영천시,미술관,면적,㎡,
영천시,과학관,시설수,개,
영천시,과학관,면적,㎡,
영천시,문화산업단지,시설수,개,
영천시,문화산업단지,면적,㎡,
영천시,문화산업진흥시설,시설수,개,
영천시,문화산업진흥시설,면적,㎡,
영천시,지방문화원,시설수,개,
영천시,지방문화원,면적,㎡,
영천시,문화예술진흥시설,시설수,개,6
영천시,문화예술진흥시설,면적,㎡,116060
영천시,전시시설,시설수,개,
영천시,전시시설,면적,㎡,
영천시,국제회의시설,시설수,개,
영천시,국제회의시설,면적,㎡,
영천시,공공도서관,시설수,개,2
영천시,공공도서관,면적,㎡,14450
영천시,전문도서관,시설수,개,
영천시,전문도서관,면적,㎡,
상주시,계,시설수,개,8
상주시,계,면적,㎡,329316
상주시,공연장,시설수,개,
상주시,공연장,면적,㎡,
상주시,박물관,시설수,개,
상주시,박물관,면적,㎡,
상주시,미술관,시설수,개,
상주시,미술관,면적,㎡,
상주시,과학관,시설수,개,3
상주시,과학관,면적,㎡,123598
상주시,문화산업단지,시설수,개,
상주시,문화산업단지,면적,㎡,
상주시,문화산업진흥시설,시설수,개,
상주시,문화산업진흥시설,면적,㎡,
상주시,지방문화원,시설수,개,
상주시,지방문화원,면적,㎡,
상주시,문화예술진흥시설,시설수,개,4
상주시,문화예술진흥시설,면적,㎡,198218
상주시,전시시설,시설수,개,
상주시,전시시설,면적,㎡,
상주시,국제회의시설,시설수,개,
상주시,국제회의시설,면적,㎡,
상주시,공공도서관,시설수,개,1
상주시,공공도서관,면적,㎡,7500
상주시,전문도서관,시설수,개,
상주시,전문도서관,면적,㎡,
문경시,계,시설수,개,2
문경시,계,면적,㎡,29826
문경시,공연장,시설수,개,
문경시,공연장,면적,㎡,
문경시,박물관,시설수,개,
문경시,박물관,면적,㎡,
문경시,미술관,시설수,개,
문경시,미술관,면적,㎡,
문경시,과학관,시설수,개,
문경시,과학관,면적,㎡,
문경시,문화산업단지,시설수,개,
문경시,문화산업단지,면적,㎡,
문경시,문화산업진흥시설,시설수,개,
문경시,문화산업진흥시설,면적,㎡,
문경시,지방문화원,시설수,개,
문경시,지방문화원,면적,㎡,
문경시,문화예술진흥시설,시설수,개,2
문경시,문화예술진흥시설,면적,㎡,29826
문경시,전시시설,시설수,개,
문경시,전시시설,면적,㎡,
문경시,국제회의시설,시설수,개,
문경시,국제회의시설,면적,㎡,
문경시,공공도서관,시설수,개,
문경시,공공도서관,면적,㎡,
문경시,전문도서관,시설수,개,
문경시,전문도서관,면적,㎡,
경산시,계,시설수,개,4
경산시,계,면적,㎡,68893
경산시,공연장,시설수,개,
경산시,공연장,면적,㎡,
경산시,박물관,시설수,개,
경산시,박물관,면적,㎡,
경산시,미술관,시설수,개,
경산시,미술관,면적,㎡,
경산시,과학관,시설수,개,
경산시,과학관,면적,㎡,
경산시,문화산업단지,시설수,개,
경산시,문화산업단지,면적,㎡,
경산시,문화산업진흥시설,시설수,개,
경산시,문화산업진흥시설,면적,㎡,
경산시,지방문화원,시설수,개,
경산시,지방문화원,면적,㎡,
경산시,문화예술진흥시설,시설수,개,3
경산시,문화예술진흥시설,면적,㎡,67609
경산시,전시시설,시설수,개,
경산시,전시시설,면적,㎡,
경산시,국제회의시설,시설수,개,
경산시,국제회의시설,면적,㎡,
경산시,공공도서관,시설수,개,1
경산시,공공도서관,면적,㎡,1284
경산시,전문도서관,시설수,개,
경산시,전문도서관,면적,㎡,
김천시,계,시설수,개,5
김천시,계,면적,㎡,166013
김천시,공연장,시설수,개,
김천시,공연장,면적,㎡,
김천시,박물관,시설수,개,
김천시,박물관,면적,㎡,
김천시,미술관,시설수,개,
김천시,미술관,면적,㎡,
김천시,과학관,시설수,개,
김천시,과학관,면적,㎡,
김천시,문화산업단지,시설수,개,
김천시,문화산업단지,면적,㎡,
김천시,문화산업진흥시설,시설수,개,
김천시,문화산업진흥시설,면적,㎡,
김천시,지방문화원,시설수,개,
김천시,지방문화원,면적,㎡,
김천시,문화예술진흥시설,시설수,개,4
김천시,문화예술진흥시설,면적,㎡,148121
김천시,전시시설,시설수,개,
김천시,전시시설,면적,㎡,
김천시,국제회의시설,시설수,개,
김천시,국제회의시설,면적,㎡,
김천시,공공도서관,시설수,개,1
김천시,공공도서관,면적,㎡,17892
김천시,전문도서관,시설수,개,
김천시,전문도서관,면적,㎡,
영양군,계,시설수,개,2
영양군,계,면적,㎡,75730
영양군,공연장,시설수,개,
영양군,공연장,면적,㎡,
영양군,박물관,시설수,개,
영양군,박물관,면적,㎡,
영양군,미술관,시설수,개,
영양군,미술관,면적,㎡,
영양군,과학관,시설수,개,
영양군,과학관,면적,㎡,
영양군,문화산업단지,시설수,개,
영양군,문화산업단지,면적,㎡,
영양군,문화산업진흥시설,시설수,개,
영양군,문화산업진흥시설,면적,㎡,
영양군,지방문화원,시설수,개,
영양군,지방문화원,면적,㎡,
영양군,문화예술진흥시설,시설수,개,2
영양군,문화예술진흥시설,면적,㎡,75730
영양군,전시시설,시설수,개,
영양군,전시시설,면적,㎡,
영양군,국제회의시설,시설수,개,
영양군,국제회의시설,면적,㎡,
영양군,공공도서관,시설수,개,
영양군,공공도서관,면적,㎡,
영양군,전문도서관,시설수,개,
영양군,전문도서관,면적,㎡,
영덕군,계,시설수,개,4
영덕군,계,면적,㎡,124889
영덕군,공연장,시설수,개,
영덕군,공연장,면적,㎡,
영덕군,박물관,시설수,개,
영덕군,박물관,면적,㎡,
영덕군,미술관,시설수,개,
영덕군,미술관,면적,㎡,
영덕군,과학관,시설수,개,
영덕군,과학관,면적,㎡,
영덕군,문화산업단지,시설수,개,
영덕군,문화산업단지,면적,㎡,
영덕군,문화산업진흥시설,시설수,개,
영덕군,문화산업진흥시설,면적,㎡,
영덕군,지방문화원,시설수,개,
영덕군,지방문화원,면적,㎡,
영덕군,문화예술진흥시설,시설수,개,4
영덕군,문화예술진흥시설,면적,㎡,124889
영덕군,전시시설,시설수,개,
영덕군,전시시설,면적,㎡,
영덕군,국제회의시설,시설수,개,
영덕군,국제회의시설,면적,㎡,
영덕군,공공도서관,시설수,개,
영덕군,공공도서관,면적,㎡,
영덕군,전문도서관,시설수,개,
영덕군,전문도서관,면적,㎡,
고령군,계,시설수,개,3
고령군,계,면적,㎡,72841
고령군,공연장,시설수,개,
고령군,공연장,면적,㎡,
고령군,박물관,시설수,개,
고령군,박물관,면적,㎡,
고령군,미술관,시설수,개,
고령군,미술관,면적,㎡,
고령군,과학관,시설수,개,
고령군,과학관,면적,㎡,
고령군,문화산업단지,시설수,개,
고령군,문화산업단지,면적,㎡,
고령군,문화산업진흥시설,시설수,개,
고령군,문화산업진흥시설,면적,㎡,
고령군,지방문화원,시설수,개,
고령군,지방문화원,면적,㎡,
고령군,문화예술진흥시설,시설수,개,3
고령군,문화예술진흥시설,면적,㎡,72841
고령군,전시시설,시설수,개,
고령군,전시시설,면적,㎡,
고령군,국제회의시설,시설수,개,
고령군,국제회의시설,면적,㎡,
고령군,공공도서관,시설수,개,
고령군,공공도서관,면적,㎡,
고령군,전문도서관,시설수,개,
고령군,전문도서관,면적,㎡,
칠곡군,계,시설수,개,2
칠곡군,계,면적,㎡,264800
칠곡군,공연장,시설수,개,
칠곡군,공연장,면적,㎡,
칠곡군,박물관,시설수,개,
칠곡군,박물관,면적,㎡,
칠곡군,미술관,시설수,개,1
칠곡군,미술관,면적,㎡,32402
칠곡군,과학관,시설수,개,
칠곡군,과학관,면적,㎡,
칠곡군,문화산업단지,시설수,개,
칠곡군,문화산업단지,면적,㎡,
칠곡군,문화산업진흥시설,시설수,개,
칠곡군,문화산업진흥시설,면적,㎡,
칠곡군,지방문화원,시설수,개,
칠곡군,지방문화원,면적,㎡,
칠곡군,문화예술진흥시설,시설수,개,1
칠곡군,문화예술진흥시설,면적,㎡,232398
칠곡군,전시시설,시설수,개,
칠곡군,전시시설,면적,㎡,
칠곡군,국제회의시설,시설수,개,
칠곡군,국제회의시설,면적,㎡,
칠곡군,공공도서관,시설수,개,
칠곡군,공공도서관,면적,㎡,
칠곡군,전문도서관,시설수,개,
칠곡군,전문도서관,면적,㎡,
의성군,계,시설수,개,5
의성군,계,면적,㎡,158767
의성군,공연장,시설수,개,
의성군,공연장,면적,㎡,
의성군,박물관,시설수,개,
의성군,박물관,면적,㎡,
의성군,미술관,시설수,개,
의성군,미술관,면적,㎡,
의성군,과학관,시설수,개,1
의성군,과학관,면적,㎡,32113
의성군,문화산업단지,시설수,개,
의성군,문화산업단지,면적,㎡,
의성군,문화산업진흥시설,시설수,개,
의성군,문화산업진흥시설,면적,㎡,
의성군,지방문화원,시설수,개,
의성군,지방문화원,면적,㎡,
의성군,문화예술진흥시설,시설수,개,4
의성군,문화예술진흥시설,면적,㎡,126654
의성군,전시시설,시설수,개,
의성군,전시시설,면적,㎡,
의성군,국제회의시설,시설수,개,
의성군,국제회의시설,면적,㎡,
의성군,공공도서관,시설수,개,
의성군,공공도서관,면적,㎡,
의성군,전문도서관,시설수,개,
의성군,전문도서관,면적,㎡,
청도군,계,시설수,개,3
청도군,계,면적,㎡,104716
청도군,공연장,시설수,개,
청도군,공연장,면적,㎡,
청도군,박물관,시설수,개,
청도군,박물관,면적,㎡,
청도군,미술관,시설수,개,
청도군,미술관,면적,㎡,
청도군,과학관,시설수,개,
청도군,과학관,면적,㎡,
청도군,문화산업단지,시설수,개,
청도군,문화산업단지,면적,㎡,
청도군,문화산업진흥시설,시설수,개,
청도군,문화산업진흥시설,면적,㎡,
청도군,지방문화원,시설수,개,
청도군,지방문화원,면적,㎡,
청도군,문화예술진흥시설,시설수,개,3
청도군,문화예술진흥시설,면적,㎡,104716
청도군,전시시설,시설수,개,
청도군,전시시설,면적,㎡,
청도군,국제회의시설,시설수,개,
청도군,국제회의시설,면적,㎡,
청도군,공공도서관,시설수,개,
청도군,공공도서관,면적,㎡,
청도군,전문도서관,시설수,개,
청도군,전문도서관,면적,㎡,
성주군,계,시설수,개,4
성주군,계,면적,㎡,82759
성주군,공연장,시설수,개,
성주군,공연장,면적,㎡,
성주군,박물관,시설수,개,
성주군,박물관,면적,㎡,
성주군,미술관,시설수,개,
성주군,미술관,면적,㎡,
성주군,과학관,시설수,개,
성주군,과학관,면적,㎡,
성주군,문화산업단지,시설수,개,
성주군,문화산업단지,면적,㎡,
성주군,문화산업진흥시설,시설수,개,
성주군,문화산업진흥시설,면적,㎡,
성주군,지방문화원,시설수,개,1
성주군,지방문화원,면적,㎡,3787
성주군,문화예술진흥시설,시설수,개,2
성주군,문화예술진흥시설,면적,㎡,73072
성주군,전시시설,시설수,개,
성주군,전시시설,면적,㎡,
성주군,국제회의시설,시설수,개,
성주군,국제회의시설,면적,㎡,
성주군,공공도서관,시설수,개,1
성주군,공공도서관,면적,㎡,5900
성주군,전문도서관,시설수,개,
성주군,전문도서관,면적,㎡,
예천군,계,시설수,개,1
예천군,계,면적,㎡,33488
예천군,공연장,시설수,개,
예천군,공연장,면적,㎡,
예천군,박물관,시설수,개,
예천군,박물관,면적,㎡,
예천군,미술관,시설수,개,
예천군,미술관,면적,㎡,
예천군,과학관,시설수,개,
예천군,과학관,면적,㎡,
예천군,문화산업단지,시설수,개,
예천군,문화산업단지,면적,㎡,
예천군,문화산업진흥시설,시설수,개,
예천군,문화산업진흥시설,면적,㎡,
예천군,지방문화원,시설수,개,
예천군,지방문화원,면적,㎡,
예천군,문화예술진흥시설,시설수,개,1
예천군,문화예술진흥시설,면적,㎡,33488
예천군,전시시설,시설수,개,
예천군,전시시설,면적,㎡,
예천군,국제회의시설,시설수,개,
예천군,국제회의시설,면적,㎡,
예천군,공공도서관,시설수,개,
예천군,공공도서관,면적,㎡,
예천군,전문도서관,시설수,개,
예천군,전문도서관,면적,㎡,
봉화군,계,시설수,개,2
봉화군,계,면적,㎡,77946
봉화군,공연장,시설수,개,
봉화군,공연장,면적,㎡,
봉화군,박물관,시설수,개,
봉화군,박물관,면적,㎡,
