소재지(시군구)별,문화시설별,항목,단위,2020 년
남동구,과학관,면적,㎡,
남동구,문화산업단지,시설수,개,
남동구,문화산업단지,면적,㎡,
남동구,문화산업진흥시설,시설수,개,
남동구,문화산업진흥시설,면적,㎡,
남동구,지방문화원,시설수,개,
남동구,지방문화원,면적,㎡,
남동구,문화예술진흥시설,시설수,개,2
남동구,문화예술진흥시설,면적,㎡,15653
남동구,전시시설,시설수,개,
남동구,전시시설,면적,㎡,
남동구,국제회의시설,시설수,개,
남동구,국제회의시설,면적,㎡,
남동구,공공도서관,시설수,개,
남동구,공공도서관,면적,㎡,
남동구,전문도서관,시설수,개,
남동구,전문도서관,면적,㎡,
부평구,계,시설수,개,8
부평구,계,면적,㎡,35856
부평구,공연장,시설수,개,
부평구,공연장,면적,㎡,
부평구,박물관,시설수,개,
부평구,박물관,면적,㎡,
부평구,미술관,시설수,개,
부평구,미술관,면적,㎡,
부평구,과학관,시설수,개,
부평구,과학관,면적,㎡,
부평구,문화산업단지,시설수,개,
부평구,문화산업단지,면적,㎡,
부평구,문화산업진흥시설,시설수,개,
부평구,문화산업진흥시설,면적,㎡,
부평구,지방문화원,시설수,개,
부평구,지방문화원,면적,㎡,
부평구,문화예술진흥시설,시설수,개,2
부평구,문화예술진흥시설,면적,㎡,15793
부평구,전시시설,시설수,개,
부평구,전시시설,면적,㎡,
부평구,국제회의시설,시설수,개,
부평구,국제회의시설,면적,㎡,
부평구,공공도서관,시설수,개,6
부평구,공공도서관,면적,㎡,20063
부평구,전문도서관,시설수,개,
부평구,전문도서관,면적,㎡,
계양구,계,시설수,개,7
계양구,계,면적,㎡,59490
계양구,공연장,시설수,개,1
계양구,공연장,면적,㎡,21706
계양구,박물관,시설수,개,
계양구,박물관,면적,㎡,
계양구,미술관,시설수,개,1
계양구,미술관,면적,㎡,8225
계양구,과학관,시설수,개,
계양구,과학관,면적,㎡,
계양구,문화산업단지,시설수,개,
계양구,문화산업단지,면적,㎡,
계양구,문화산업진흥시설,시설수,개,
계양구,문화산업진흥시설,면적,㎡,
계양구,지방문화원,시설수,개,
계양구,지방문화원,면적,㎡,
계양구,문화예술진흥시설,시설수,개,5
계양구,문화예술진흥시설,면적,㎡,29559
계양구,전시시설,시설수,개,
계양구,전시시설,면적,㎡,
계양구,국제회의시설,시설수,개,
계양구,국제회의시설,면적,㎡,
계양구,공공도서관,시설수,개,
계양구,공공도서관,면적,㎡,
계양구,전문도서관,시설수,개,
계양구,전문도서관,면적,㎡,
서구,계,시설수,개,8
서구,계,면적,㎡,40194
서구,공연장,시설수,개,
서구,공연장,면적,㎡,
서구,박물관,시설수,개,
서구,박물관,면적,㎡,
서구,미술관,시설수,개,
서구,미술관,면적,㎡,
서구,과학관,시설수,개,
서구,과학관,면적,㎡,
서구,문화산업단지,시설수,개,
서구,문화산업단지,면적,㎡,
서구,문화산업진흥시설,시설수,개,
서구,문화산업진흥시설,면적,㎡,
서구,지방문화원,시설수,개,
서구,지방문화원,면적,㎡,
서구,문화예술진흥시설,시설수,개,7
서구,문화예술진흥시설,면적,㎡,38434
서구,전시시설,시설수,개,
서구,전시시설,면적,㎡,
서구,국제회의시설,시설수,개,
서구,국제회의시설,면적,㎡,
서구,공공도서관,시설수,개,1
서구,공공도서관,면적,㎡,1760
서구,전문도서관,시설수,개,
서구,전문도서관,면적,㎡,
강화군,계,시설수,개,3
강화군,계,면적,㎡,142003
강화군,공연장,시설수,개,
강화군,공연장,면적,㎡,
강화군,박물관,시설수,개,
강화군,박물관,면적,㎡,
강화군,미술관,시설수,개,
강화군,미술관,면적,㎡,
강화군,과학관,시설수,개,
강화군,과학관,면적,㎡,
강화군,문화산업단지,시설수,개,
강화군,문화산업단지,면적,㎡,
강화군,문화산업진흥시설,시설수,개,
강화군,문화산업진흥시설,면적,㎡,
강화군,지방문화원,시설수,개,1
강화군,지방문화원,면적,㎡,266
강화군,문화예술진흥시설,시설수,개,2
강화군,문화예술진흥시설,면적,㎡,141737
강화군,전시시설,시설수,개,
강화군,전시시설,면적,㎡,
강화군,국제회의시설,시설수,개,
강화군,국제회의시설,면적,㎡,
강화군,공공도서관,시설수,개,
강화군,공공도서관,면적,㎡,
강화군,전문도서관,시설수,개,
강화군,전문도서관,면적,㎡,
광주광역시,계,시설수,개,22
광주광역시,계,면적,㎡,505211
광주광역시,공연장,시설수,개,
광주광역시,공연장,면적,㎡,
광주광역시,박물관,시설수,개,
광주광역시,박물관,면적,㎡,
광주광역시,미술관,시설수,개,
광주광역시,미술관,면적,㎡,
광주광역시,과학관,시설수,개,1
광주광역시,과학관,면적,㎡,79245
광주광역시,문화산업단지,시설수,개,
광주광역시,문화산업단지,면적,㎡,
광주광역시,문화산업진흥시설,시설수,개,
광주광역시,문화산업진흥시설,면적,㎡,
광주광역시,지방문화원,시설수,개,
광주광역시,지방문화원,면적,㎡,
광주광역시,문화예술진흥시설,시설수,개,17
광주광역시,문화예술진흥시설,면적,㎡,405981
광주광역시,전시시설,시설수,개,
광주광역시,전시시설,면적,㎡,
광주광역시,국제회의시설,시설수,개,
광주광역시,국제회의시설,면적,㎡,
광주광역시,공공도서관,시설수,개,4
광주광역시,공공도서관,면적,㎡,19985
광주광역시,전문도서관,시설수,개,
광주광역시,전문도서관,면적,㎡,
광주광역시,계,시설수,개,12
광주광역시,계,면적,㎡,329626
광주광역시,공연장,시설수,개,
광주광역시,공연장,면적,㎡,
광주광역시,박물관,시설수,개,
광주광역시,박물관,면적,㎡,
광주광역시,미술관,시설수,개,
광주광역시,미술관,면적,㎡,
광주광역시,과학관,시설수,개,1
광주광역시,과학관,면적,㎡,79245
광주광역시,문화산업단지,시설수,개,
광주광역시,문화산업단지,면적,㎡,
광주광역시,문화산업진흥시설,시설수,개,
광주광역시,문화산업진흥시설,면적,㎡,
광주광역시,지방문화원,시설수,개,
광주광역시,지방문화원,면적,㎡,
광주광역시,문화예술진흥시설,시설수,개,9
광주광역시,문화예술진흥시설,면적,㎡,235812
광주광역시,전시시설,시설수,개,
광주광역시,전시시설,면적,㎡,
광주광역시,국제회의시설,시설수,개,
광주광역시,국제회의시설,면적,㎡,
광주광역시,공공도서관,시설수,개,2
광주광역시,공공도서관,면적,㎡,14569
광주광역시,전문도서관,시설수,개,
광주광역시,전문도서관,면적,㎡,
남구,계,시설수,개,2
남구,계,면적,㎡,5416
남구,공연장,시설수,개,
남구,공연장,면적,㎡,
남구,박물관,시설수,개,
남구,박물관,면적,㎡,
남구,미술관,시설수,개,
남구,미술관,면적,㎡,
남구,과학관,시설수,개,
남구,과학관,면적,㎡,
남구,문화산업단지,시설수,개,
남구,문화산업단지,면적,㎡,
남구,문화산업진흥시설,시설수,개,
남구,문화산업진흥시설,면적,㎡,
남구,지방문화원,시설수,개,
남구,지방문화원,면적,㎡,
남구,문화예술진흥시설,시설수,개,
남구,문화예술진흥시설,면적,㎡,
남구,전시시설,시설수,개,
남구,전시시설,면적,㎡,
남구,국제회의시설,시설수,개,
남구,국제회의시설,면적,㎡,
남구,공공도서관,시설수,개,2
남구,공공도서관,면적,㎡,5416
남구,전문도서관,시설수,개,
남구,전문도서관,면적,㎡,
광산구,계,시설수,개,1
광산구,계,면적,㎡,5515
광산구,공연장,시설수,개,
광산구,공연장,면적,㎡,
광산구,박물관,시설수,개,
광산구,박물관,면적,㎡,
광산구,미술관,시설수,개,
광산구,미술관,면적,㎡,
광산구,과학관,시설수,개,
광산구,과학관,면적,㎡,
광산구,문화산업단지,시설수,개,
광산구,문화산업단지,면적,㎡,
광산구,문화산업진흥시설,시설수,개,
광산구,문화산업진흥시설,면적,㎡,
광산구,지방문화원,시설수,개,
광산구,지방문화원,면적,㎡,
광산구,문화예술진흥시설,시설수,개,1
광산구,문화예술진흥시설,면적,㎡,5515
광산구,전시시설,시설수,개,
광산구,전시시설,면적,㎡,
광산구,국제회의시설,시설수,개,
광산구,국제회의시설,면적,㎡,
광산구,공공도서관,시설수,개,
광산구,공공도서관,면적,㎡,
광산구,전문도서관,시설수,개,
광산구,전문도서관,면적,㎡,
북구,계,시설수,개,7
북구,계,면적,㎡,164654
북구,공연장,시설수,개,
북구,공연장,면적,㎡,
북구,박물관,시설수,개,
북구,박물관,면적,㎡,
북구,미술관,시설수,개,
북구,미술관,면적,㎡,
북구,과학관,시설수,개,
북구,과학관,면적,㎡,
북구,문화산업단지,시설수,개,
북구,문화산업단지,면적,㎡,
북구,문화산업진흥시설,시설수,개,
북구,문화산업진흥시설,면적,㎡,
북구,지방문화원,시설수,개,
북구,지방문화원,면적,㎡,
북구,문화예술진흥시설,시설수,개,7
북구,문화예술진흥시설,면적,㎡,164654
북구,전시시설,시설수,개,
북구,전시시설,면적,㎡,
북구,국제회의시설,시설수,개,
북구,국제회의시설,면적,㎡,
북구,공공도서관,시설수,개,
북구,공공도서관,면적,㎡,
북구,전문도서관,시설수,개,
북구,전문도서관,면적,㎡,
대전광역시,계,시설수,개,16
대전광역시,계,면적,㎡,95013
대전광역시,공연장,시설수,개,
대전광역시,공연장,면적,㎡,
대전광역시,박물관,시설수,개,
대전광역시,박물관,면적,㎡,
대전광역시,미술관,시설수,개,
대전광역시,미술관,면적,㎡,
대전광역시,과학관,시설수,개,
대전광역시,과학관,면적,㎡,
대전광역시,문화산업단지,시설수,개,2
대전광역시,문화산업단지,면적,㎡,21879
대전광역시,문화산업진흥시설,시설수,개,
대전광역시,문화산업진흥시설,면적,㎡,
대전광역시,지방문화원,시설수,개,1
대전광역시,지방문화원,면적,㎡,830
대전광역시,문화예술진흥시설,시설수,개,9
대전광역시,문화예술진흥시설,면적,㎡,60357
대전광역시,전시시설,시설수,개,
대전광역시,전시시설,면적,㎡,
대전광역시,국제회의시설,시설수,개,
대전광역시,국제회의시설,면적,㎡,
대전광역시,공공도서관,시설수,개,4
대전광역시,공공도서관,면적,㎡,11947
대전광역시,전문도서관,시설수,개,
대전광역시,전문도서관,면적,㎡,
동구,계,시설수,개,2
동구,계,면적,㎡,9654
동구,공연장,시설수,개,
동구,공연장,면적,㎡,
동구,박물관,시설수,개,
동구,박물관,면적,㎡,
동구,미술관,시설수,개,
동구,미술관,면적,㎡,
동구,과학관,시설수,개,
동구,과학관,면적,㎡,
동구,문화산업단지,시설수,개,
동구,문화산업단지,면적,㎡,
동구,문화산업진흥시설,시설수,개,
동구,문화산업진흥시설,면적,㎡,
동구,지방문화원,시설수,개,
동구,지방문화원,면적,㎡,
동구,문화예술진흥시설,시설수,개,2
동구,문화예술진흥시설,면적,㎡,9654
동구,전시시설,시설수,개,
동구,전시시설,면적,㎡,
동구,국제회의시설,시설수,개,
동구,국제회의시설,면적,㎡,
동구,공공도서관,시설수,개,
동구,공공도서관,면적,㎡,
동구,전문도서관,시설수,개,
동구,전문도서관,면적,㎡,
중구,계,시설수,개,1
중구,계,면적,㎡,552
중구,공연장,시설수,개,
중구,공연장,면적,㎡,
중구,박물관,시설수,개,
중구,박물관,면적,㎡,
중구,미술관,시설수,개,
중구,미술관,면적,㎡,
중구,과학관,시설수,개,
중구,과학관,면적,㎡,
중구,문화산업단지,시설수,개,
중구,문화산업단지,면적,㎡,
중구,문화산업진흥시설,시설수,개,
중구,문화산업진흥시설,면적,㎡,
중구,지방문화원,시설수,개,
중구,지방문화원,면적,㎡,
중구,문화예술진흥시설,시설수,개,1
중구,문화예술진흥시설,면적,㎡,552
중구,전시시설,시설수,개,
중구,전시시설,면적,㎡,
중구,국제회의시설,시설수,개,
중구,국제회의시설,면적,㎡,
중구,공공도서관,시설수,개,
중구,공공도서관,면적,㎡,
중구,전문도서관,시설수,개,
중구,전문도서관,면적,㎡,
서구,계,시설수,개,6
서구,계,면적,㎡,35502
서구,공연장,시설수,개,
서구,공연장,면적,㎡,
서구,박물관,시설수,개,
서구,박물관,면적,㎡,
서구,미술관,시설수,개,
서구,미술관,면적,㎡,
서구,과학관,시설수,개,
서구,과학관,면적,㎡,
서구,문화산업단지,시설수,개,
서구,문화산업단지,면적,㎡,
서구,문화산업진흥시설,시설수,개,
서구,문화산업진흥시설,면적,㎡,
서구,지방문화원,시설수,개,1
서구,지방문화원,면적,㎡,830
서구,문화예술진흥시설,시설수,개,2
서구,문화예술진흥시설,면적,㎡,27507
서구,전시시설,시설수,개,
서구,전시시설,면적,㎡,
서구,국제회의시설,시설수,개,
서구,국제회의시설,면적,㎡,
서구,공공도서관,시설수,개,3
서구,공공도서관,면적,㎡,7165
서구,전문도서관,시설수,개,
서구,전문도서관,면적,㎡,
유성구,계,시설수,개,6
유성구,계,면적,㎡,43905
유성구,공연장,시설수,개,
유성구,공연장,면적,㎡,
유성구,박물관,시설수,개,
유성구,박물관,면적,㎡,
유성구,미술관,시설수,개,
유성구,미술관,면적,㎡,
유성구,과학관,시설수,개,
유성구,과학관,면적,㎡,
유성구,문화산업단지,시설수,개,2
유성구,문화산업단지,면적,㎡,21879
유성구,문화산업진흥시설,시설수,개,
유성구,문화산업진흥시설,면적,㎡,
유성구,지방문화원,시설수,개,
유성구,지방문화원,면적,㎡,
유성구,문화예술진흥시설,시설수,개,3
유성구,문화예술진흥시설,면적,㎡,17244
유성구,전시시설,시설수,개,
유성구,전시시설,면적,㎡,
유성구,국제회의시설,시설수,개,
유성구,국제회의시설,면적,㎡,
유성구,공공도서관,시설수,개,1
유성구,공공도서관,면적,㎡,4782
유성구,전문도서관,시설수,개,
유성구,전문도서관,면적,㎡,
대덕구,계,시설수,개,1
대덕구,계,면적,㎡,5400
대덕구,공연장,시설수,개,
대덕구,공연장,면적,㎡,
대덕구,박물관,시설수,개,
대덕구,박물관,면적,㎡,
대덕구,미술관,시설수,개,
대덕구,미술관,면적,㎡,
대덕구,과학관,시설수,개,
대덕구,과학관,면적,㎡,
대덕구,문화산업단지,시설수,개,
대덕구,문화산업단지,면적,㎡,
대덕구,문화산업진흥시설,시설수,개,
대덕구,문화산업진흥시설,면적,㎡,
대덕구,지방문화원,시설수,개,
대덕구,지방문화원,면적,㎡,
대덕구,문화예술진흥시설,시설수,개,1
대덕구,문화예술진흥시설,면적,㎡,5400
대덕구,전시시설,시설수,개,
대덕구,전시시설,면적,㎡,
대덕구,국제회의시설,시설수,개,
대덕구,국제회의시설,면적,㎡,
대덕구,공공도서관,시설수,개,
대덕구,공공도서관,면적,㎡,
대덕구,전문도서관,시설수,개,
대덕구,전문도서관,면적,㎡,
울산광역시,계,시설수,개,24
울산광역시,계,면적,㎡,176943
울산광역시,공연장,시설수,개,
울산광역시,공연장,면적,㎡,
울산광역시,박물관,시설수,개,
울산광역시,박물관,면적,㎡,
울산광역시,미술관,시설수,개,
울산광역시,미술관,면적,㎡,
울산광역시,과학관,시설수,개,
울산광역시,과학관,면적,㎡,
울산광역시,문화산업단지,시설수,개,
울산광역시,문화산업단지,면적,㎡,
울산광역시,문화산업진흥시설,시설수,개,
울산광역시,문화산업진흥시설,면적,㎡,
울산광역시,지방문화원,시설수,개,
울산광역시,지방문화원,면적,㎡,
울산광역시,문화예술진흥시설,시설수,개,22
울산광역시,문화예술진흥시설,면적,㎡,141003
울산광역시,전시시설,시설수,개,
울산광역시,전시시설,면적,㎡,
울산광역시,국제회의시설,시설수,개,
울산광역시,국제회의시설,면적,㎡,
울산광역시,공공도서관,시설수,개,2
울산광역시,공공도서관,면적,㎡,35940
울산광역시,전문도서관,시설수,개,
울산광역시,전문도서관,면적,㎡,
울산광역시,계,시설수,개,7
울산광역시,계,면적,㎡,106227
울산광역시,공연장,시설수,개,
울산광역시,공연장,면적,㎡,
울산광역시,박물관,시설수,개,
울산광역시,박물관,면적,㎡,
울산광역시,미술관,시설수,개,
울산광역시,미술관,면적,㎡,
울산광역시,과학관,시설수,개,
울산광역시,과학관,면적,㎡,
울산광역시,문화산업단지,시설수,개,
울산광역시,문화산업단지,면적,㎡,
울산광역시,문화산업진흥시설,시설수,개,
울산광역시,문화산업진흥시설,면적,㎡,
울산광역시,지방문화원,시설수,개,
울산광역시,지방문화원,면적,㎡,
울산광역시,문화예술진흥시설,시설수,개,6
울산광역시,문화예술진흥시설,면적,㎡,73546
울산광역시,전시시설,시설수,개,
울산광역시,전시시설,면적,㎡,
울산광역시,국제회의시설,시설수,개,
울산광역시,국제회의시설,면적,㎡,
울산광역시,공공도서관,시설수,개,1
울산광역시,공공도서관,면적,㎡,32681
울산광역시,전문도서관,시설수,개,
울산광역시,전문도서관,면적,㎡,
중구,계,시설수,개,5
중구,계,면적,㎡,5907
중구,공연장,시설수,개,
중구,공연장,면적,㎡,
중구,박물관,시설수,개,
중구,박물관,면적,㎡,
중구,미술관,시설수,개,
중구,미술관,면적,㎡,
중구,과학관,시설수,개,
중구,과학관,면적,㎡,
중구,문화산업단지,시설수,개,
중구,문화산업단지,면적,㎡,
중구,문화산업진흥시설,시설수,개,
중구,문화산업진흥시설,면적,㎡,
중구,지방문화원,시설수,개,
중구,지방문화원,면적,㎡,
중구,문화예술진흥시설,시설수,개,5
중구,문화예술진흥시설,면적,㎡,5907
중구,전시시설,시설수,개,
중구,전시시설,면적,㎡,
중구,국제회의시설,시설수,개,
중구,국제회의시설,면적,㎡,
중구,공공도서관,시설수,개,
중구,공공도서관,면적,㎡,
중구,전문도서관,시설수,개,
중구,전문도서관,면적,㎡,
남구,계,시설수,개,2
남구,계,면적,㎡,7333
남구,공연장,시설수,개,
남구,공연장,면적,㎡,
남구,박물관,시설수,개,
남구,박물관,면적,㎡,
남구,미술관,시설수,개,
남구,미술관,면적,㎡,
남구,과학관,시설수,개,
남구,과학관,면적,㎡,
남구,문화산업단지,시설수,개,
남구,문화산업단지,면적,㎡,
남구,문화산업진흥시설,시설수,개,
남구,문화산업진흥시설,면적,㎡,
남구,지방문화원,시설수,개,
남구,지방문화원,면적,㎡,
남구,문화예술진흥시설,시설수,개,1
남구,문화예술진흥시설,면적,㎡,4074
남구,전시시설,시설수,개,
남구,전시시설,면적,㎡,
남구,국제회의시설,시설수,개,
남구,국제회의시설,면적,㎡,
남구,공공도서관,시설수,개,1
남구,공공도서관,면적,㎡,3259
남구,전문도서관,시설수,개,
남구,전문도서관,면적,㎡,
북구,계,시설수,개,4
북구,계,면적,㎡,22111
북구,공연장,시설수,개,
북구,공연장,면적,㎡,
북구,박물관,시설수,개,
북구,박물관,면적,㎡,
북구,미술관,시설수,개,
북구,미술관,면적,㎡,
북구,과학관,시설수,개,
북구,과학관,면적,㎡,
북구,문화산업단지,시설수,개,
북구,문화산업단지,면적,㎡,
북구,문화산업진흥시설,시설수,개,
북구,문화산업진흥시설,면적,㎡,
북구,지방문화원,시설수,개,
북구,지방문화원,면적,㎡,
북구,문화예술진흥시설,시설수,개,4
북구,문화예술진흥시설,면적,㎡,22111
북구,전시시설,시설수,개,
북구,전시시설,면적,㎡,
북구,국제회의시설,시설수,개,
북구,국제회의시설,면적,㎡,
북구,공공도서관,시설수,개,
북구,공공도서관,면적,㎡,
북구,전문도서관,시설수,개,
북구,전문도서관,면적,㎡,
동구,계,시설수,개,1
동구,계,면적,㎡,2226
동구,공연장,시설수,개,
동구,공연장,면적,㎡,
동구,박물관,시설수,개,
동구,박물관,면적,㎡,
동구,미술관,시설수,개,
동구,미술관,면적,㎡,
동구,과학관,시설수,개,
동구,과학관,면적,㎡,
동구,문화산업단지,시설수,개,
동구,문화산업단지,면적,㎡,
동구,문화산업진흥시설,시설수,개,
동구,문화산업진흥시설,면적,㎡,
동구,지방문화원,시설수,개,
동구,지방문화원,면적,㎡,
동구,문화예술진흥시설,시설수,개,1
동구,문화예술진흥시설,면적,㎡,2226
동구,전시시설,시설수,개,
동구,전시시설,면적,㎡,
동구,국제회의시설,시설수,개,
동구,국제회의시설,면적,㎡,
동구,공공도서관,시설수,개,
동구,공공도서관,면적,㎡,
동구,전문도서관,시설수,개,
동구,전문도서관,면적,㎡,
울주군,계,시설수,개,5
울주군,계,면적,㎡,33139
울주군,공연장,시설수,개,
울주군,공연장,면적,㎡,
울주군,박물관,시설수,개,
울주군,박물관,면적,㎡,
울주군,미술관,시설수,개,
울주군,미술관,면적,㎡,
울주군,과학관,시설수,개,
울주군,과학관,면적,㎡,
울주군,문화산업단지,시설수,개,
울주군,문화산업단지,면적,㎡,
울주군,문화산업진흥시설,시설수,개,
울주군,문화산업진흥시설,면적,㎡,
울주군,지방문화원,시설수,개,
울주군,지방문화원,면적,㎡,
울주군,문화예술진흥시설,시설수,개,5
울주군,문화예술진흥시설,면적,㎡,33139
울주군,전시시설,시설수,개,
울주군,전시시설,면적,㎡,
울주군,국제회의시설,시설수,개,
울주군,국제회의시설,면적,㎡,
울주군,공공도서관,시설수,개,
울주군,공공도서관,면적,㎡,
울주군,전문도서관,시설수,개,
울주군,전문도서관,면적,㎡,
세종특별자치시,계,시설수,개,28
세종특별자치시,계,면적,㎡,1057725
세종특별자치시,공연장,시설수,개,
세종특별자치시,공연장,면적,㎡,
세종특별자치시,박물관,시설수,개,
세종특별자치시,박물관,면적,㎡,
세종특별자치시,미술관,시설수,개,1
세종특별자치시,미술관,면적,㎡,35780
세종특별자치시,과학관,시설수,개,4
세종특별자치시,과학관,면적,㎡,689795
세종특별자치시,문화산업단지,시설수,개,
세종특별자치시,문화산업단지,면적,㎡,
세종특별자치시,문화산업진흥시설,시설수,개,
세종특별자치시,문화산업진흥시설,면적,㎡,
세종특별자치시,지방문화원,시설수,개,3
세종특별자치시,지방문화원,면적,㎡,3025
세종특별자치시,문화예술진흥시설,시설수,개,16
세종특별자치시,문화예술진흥시설,면적,㎡,274051
세종특별자치시,전시시설,시설수,개,
세종특별자치시,전시시설,면적,㎡,
세종특별자치시,국제회의시설,시설수,개,
세종특별자치시,국제회의시설,면적,㎡,
세종특별자치시,공공도서관,시설수,개,4
세종특별자치시,공공도서관,면적,㎡,55074
세종특별자치시,전문도서관,시설수,개,
세종특별자치시,전문도서관,면적,㎡,
세종특별자치시,계,시설수,개,28
세종특별자치시,계,면적,㎡,1057725
세종특별자치시,공연장,시설수,개,
세종특별자치시,공연장,면적,㎡,
세종특별자치시,박물관,시설수,개,
세종특별자치시,박물관,면적,㎡,
세종특별자치시,미술관,시설수,개,1
세종특별자치시,미술관,면적,㎡,35780
세종특별자치시,과학관,시설수,개,4
세종특별자치시,과학관,면적,㎡,689795
세종특별자치시,문화산업단지,시설수,개,
세종특별자치시,문화산업단지,면적,㎡,
세종특별자치시,문화산업진흥시설,시설수,개,
세종특별자치시,문화산업진흥시설,면적,㎡,
세종특별자치시,지방문화원,시설수,개,3
세종특별자치시,지방문화원,면적,㎡,3025
세종특별자치시,문화예술진흥시설,시설수,개,16
세종특별자치시,문화예술진흥시설,면적,㎡,274051
세종특별자치시,전시시설,시설수,개,
세종특별자치시,전시시설,면적,㎡,
세종특별자치시,국제회의시설,시설수,개,
세종특별자치시,국제회의시설,면적,㎡,
세종특별자치시,공공도서관,시설수,개,4
세종특별자치시,공공도서관,면적,㎡,55074
세종특별자치시,전문도서관,시설수,개,
세종특별자치시,전문도서관,면적,㎡,
경기도,계,시설수,개,228
경기도,계,면적,㎡,4153997
경기도,공연장,시설수,개,2
경기도,공연장,면적,㎡,542727
경기도,박물관,시설수,개,
경기도,박물관,면적,㎡,
경기도,미술관,시설수,개,5
경기도,미술관,면적,㎡,69891
경기도,과학관,시설수,개,7
경기도,과학관,면적,㎡,173805
경기도,문화산업단지,시설수,개,2
경기도,문화산업단지,면적,㎡,60821
경기도,문화산업진흥시설,시설수,개,1
경기도,문화산업진흥시설,면적,㎡,4822
경기도,지방문화원,시설수,개,
경기도,지방문화원,면적,㎡,
경기도,문화예술진흥시설,시설수,개,131
경기도,문화예술진흥시설,면적,㎡,2944373
경기도,전시시설,시설수,개,
경기도,전시시설,면적,㎡,
경기도,국제회의시설,시설수,개,
경기도,국제회의시설,면적,㎡,
경기도,공공도서관,시설수,개,80
경기도,공공도서관,면적,㎡,357558
경기도,전문도서관,시설수,개,
경기도,전문도서관,면적,㎡,
수원시,계,시설수,개,30
수원시,계,면적,㎡,346019
수원시,공연장,시설수,개,
수원시,공연장,면적,㎡,
수원시,박물관,시설수,개,
수원시,박물관,면적,㎡,
수원시,미술관,시설수,개,
수원시,미술관,면적,㎡,
수원시,과학관,시설수,개,
수원시,과학관,면적,㎡,
수원시,문화산업단지,시설수,개,
수원시,문화산업단지,면적,㎡,
수원시,문화산업진흥시설,시설수,개,
수원시,문화산업진흥시설,면적,㎡,
수원시,지방문화원,시설수,개,
수원시,지방문화원,면적,㎡,
수원시,문화예술진흥시설,시설수,개,26
수원시,문화예술진흥시설,면적,㎡,299931
수원시,전시시설,시설수,개,
수원시,전시시설,면적,㎡,
수원시,국제회의시설,시설수,개,
수원시,국제회의시설,면적,㎡,
수원시,공공도서관,시설수,개,4
수원시,공공도서관,면적,㎡,46088
수원시,전문도서관,시설수,개,
수원시,전문도서관,면적,㎡,
성남시,계,시설수,개,2
성남시,계,면적,㎡,135748
성남시,공연장,시설수,개,
성남시,공연장,면적,㎡,
성남시,박물관,시설수,개,
성남시,박물관,면적,㎡,
성남시,미술관,시설수,개,
성남시,미술관,면적,㎡,
성남시,과학관,시설수,개,
성남시,과학관,면적,㎡,
성남시,문화산업단지,시설수,개,
성남시,문화산업단지,면적,㎡,
성남시,문화산업진흥시설,시설수,개,
성남시,문화산업진흥시설,면적,㎡,
성남시,지방문화원,시설수,개,
성남시,지방문화원,면적,㎡,
성남시,문화예술진흥시설,시설수,개,1
성남시,문화예술진흥시설,면적,㎡,134092
성남시,전시시설,시설수,개,
성남시,전시시설,면적,㎡,
성남시,국제회의시설,시설수,개,
성남시,국제회의시설,면적,㎡,
성남시,공공도서관,시설수,개,1
성남시,공공도서관,면적,㎡,1656
성남시,전문도서관,시설수,개,
성남시,전문도서관,면적,㎡,
의정부시,계,시설수,개,3
의정부시,계,면적,㎡,11742
의정부시,공연장,시설수,개,
의정부시,공연장,면적,㎡,
의정부시,박물관,시설수,개,
의정부시,박물관,면적,㎡,
의정부시,미술관,시설수,개,
의정부시,미술관,면적,㎡,
의정부시,과학관,시설수,개,
의정부시,과학관,면적,㎡,
의정부시,문화산업단지,시설수,개,
의정부시,문화산업단지,면적,㎡,
의정부시,문화산업진흥시설,시설수,개,
의정부시,문화산업진흥시설,면적,㎡,
의정부시,지방문화원,시설수,개,
의정부시,지방문화원,면적,㎡,
의정부시,문화예술진흥시설,시설수,개,1
의정부시,문화예술진흥시설,면적,㎡,4482
의정부시,전시시설,시설수,개,
의정부시,전시시설,면적,㎡,
의정부시,국제회의시설,시설수,개,
의정부시,국제회의시설,면적,㎡,
의정부시,공공도서관,시설수,개,2
의정부시,공공도서관,면적,㎡,7260
의정부시,전문도서관,시설수,개,
의정부시,전문도서관,면적,㎡,
안양시,계,시설수,개,4
안양시,계,면적,㎡,17645
안양시,공연장,시설수,개,
안양시,공연장,면적,㎡,
안양시,박물관,시설수,개,
안양시,박물관,면적,㎡,
안양시,미술관,시설수,개,1
안양시,미술관,면적,㎡,11909
안양시,과학관,시설수,개,1
안양시,과학관,면적,㎡,3686
안양시,문화산업단지,시설수,개,
안양시,문화산업단지,면적,㎡,
안양시,문화산업진흥시설,시설수,개,
안양시,문화산업진흥시설,면적,㎡,
안양시,지방문화원,시설수,개,
안양시,지방문화원,면적,㎡,
안양시,문화예술진흥시설,시설수,개,
안양시,문화예술진흥시설,면적,㎡,
안양시,전시시설,시설수,개,
안양시,전시시설,면적,㎡,
안양시,국제회의시설,시설수,개,
안양시,국제회의시설,면적,㎡,
안양시,공공도서관,시설수,개,2
안양시,공공도서관,면적,㎡,2050
안양시,전문도서관,시설수,개,
안양시,전문도서관,면적,㎡,
부천시,계,시설수,개,4
부천시,계,면적,㎡,65176
부천시,공연장,시설수,개,
부천시,공연장,면적,㎡,
부천시,박물관,시설수,개,
